,EUR,GBP,AUD,NZD,USD,CAD,CHF,JPY
2006-12-05,3.556920357903777,4.852824532296716,5.89,,4.52,3.8,2.203,0.796
2006-12-06,3.5854381640035045,4.851834863391785,5.9,,4.59,3.83,2.235,0.817
2006-12-07,3.609773461529665,4.874244554796603,5.98,,4.58,3.82,2.242,0.838
2006-12-08,3.615132894529777,4.902517221785242,5.975,,4.68,3.88,2.272,0.839
2006-12-11,3.656225368289258,4.939471681060259,6.035,,4.67,3.88,2.299,0.812
2006-12-12,3.6612621206670095,4.974186059494303,6.04,,4.61,3.86,2.309,0.797
2006-12-13,3.66862733093512,4.995994565930259,6.05,,4.7,3.92,2.31,0.783
2006-12-14,3.7037409765404714,5.0413133844566795,6.1,,4.73,3.95,2.303,0.779
2006-12-15,3.696432483840327,5.043245322189001,6.12,,4.73,3.95,2.306,0.815
2006-12-18,3.734972813440786,5.061939491736727,6.135,,4.71,3.97,2.338,0.822
2006-12-19,3.75187435331151,5.076191028686453,6.105,,4.71,3.97,2.333,0.802
2006-12-20,3.762995025971009,5.078937497335936,6.115,,4.71,3.97,2.336,0.782
2006-12-21,3.774597082572232,5.094532574101168,6.135,,4.66,3.92,2.353,0.769
2006-12-22,3.782153767803624,5.09747377911146,6.125,,4.71,3.95,2.357,0.75
2006-12-25,,,,,,,,0.747
2006-12-26,,,,,4.71,,,0.732
2006-12-27,3.8126066117493553,5.131979188476458,6.145,,4.77,3.98,2.322,0.784
2006-12-28,3.8137936192215895,5.125148729370325,6.19,,4.82,4.02,2.381,0.779
2006-12-29,3.822321507444794,5.097226208348118,6.175,,4.82,4.02,2.405,0.78
2007-01-02,3.800625931424477,5.107666373549443,6.205,,4.8,3.99,,
2007-01-03,3.791158074245045,5.116684916561534,6.18,,4.76,3.97,2.403,
2007-01-04,3.800532535204709,5.111956924166329,6.145,,4.71,3.92,2.382,0.818
2007-01-05,3.837320165385522,5.130287785369939,6.13,,4.76,3.98,2.399,0.816
2007-01-08,3.8283411826196407,5.1351753736694485,6.175,,4.78,4.0,2.44,
2007-01-09,3.834677535830304,5.148245548661278,6.18,,4.79,4.0,2.474,0.829
2007-01-10,3.8554215491304222,5.152639121779551,6.185,,4.81,4.01,2.455,0.83
2007-01-11,3.8285118888801506,5.267281399022945,6.21,,4.86,4.05,2.441,0.811
2007-01-12,3.854918393089572,5.318693897463721,6.22,,4.88,4.06,2.489,0.812
2007-01-15,3.8593981778264017,5.314239775268151,6.235,,,4.06,2.468,0.825
2007-01-16,3.851554705254077,5.310790014205912,6.22,,4.86,4.06,2.476,0.831
2007-01-17,3.853004386757739,5.348212494276066,6.2,,4.91,4.08,2.457,0.776
2007-01-18,3.8837151596441646,5.368836507293777,6.225,,4.89,4.07,2.467,0.791
2007-01-19,3.8731431150775943,5.376887594811518,6.225,,4.93,4.08,2.448,0.757
2007-01-22,3.870320892671941,5.390487360903202,6.23,,4.91,4.07,2.431,0.732
2007-01-23,3.864933059222987,5.399639751201423,6.225,,4.94,4.08,2.414,0.728
2007-01-24,3.88099146274257,5.3586442265326,6.075,,4.93,4.08,2.44,0.738
2007-01-25,3.888613505189406,5.39169589063054,6.07,,4.98,4.12,2.446,0.743
2007-01-26,3.918046167731628,5.395510727685699,,,4.99,4.13,2.441,0.723
2007-01-29,3.9191424268149766,5.403376535699442,6.13,,4.99,4.14,2.447,0.738
2007-01-30,3.91031856517675,5.374082528922892,6.14,,4.98,4.13,2.468,0.726
2007-01-31,3.915583176732055,5.374066744131623,6.15,,4.94,4.1,2.467,0.708
2007-02-01,3.8764727530684464,5.4047535614893585,6.13,,4.96,4.13,2.482,0.719
2007-02-02,3.863036640414984,5.4180570543560576,6.165,,4.94,4.11,2.509,0.74
2007-02-05,3.83472781339984,5.421996570363696,6.115,,4.92,4.1,2.433,0.745
2007-02-06,3.848168565402012,5.425930861183786,6.08,,4.9,4.08,2.464,0.757
2007-02-07,3.8566485264801966,5.39512924373098,6.075,,4.87,4.06,2.469,0.769
2007-02-08,3.886079866069134,5.334420465892351,6.1,,4.87,4.05,2.376,0.76
2007-02-09,3.901493174577253,5.352955851412065,6.07,,4.92,4.11,2.439,0.735
2007-02-12,3.904812662316302,5.356932486905074,6.07,,4.94,4.14,2.437,
2007-02-13,3.913384198197108,5.302431130518006,6.09,,4.95,4.15,2.444,0.762
2007-02-14,3.902870231798323,5.306701820420172,6.1,,4.87,4.09,2.387,0.763
2007-02-15,3.876762570815538,5.23852515549485,6.065,,4.83,4.07,2.409,0.79
2007-02-16,3.8770253426032872,5.253417002601634,6.06,,4.83,4.07,2.431,0.775
2007-02-19,3.904488693442916,5.26870843967927,6.06,,,4.06,2.444,0.781
2007-02-20,3.9116061836105858,5.282928917753002,6.06,,4.81,4.06,2.458,0.777
2007-02-21,3.90317911454501,5.265159011263862,6.075,,4.82,4.08,2.427,0.803
2007-02-22,3.913313002433575,5.292630362101805,6.09,,4.87,4.11,2.419,0.818
2007-02-23,3.9066434557017304,5.2751250308836655,6.12,,4.82,4.08,2.426,0.839
2007-02-26,3.871887447149806,5.27623246364765,6.08,,4.77,4.05,2.422,0.835
2007-02-27,3.8456693633208094,5.243562374418266,6.045,,4.59,3.93,2.422,0.814
2007-02-28,3.79879515562598,5.234775309571999,6.0,,4.65,3.97,2.373,0.818
2007-03-01,3.7991623212584136,5.237447128050764,5.995,,4.63,3.96,2.396,0.831
2007-03-02,3.785161746730139,5.2129637953382675,6.01,,4.56,3.91,2.373,0.814
2007-03-05,3.7625284794165657,5.176480991473432,5.945,,4.53,3.89,2.318,0.786
2007-03-06,3.7969654313859422,5.191003494812148,5.975,,4.58,3.92,2.347,0.791
2007-03-07,3.8037492423435615,5.191325806323714,5.995,,4.54,3.87,2.348,0.792
2007-03-08,3.8192402214375174,5.179636109425765,5.995,,4.56,3.9,2.378,0.792
2007-03-09,3.848354510028634,5.203290871663142,6.01,,4.66,3.98,2.4,0.788
2007-03-12,3.84475301750669,5.202143212087285,6.065,,4.62,3.96,2.389,0.795
2007-03-13,3.8396578542980606,5.166650079569785,6.05,,4.52,3.9,2.38,0.786
2007-03-14,3.816014836539648,5.13680748544364,6.005,,4.54,3.92,2.36,0.771
2007-03-15,3.830767711373353,5.182379342871843,6.055,,4.57,3.92,2.35,0.78
2007-03-16,3.8424098813901577,5.181176252779946,6.15,,4.58,3.94,2.373,0.775
2007-03-19,3.8728059605431513,5.221185917864303,6.18,,4.61,3.97,2.413,0.785
2007-03-20,3.8642062236619106,5.274209805582635,6.215,,4.6,4.02,2.421,0.791
2007-03-21,3.873799801353932,5.267396895069461,6.24,,4.51,3.99,2.442,
2007-03-22,3.849365242546772,5.286481869950128,6.22,,4.58,4.02,2.434,0.791
2007-03-23,3.89005278709925,5.309181480148184,6.24,,4.6,3.97,2.433,0.804
2007-03-26,3.8986666544730144,5.314308055476722,6.25,,4.56,3.97,2.429,0.82
2007-03-27,3.912516839101906,5.327528865740868,6.24,,4.58,3.97,2.437,0.806
2007-03-28,3.915428546789406,5.316890002257198,6.225,,4.53,3.96,2.398,0.816
2007-03-29,3.935588929470111,5.343150581970649,6.24,,4.58,3.98,2.401,0.807
2007-03-30,3.9478875203977566,5.358738055635395,6.24,,4.58,3.98,2.411,0.807
2007-04-02,3.9699984567874136,5.386961961370092,6.29,,4.6,3.98,2.402,0.798
2007-04-03,3.978389085532121,5.4068761073195075,6.295,,4.63,4.0,2.42,0.798
2007-04-04,3.963210883307901,5.379394056620957,6.24,,4.61,3.98,2.43,0.815
2007-04-05,3.967587701616061,5.355429186707293,6.23,,4.63,4.02,2.425,0.804
2007-04-06,,,,,4.75,,,0.799
2007-04-09,,,,,4.73,4.09,,0.804
2007-04-10,4.007948049696657,5.365075304433359,6.26,,4.71,4.08,2.444,0.814
2007-04-11,4.019894427338018,5.3695670248131435,6.265,,4.73,4.1,2.474,0.8
2007-04-12,4.038756790131504,5.389877850837894,6.3,,4.73,4.1,2.452,0.81
2007-04-13,4.052050557360417,5.409039420676562,6.31,,4.76,4.13,2.461,0.81
2007-04-16,4.055428160085747,5.41653575131271,6.31,,4.74,4.13,2.485,0.826
2007-04-17,4.04607932518824,5.45952543424855,6.305,,4.68,4.11,2.424,0.831
2007-04-18,4.039026066747033,5.427306769209294,6.3,,4.64,4.12,2.488,0.852
2007-04-19,4.054483513055474,5.436915379719955,6.26,,4.64,4.12,2.478,0.837
2007-04-20,4.068791408730245,5.443803094525534,6.3,,4.64,4.17,2.497,0.852
2007-04-23,4.061739749991235,5.433323876765249,6.27,,4.62,4.15,2.487,0.853
2007-04-24,4.0458329047645245,5.437398589978125,6.13,,4.58,4.12,2.488,0.843
2007-04-25,4.060794952152574,5.451485125075628,,,4.63,4.13,2.471,0.843
2007-04-26,4.069890575478309,5.465691167336962,6.15,,4.67,4.14,2.481,0.857
2007-04-27,4.090507242864858,5.473411824969461,6.155,,4.67,4.16,2.499,0.847
2007-04-30,4.0642746586566405,5.440993701014545,6.135,,4.6,4.13,2.498,
2007-05-01,,5.47630360977114,6.105,,4.63,4.15,,0.837
2007-05-02,4.088542973910493,5.496661787629485,6.125,,4.65,4.18,2.502,0.842
2007-05-03,4.10770390189691,5.515662930910639,6.11,,4.71,4.23,2.558,
2007-05-04,4.076221431739796,5.507392485403032,6.105,,4.68,4.21,2.538,
2007-05-07,4.108725739426079,,6.12,,4.68,4.2,2.546,0.849
2007-05-08,4.092661025800698,5.5037504387803216,6.155,,4.68,4.2,2.563,0.853
2007-05-09,4.103072473521828,5.495375761208794,6.14,,4.73,4.22,2.561,0.864
2007-05-10,4.09895368801744,5.500523330883038,6.22,,4.7,4.21,2.602,0.874
2007-05-11,4.078474920477558,5.485427092609899,6.195,,4.71,4.19,2.558,0.865
2007-05-14,4.132669354734589,5.519019197756833,6.215,,4.73,4.23,2.6,0.881
2007-05-15,4.159353088364684,5.507899573814139,6.225,,4.75,4.23,2.612,0.885
2007-05-16,4.1915358477836255,5.516428873864192,6.185,,4.73,4.23,2.627,0.87
2007-05-17,4.19533239600252,5.548035811455686,6.19,,4.78,4.35,,0.86
2007-05-18,4.202745911147444,5.546601711195251,6.215,,4.82,4.38,2.632,0.875
2007-05-21,4.213954878095043,5.566181517468729,6.23,,4.81,,2.654,0.881
2007-05-22,4.216352695197094,5.579263014249574,6.22,,4.83,4.41,2.661,0.876
2007-05-23,4.240967452650485,5.635308379964576,6.235,,4.85,4.42,2.726,0.897
2007-05-24,4.2415164494008355,5.63441150738536,6.23,,4.85,4.42,2.734,0.903
2007-05-25,4.255904879926938,5.65167292924994,6.195,,4.85,4.42,2.745,0.918
2007-05-28,4.258017130903426,,6.215,,,4.44,,0.936
2007-05-29,4.2835964387762395,5.659247495801068,6.245,,4.88,4.58,2.742,0.96
2007-05-30,4.2829250124751415,5.65808502265586,6.24,,4.89,4.56,2.779,0.961
2007-05-31,4.310800441492837,5.677625314225122,6.245,,4.92,4.57,2.782,0.972
2007-06-01,4.335812602957592,5.716933636842973,6.265,,4.97,4.6,2.788,0.977
2007-06-04,4.3411603443312385,5.733901112582393,6.29,,4.97,4.58,2.81,0.984
2007-06-05,4.352472230501919,5.725305447942387,6.31,,4.99,4.62,2.823,0.99
2007-06-06,4.3311051335906,5.674294489901795,6.375,,4.97,4.62,2.818,0.997
2007-06-07,4.3591678664850715,5.707702701490874,6.44,,5.03,4.67,2.798,1.017
2007-06-08,4.360166455752248,5.730010908534625,6.48,,5.01,4.67,2.804,1.037
2007-06-11,4.35776816511054,5.7251845414145075,,,5.01,4.69,2.754,1.044
2007-06-12,4.3948300405645915,5.778391817092414,6.475,,5.08,4.74,2.782,1.065
2007-06-13,4.415537175420437,5.787133633184015,6.5,,5.08,4.73,2.807,1.08
2007-06-14,4.388204527672395,5.729520654284206,6.41,,5.1,4.72,2.816,1.061
2007-06-15,4.411716242614194,5.735927081382915,6.435,,5.05,4.66,2.781,1.03
2007-06-18,4.406578768936011,5.7420488992331356,6.425,,5.01,4.7,2.804,1.012
2007-06-19,4.36691395856152,5.720083677210719,6.42,,4.94,4.66,2.861,1.033
2007-06-20,4.417656478182396,5.762058295274664,6.395,,4.97,4.68,2.836,1.018
2007-06-21,4.392478183962949,5.787117947494896,6.425,,4.98,4.68,2.831,1.022
2007-06-22,4.407810390513195,5.7947915214645205,6.415,,4.92,4.66,2.887,1.013
2007-06-25,4.362821406416248,5.772610019384725,6.405,,4.87,4.64,2.828,1.009
2007-06-26,4.366404849159677,5.7507805713807185,6.4,,4.9,4.64,2.781,1.01
2007-06-27,4.345207725388112,5.716251144702698,6.375,,4.91,4.64,2.903,1.0
2007-06-28,4.3734196897918505,5.733187173416006,6.415,,4.96,4.64,2.871,1.022
2007-06-29,4.3842483693282635,5.7619085910973595,6.44,,4.87,4.58,2.905,1.01
2007-07-02,4.373851298562969,5.722583573080156,6.41,,4.86,,2.905,1.02
2007-07-03,4.364162649625657,5.736674811040927,6.35,,4.89,4.59,2.928,1.026
2007-07-04,4.405748601803136,5.769429827526621,6.37,,,4.62,2.929,1.032
2007-07-05,4.43525464394684,5.786855205242035,6.4,,4.99,4.67,2.939,1.052
2007-07-06,4.467104533519395,5.808003049686493,6.425,,4.99,4.72,3.063,1.058
2007-07-09,4.449750893050269,5.800079422046765,6.455,,4.97,4.7,3.021,1.071
2007-07-10,4.409660673902049,5.733408769992217,6.44,,4.85,4.6,3.03,1.067
2007-07-11,4.384601986085947,5.7424851634712635,6.36,,4.89,4.63,2.959,1.028
2007-07-12,4.431061376640036,5.755205168901931,6.37,,4.94,4.67,3.005,1.029
2007-07-13,4.436863879736184,5.769652420206684,6.39,,4.94,4.67,2.949,1.051
2007-07-16,4.429333498258108,5.7491118421515655,6.375,,4.89,4.65,3.004,
2007-07-17,4.438813981232348,5.80417527538991,6.365,,4.91,4.69,3.02,1.041
2007-07-18,4.441625418726314,5.768913056697856,6.33,,4.84,4.65,2.999,1.027
2007-07-19,4.443375190746555,5.746286434637852,6.335,,4.87,4.65,2.999,1.037
2007-07-20,4.375223437877166,5.687450008403553,6.325,,4.79,4.61,2.986,1.033
2007-07-23,4.358647438410943,5.692770493389591,6.305,,4.8,4.64,2.944,1.013
2007-07-24,4.353921298307511,5.688926146286463,6.32,,4.77,4.68,2.934,1.013
2007-07-25,4.34451769882285,5.651998148830979,6.445,,4.74,4.69,2.911,1.013
2007-07-26,4.292204290280435,5.55523545309157,6.47,,4.56,4.61,2.913,1.019
2007-07-27,4.25384585729638,5.4959067699535185,6.345,,4.56,4.57,2.883,0.978
2007-07-30,4.234419874440106,5.480546676601719,6.38,,4.59,4.62,2.832,0.989
2007-07-31,4.2772861449381185,5.550003097013297,6.43,,4.56,4.61,2.859,0.996
2007-08-01,4.259808649521532,5.541988102013942,6.34,,4.56,4.64,,0.969
2007-08-02,4.299063053158083,5.582709973997716,6.37,,4.59,4.64,2.823,0.98
2007-08-03,4.260258733925808,5.57669035511413,6.375,,4.46,4.61,2.826,0.978
2007-08-06,4.241059769027331,5.558212588956474,,,4.46,,2.774,0.955
2007-08-07,4.265940894692926,5.567326751022104,6.38,,4.56,4.61,2.83,0.966
2007-08-08,4.328810542861916,5.640084396447828,6.41,,4.64,4.67,2.788,1.003
2007-08-09,4.251608030084153,5.599514796927039,6.415,,4.49,4.53,2.817,1.023
2007-08-10,4.184199560473562,5.536559244968746,6.305,,4.47,4.53,2.682,0.944
2007-08-13,4.193666422303992,5.551203762356582,6.4,,4.46,4.41,2.636,0.93
2007-08-14,4.213182214766779,5.475716598323952,6.41,,4.39,4.3,2.691,0.951
2007-08-15,4.100789589683334,5.415100322958804,6.33,,4.27,4.3,2.492,0.904
2007-08-16,3.968205681930184,5.348315009189353,6.275,,4.08,4.26,2.475,0.869
2007-08-17,3.931081671439473,5.322992321094803,6.155,,4.18,4.18,2.355,0.818
2007-08-20,3.949455708291671,5.33819668180371,6.205,,4.11,4.09,2.524,0.834
2007-08-21,3.83225500687849,5.260793088429578,6.145,,4.05,4.04,2.379,0.844
2007-08-22,4.004034436921235,5.344327921162514,6.155,,4.15,4.2,2.437,0.874
2007-08-23,3.996590359570939,5.348955174782177,6.26,,4.2,4.21,2.625,0.904
2007-08-24,3.987130345886644,5.346345903729805,6.245,,4.3,4.26,2.574,0.884
2007-08-27,4.037161579864616,,6.31,,4.28,4.19,2.538,0.884
2007-08-28,3.9900108698176,5.326667650631536,6.255,,4.13,4.12,2.409,0.879
2007-08-29,3.958385073648007,5.293616229926953,6.195,,4.14,4.23,2.485,0.874
2007-08-30,3.9777159611694457,5.28331378423421,6.23,,4.08,4.21,2.527,0.847
2007-08-31,4.030244517151535,5.30183719597586,6.25,,4.15,4.35,2.495,0.87
2007-09-03,4.025270823679666,5.341742634069067,6.27,,,,2.52,0.869
2007-09-04,4.005625413343992,5.3495787591914965,6.325,,4.13,4.34,2.55,0.854
2007-09-05,3.9852966588190952,5.294285324735436,6.345,,4.03,4.21,2.534,0.833
2007-09-06,3.957294561495717,5.24323072235102,6.315,,4.08,4.25,2.587,0.827
2007-09-07,3.884115606063674,5.147979014156849,,,3.9,4.14,2.607,0.817
2007-09-10,3.845561373707679,5.071121389948536,6.22,,3.87,4.14,2.519,0.777
2007-09-11,3.859822717299295,5.008287184622119,6.24,,3.95,4.21,2.455,0.787
2007-09-12,3.904316046712774,4.994286975422266,6.255,,3.95,4.22,2.483,0.787
2007-09-13,3.95883501186462,5.076682660044937,6.24,,4.08,4.25,2.469,0.787
2007-09-14,3.934248122557121,5.009875698225824,6.26,,4.05,4.25,2.501,0.793
2007-09-17,3.967947793790695,4.988663756796265,6.245,,4.08,4.27,2.488,
2007-09-18,4.009802528257734,5.113025727482133,6.27,,4.0,4.19,2.505,0.778
2007-09-19,4.012071777155313,5.095720561416916,6.275,,4.0,4.25,2.512,0.798
2007-09-20,4.052372469025631,5.135620717727391,6.345,,4.1,4.33,2.468,0.803
2007-09-21,4.023999522524881,5.173018342369672,6.41,,4.06,4.14,2.468,0.843
2007-09-24,4.018116764234643,5.1558707499224585,6.45,,4.05,4.15,2.497,
2007-09-25,3.99075087620668,5.073763218005033,6.43,,4.0,4.14,2.454,0.864
2007-09-26,4.047355085399502,5.067707440625111,6.41,,3.97,4.16,2.446,0.863
2007-09-27,4.058791703220607,5.081538381612979,6.43,,3.95,4.15,2.463,0.881
2007-09-28,4.031737696353095,5.0069143799531055,6.43,,3.97,4.07,2.413,0.856
2007-10-01,3.999922096429356,4.975661126461038,6.46,,4.02,4.07,2.524,0.836
2007-10-02,4.001088242276372,4.979981389279309,6.47,,3.98,4.1,2.541,0.847
2007-10-03,3.97057961457231,4.9719273235091235,6.505,,4.02,4.14,2.508,0.855
2007-10-04,3.970367631311496,4.988664447096722,6.505,,4.0,4.13,2.611,0.875
2007-10-05,3.9969540692992975,5.006455597907368,6.515,,4.08,4.3,2.561,0.861
2007-10-08,4.007154905632998,5.026738189609896,6.575,,,,2.466,
2007-10-09,4.0102155583362915,5.021236323854424,6.585,,4.15,4.39,2.615,0.882
2007-10-10,4.055404814544445,5.167588083175017,6.585,,4.15,4.36,2.605,0.897
2007-10-11,4.082108983787047,5.158055935655572,6.59,,4.13,4.31,2.663,0.898
2007-10-12,4.135462602082177,5.19633400770734,6.585,,4.23,4.36,2.618,0.873
2007-10-15,4.191742057359716,5.226814417254628,6.615,,4.22,4.36,2.649,0.89
2007-10-16,4.16355190576715,5.180114073769534,6.635,,4.12,4.31,2.607,0.88
2007-10-17,4.139501223682392,5.136159538251343,6.595,,4.0,4.28,2.62,0.855
2007-10-18,4.0615022269011245,5.079992329169771,6.57,,3.93,4.22,2.564,0.839
2007-10-19,4.008722204455061,5.021251568138185,6.515,,3.8,4.13,2.548,0.799
2007-10-22,3.9715638790809695,4.990575898964209,6.535,,3.85,4.17,2.5,0.788
2007-10-23,3.9884208716702494,5.0155459046381905,6.57,,3.81,4.16,2.482,0.793
2007-10-24,3.934977741537499,4.96972651736536,6.635,,3.74,4.12,2.46,0.782
2007-10-25,3.912820511276455,4.9714817778558995,6.595,,3.74,4.15,2.474,0.767
2007-10-26,3.942059257235225,4.955401974822065,6.615,,3.77,4.13,2.481,0.783
2007-10-29,3.945669967309353,4.960242858786137,6.645,,3.79,4.1,2.434,0.772
2007-10-30,3.9881637589568935,5.004573610071949,6.67,,3.82,4.08,2.544,0.77
2007-10-31,4.05807275552149,5.058733223700217,6.72,,3.94,4.17,2.536,0.775
2007-11-01,4.0204568974454675,5.05302985655353,6.82,,3.77,4.07,2.472,0.815
2007-11-02,3.964267615253447,4.9829389457992415,6.77,,3.66,4.11,2.55,0.772
2007-11-05,3.9542180475363886,4.954143343801597,6.835,,3.69,4.1,2.497,0.781
2007-11-06,3.9832017801053254,4.942650476665831,6.8,,3.7,4.1,2.502,0.771
2007-11-07,3.938144181120508,4.899091945086985,6.81,,3.61,3.98,2.52,0.771
2007-11-08,3.9000412042737778,4.816406235611093,6.735,,3.47,3.95,2.51,0.766
2007-11-09,3.838475218283411,4.740898033653979,6.755,,3.42,3.91,2.447,0.766
2007-11-12,3.859179199327503,4.740150318964726,6.665,,,,2.473,0.767
2007-11-13,3.8631863758074094,4.734754861286533,6.71,,3.54,3.96,2.452,0.753
2007-11-14,3.921583377456835,4.7007745730280694,6.79,,3.57,3.92,2.467,0.763
2007-11-15,3.87420222870196,4.613272553739251,6.785,,3.35,3.82,2.448,0.75
2007-11-16,3.8428082984779746,4.541633502743801,6.695,,3.33,3.83,2.427,0.739
2007-11-19,3.807309726782674,4.516286568747656,6.7,,3.18,3.62,2.374,0.735
2007-11-20,3.792077350169726,4.513023902054877,6.61,,3.14,3.65,2.408,0.74
2007-11-21,3.731564813275713,4.44019334624749,6.55,,2.99,3.55,2.393,0.73
2007-11-22,3.7128321554157977,4.383472401060671,6.46,,,3.54,2.385,0.73
2007-11-23,3.734275889195934,4.383287558411667,6.465,,3.07,3.58,2.259,
2007-11-26,3.748755713739816,4.4035175899896615,6.55,,2.92,3.48,2.288,0.752
2007-11-27,3.7170225666823455,4.4689978625323485,6.5,,3.05,3.65,2.299,0.767
2007-11-28,3.785827187836212,4.601527379608379,6.53,,3.17,3.76,2.362,0.767
2007-11-29,3.7702369928570096,4.477637037100872,6.55,,3.06,3.65,2.323,0.767
2007-11-30,3.8208513344591175,4.540613542096416,6.555,,3.04,3.65,2.249,0.757
2007-12-03,3.783816717574743,4.50641895956798,6.54,,2.9,3.55,2.251,0.737
2007-12-04,3.743811365803366,4.453895304955874,6.52,,2.9,3.48,2.337,0.707
2007-12-05,3.756654975003032,4.386729350985434,6.455,,2.9,3.55,2.301,0.711
2007-12-06,3.7990541214019338,4.431302061622404,6.485,,3.03,3.61,2.261,0.741
2007-12-07,3.8916665833212503,4.502246727161882,6.515,,3.12,3.7,2.26,0.738
2007-12-10,3.936002865968723,4.5180353618183124,6.61,,3.17,3.75,2.288,0.733
2007-12-11,3.949047634405939,4.4839779853083686,6.71,,2.94,3.62,2.374,0.738
2007-12-12,3.9807971863401,4.6328017279964495,6.65,,3.07,3.78,2.374,0.714
2007-12-13,4.008101495668672,4.608995637995341,6.74,,3.21,3.92,2.426,0.739
2007-12-14,4.004791827913885,4.644611004224931,6.775,,3.31,3.94,2.37,0.734
2007-12-17,3.996457749219199,4.609939336793455,6.795,,3.24,3.87,2.31,0.72
2007-12-18,4.011940020195954,4.604982613418626,6.8,,3.19,3.82,2.46,0.714
2007-12-19,3.971310166177618,4.527838576812775,6.83,,3.12,3.76,2.517,0.714
2007-12-20,3.9788435290241937,4.444478006151704,6.82,,3.09,3.77,2.518,0.715
2007-12-21,3.986953585177517,4.486798178424826,6.85,,3.19,3.85,2.512,0.715
2007-12-24,3.991296397732306,4.441615036842326,6.905,,3.24,3.87,,
2007-12-25,,,,,,,,0.736
2007-12-26,,,,,3.31,,,0.735
2007-12-27,4.035315875226671,4.452429342279849,6.905,,3.24,3.85,2.521,0.73
2007-12-28,4.016561864971293,4.385132580191703,6.895,,3.12,3.77,2.43,0.705
2007-12-31,4.0142926206861205,4.336463092237804,6.855,,3.05,3.74,,
2008-01-02,3.929657788000105,4.285569029820641,6.86,,2.88,3.61,,
2008-01-03,3.853391382254771,4.27813496916153,6.705,,2.83,3.61,2.266,
2008-01-04,3.7923273855001183,4.244553721505563,6.68,,2.74,3.55,2.288,0.685
2008-01-07,3.820811581177058,4.238755942656135,6.6,,2.76,3.54,2.291,0.678
2008-01-08,3.8589414131410886,4.277366030304245,6.67,,2.76,3.47,2.333,0.673
2008-01-09,3.797863009049697,4.22240111887998,6.68,,2.69,3.48,2.315,0.663
2008-01-10,3.8207441855116273,4.225004884124148,6.69,,2.71,3.4,2.304,0.638
2008-01-11,3.787421080327423,4.225327386765383,6.645,,2.59,3.23,2.37,0.607
2008-01-14,3.743256929983101,4.17273416403268,6.58,,2.58,3.25,2.162,
2008-01-15,3.705219241989009,4.1885980245264856,6.57,,2.53,3.23,2.161,0.609
2008-01-16,3.6694272367210345,4.208282117896279,6.54,,2.51,3.28,2.17,0.589
2008-01-17,3.6007372352760836,4.247785164097142,6.565,,2.44,3.23,2.173,0.584
2008-01-18,3.5496157368045083,4.255887145643632,6.55,,2.36,3.23,2.119,0.579
2008-01-21,3.4475552427732445,4.170101886579372,6.56,,,3.07,2.066,0.569
2008-01-22,3.3926150838797913,4.225056379033565,6.37,,2.08,3.08,1.926,0.527
2008-01-23,3.3452215862376837,4.1638278724703515,6.415,,2.09,3.19,1.995,0.497
2008-01-24,3.522776852623422,4.301096080574544,6.535,,2.25,3.3,1.936,0.507
2008-01-25,3.5942309297486883,4.354485295353753,6.675,,2.23,3.22,2.095,0.564
2008-01-28,3.4698515996979484,4.300078808426842,,,2.2,3.2,2.068,0.524
2008-01-29,3.505096104340224,4.386885370709276,6.615,,2.29,3.29,2.128,0.55
2008-01-30,3.533491894380197,4.363973887526778,6.6,,2.3,3.17,2.135,0.549
2008-01-31,3.423041482779869,4.2356523552992265,6.63,,2.17,3.17,2.106,0.549
2008-02-01,3.436603154582052,4.2063093072634885,6.675,,2.09,3.13,2.083,0.55
2008-02-04,3.4350604319416416,4.2317684266417475,6.755,,2.08,3.15,2.066,0.584
2008-02-05,3.308740014241675,4.131702518832156,6.71,,1.93,3.03,2.109,0.611
2008-02-06,3.302894732128258,4.093460872390329,6.635,,1.96,3.04,2.025,0.573
2008-02-07,3.201679022085894,4.029010790761855,6.635,,1.99,3.08,2.104,0.574
2008-02-08,3.155189966177481,4.026563078555717,6.67,,1.93,3.06,2.155,0.549
2008-02-11,3.125337563655205,4.092616740941312,6.77,,1.93,3.04,2.067,
2008-02-12,3.185293985173515,4.220187856601885,6.785,,1.94,3.09,2.119,0.549
2008-02-13,3.2090590357548896,4.231249334343983,6.785,,1.91,3.08,2.094,0.559
2008-02-14,3.259439942883749,4.216493857349584,6.895,,1.93,3.04,2.043,0.585
2008-02-15,3.20005870590064,4.1417751648780525,6.87,,1.91,2.99,2.115,0.581
2008-02-18,3.275941863480473,4.185868321331367,6.91,,,,2.193,0.581
2008-02-19,3.2826979066368143,4.1839056772361785,7.0,,2.06,3.11,2.046,0.586
2008-02-20,3.3192510686929477,4.191386971317378,6.925,,2.14,3.15,2.104,0.571
2008-02-21,3.421385397053723,4.2383045323742365,6.93,,1.98,3.1,2.179,0.597
2008-02-22,3.396157736163381,4.240833656549534,6.885,,1.98,3.14,2.116,0.582
2008-02-25,3.3822554750634306,4.2720459887350595,6.95,,2.13,3.18,2.211,0.608
2008-02-26,3.4311194529892,4.264377461032817,6.935,,2.04,3.08,2.251,0.623
2008-02-27,3.3716308141475015,4.266858888979245,6.93,,2.01,3.05,2.195,0.623
2008-02-28,3.324568125467479,4.168576129325781,6.9,,1.87,2.92,2.186,0.594
