,EUR,GBP,AUD,NZD,USD,CAD,CHF,JPY
2008-02-29,3.202318596602991,4.032266901774559,6.705,,1.65,2.77,2.13,0.553
2008-03-03,3.2155378702929247,4.020221162639077,6.66,,1.61,2.71,2.125,0.523
2008-03-04,3.256127677622037,3.9821711177796604,6.525,,1.65,2.68,2.091,0.549
2008-03-05,3.2746670000944613,4.008281223846088,6.495,,1.66,2.65,2.093,0.534
2008-03-06,3.2967456145148013,3.873129288477263,6.51,,1.53,2.52,2.114,0.524
2008-03-07,3.2913744464011216,3.7542634435334543,6.33,,1.53,2.56,2.098,0.509
2008-03-10,3.2561076574462433,3.673847200301703,6.255,,1.47,2.54,2.136,0.519
2008-03-11,3.357820703104185,3.770111274688939,6.295,,1.74,2.66,2.039,0.55
2008-03-12,3.369600443089335,3.968349495215528,6.24,,1.63,2.61,2.083,0.579
2008-03-13,3.295037571781475,3.8706441770073674,6.265,,1.63,2.54,1.981,0.56
2008-03-14,3.3234275445370596,3.8290945903070157,6.255,,1.47,2.43,1.987,0.565
2008-03-17,3.223790804939426,3.679878833629503,6.095,,1.35,2.3,1.661,0.56
2008-03-18,3.315790154611523,3.7602588534935326,6.155,,1.58,2.49,1.694,0.575
2008-03-19,3.388472576983804,3.7117438279444928,6.235,,1.54,2.52,1.662,0.565
2008-03-20,3.4830006138351,3.77366558292046,6.15,,1.59,2.56,1.738,
2008-03-21,,,,,,,,0.57
2008-03-24,,,,,1.84,2.73,,0.571
2008-03-25,3.586924273434211,4.038591015243297,6.29,,1.79,2.7,1.869,0.566
2008-03-26,3.6012892408192925,4.053711000302905,6.245,,1.71,2.6,1.903,0.571
2008-03-27,3.5752916502342313,4.114015298902817,6.215,,1.73,2.57,1.91,0.575
2008-03-28,3.609927105482069,4.008787924081576,6.305,,1.67,2.58,2.12,0.572
2008-03-31,3.5955453032314653,3.8564416644655877,6.23,,1.62,2.62,2.0,0.564
2008-04-01,3.6480304465012097,3.995524045092087,6.135,,1.8,2.77,2.199,0.579
2008-04-02,3.650998444914145,4.0084114462920715,6.285,,1.88,2.9,2.057,0.585
2008-04-03,3.642309271444028,3.978783114868566,6.29,,1.91,2.82,2.058,0.574
2008-04-04,3.6149163220507456,3.958757777944823,6.31,,1.83,2.75,2.093,0.559
2008-04-07,3.6664616014944538,4.012020313119327,6.26,,1.95,2.8,2.188,0.564
2008-04-08,3.665186177505424,3.9985894029101003,6.305,,1.87,2.77,1.993,0.569
2008-04-09,3.6485843676360257,3.991605854935548,6.26,,1.77,2.69,1.986,0.589
2008-04-10,3.5996254298401804,3.954464931888748,6.21,,1.84,2.74,1.943,0.599
2008-04-11,3.568277504654142,3.9061524627926754,6.26,,1.76,2.67,2.151,0.605
2008-04-14,3.5976389213206863,3.931259515515849,6.145,,1.78,2.65,2.1,0.6
2008-04-15,3.6552990486369152,3.9052247641361,6.16,,1.84,2.71,2.048,0.6
2008-04-16,3.6918694495288937,3.983221289215183,6.19,,1.98,2.77,2.112,0.62
2008-04-17,3.755204473522962,4.118506520663449,6.25,,2.13,2.83,2.186,0.646
2008-04-18,3.8773668245907422,4.338598487372081,6.3,,2.19,2.85,2.117,0.646
2008-04-21,3.857903072161313,4.30231771659767,6.465,,2.2,2.84,2.165,0.662
2008-04-22,4.003971060937189,4.411722830452126,6.435,,2.24,2.8,2.175,0.683
2008-04-23,3.9351673513859113,4.410400814374931,6.565,,2.22,2.78,2.133,0.689
2008-04-24,3.91822738107968,4.480352688778813,6.555,,2.41,2.87,2.056,0.72
2008-04-25,3.920173373840616,4.50046121400492,,,2.44,2.92,2.1,0.818
2008-04-28,3.905611834497548,4.449423921343996,6.545,,2.36,2.87,2.179,0.824
2008-04-29,3.862542569007775,4.388371650380893,6.54,,2.35,2.86,2.172,
2008-04-30,3.856624053714866,4.353518936501668,6.5,,2.29,2.73,2.107,0.775
2008-05-01,,4.3314563037132805,6.425,,2.37,2.73,,0.735
2008-05-02,3.906987020269593,4.431310204720233,6.46,,2.47,2.78,2.197,0.753
2008-05-05,3.896489142526709,,6.565,,2.42,2.78,2.107,
2008-05-06,3.810820271731741,4.353074568294934,6.535,,2.38,2.81,2.098,
2008-05-07,3.8409912497292735,4.378253734527602,6.54,,2.31,2.8,2.097,0.753
2008-05-08,3.8027537474343287,4.252508868240589,6.46,,2.25,2.76,2.072,0.738
2008-05-09,3.7395117512094735,4.242705965765318,6.38,,2.25,2.72,2.051,0.724
2008-05-12,3.79072659380224,4.311762855974244,6.37,,2.3,2.73,,0.74
2008-05-13,3.886722213258217,4.470193503235305,6.395,,2.47,2.81,2.141,0.756
2008-05-14,3.949224798738351,4.624130788850526,6.46,,2.53,2.83,2.174,0.811
2008-05-15,4.018135229028566,4.694509006333421,6.495,,2.45,2.77,2.169,0.841
2008-05-16,4.033534065997581,4.672523246749752,6.49,,2.47,2.8,2.156,0.837
2008-05-19,4.019257027114115,4.748769246979141,6.46,,2.42,,2.123,0.829
2008-05-20,4.03416808123111,4.71818285816804,6.62,,2.34,2.77,2.172,0.814
2008-05-21,4.120240686137047,4.7810628261549954,6.61,,2.41,2.9,2.172,0.784
2008-05-22,4.183687258778352,4.918288438432277,6.745,,2.56,3.01,2.151,0.795
2008-05-23,4.204835845115998,4.923336135952899,6.845,,2.46,2.99,2.161,0.837
2008-05-26,4.203011208666298,,6.79,,,3.02,2.154,0.839
2008-05-27,4.195409203384551,4.930696622155372,6.875,,2.55,3.06,2.183,0.861
2008-05-28,4.223127997569507,4.961993245766202,6.88,,2.62,3.09,2.171,0.856
2008-05-29,4.307342015011799,5.037561964390313,6.94,,2.67,3.1,2.288,0.899
2008-05-30,4.281174106483883,4.999139419203822,6.855,,2.66,3.01,2.298,0.9
2008-06-02,4.248272920164446,4.8960557899303385,6.825,,2.51,2.9,2.23,0.919
2008-06-03,4.32546644195712,4.926020460380055,6.765,,2.45,2.83,2.281,0.857
2008-06-04,4.269095924494285,4.844316255081522,6.89,,2.47,2.85,2.303,0.863
2008-06-05,4.501077157114809,4.986953838641398,6.885,,2.52,2.88,2.355,0.828
2008-06-06,4.587073185042647,5.018064906836549,6.995,,2.4,2.87,2.523,0.874
2008-06-09,4.655862747169787,5.324165766554664,,,2.73,3.07,2.5,0.846
2008-06-10,4.590927115856964,5.310825437898868,7.19,,2.91,3.39,2.687,0.942
2008-06-11,4.53546390426725,5.239087618672541,7.17,,2.83,3.28,2.613,0.993
2008-06-12,4.574346637611254,5.34229282979989,7.02,,3.03,3.4,2.605,0.983
2008-06-13,4.604433195539016,5.482934365158601,7.16,,3.05,3.39,2.638,1.009
2008-06-16,4.713763744066501,5.4714579189738854,7.14,,3.02,3.36,2.632,0.961
2008-06-17,4.645706671611431,5.300710711731765,6.99,,2.94,3.27,2.594,0.916
2008-06-18,4.636510521778339,5.309033313616041,6.925,,2.89,3.25,2.603,0.875
2008-06-19,4.69254937843155,5.458567025489127,6.955,,2.99,3.35,2.569,0.901
2008-06-20,4.622248444021901,5.3398668434682826,7.025,,2.88,3.3,2.576,0.881
2008-06-23,4.583726701999321,5.281084460757334,6.965,,2.98,3.33,2.544,0.852
2008-06-24,4.5401792962007725,5.250647717677713,6.985,,2.87,3.24,2.577,0.858
2008-06-25,4.583702787892584,5.169736258344513,6.915,,2.82,3.23,2.539,0.832
2008-06-26,4.538368018593172,5.062518979667775,6.91,,2.68,3.15,2.542,0.803
2008-06-27,4.4986231439560305,5.0827601959075235,6.835,,2.65,3.17,2.527,0.781
2008-06-30,4.619391970344079,5.156911305139652,6.83,,2.63,3.24,2.502,0.781
2008-07-01,4.575076562631095,5.158349724919946,6.865,,2.63,,2.537,0.808
2008-07-02,4.644998310867589,5.099797422386648,6.925,,2.6,3.22,2.527,0.809
2008-07-03,4.512146917081721,5.013732933405978,6.885,,2.54,3.21,2.547,0.825
2008-07-04,4.471853689918234,4.946837294390941,6.825,,,3.18,2.487,0.823
2008-07-07,4.431633744627096,4.891690086054315,6.77,,2.47,3.15,2.494,0.853
2008-07-08,4.42588650515577,4.863609015236173,6.72,,2.47,3.2,2.458,0.825
2008-07-09,4.4550400643564885,4.869965163706447,6.705,,2.41,3.18,2.462,0.806
2008-07-10,4.429284708518429,4.842013393309307,6.68,,2.44,3.15,2.418,0.772
2008-07-11,4.405612421488973,4.861312902615886,6.71,,2.59,3.18,2.405,0.773
2008-07-14,4.393893384990228,4.884773603966551,6.71,,2.47,3.12,2.4,0.769
2008-07-15,4.321495756986529,4.835155322123298,6.62,,2.39,3.06,2.35,0.759
2008-07-16,4.356205607434846,4.894928054353409,6.56,,2.44,3.07,2.315,0.749
2008-07-17,4.398676237097996,4.930945733651557,6.57,,2.58,3.11,2.337,0.759
2008-07-18,4.500624761238413,5.066443525098588,6.6,,2.66,3.18,2.331,0.759
2008-07-21,4.613105263637472,5.069282103272439,6.635,,2.66,3.16,2.387,
2008-07-22,4.565582372739627,5.006378349440988,6.68,,2.74,3.21,2.413,0.784
2008-07-23,4.591811423535669,5.064866018565629,6.665,,2.81,3.22,2.413,0.795
2008-07-24,4.459284036718529,4.933615577271701,6.575,,2.61,3.12,2.401,0.806
2008-07-25,4.443596773046596,4.946418280408541,6.455,,2.7,3.14,2.317,0.78
2008-07-28,4.394474220177009,4.898384760560431,6.425,,2.59,3.06,2.315,0.796
2008-07-29,4.379401294954143,4.854973319143117,6.425,,2.65,3.05,2.301,0.785
2008-07-30,4.351400256445103,4.816180468532978,6.38,,2.64,3.05,2.313,0.773
2008-07-31,4.313970614539645,4.798352717452903,6.325,,2.52,2.94,2.312,0.771
2008-08-01,4.307986127522716,4.8397523561037685,6.21,,2.51,2.88,,0.751
2008-08-04,4.29465553907621,4.788291349894072,,,2.53,,2.219,0.733
2008-08-05,4.2778647737888225,4.742507488876594,5.98,,2.54,2.89,2.563,0.747
2008-08-06,4.277865095879216,4.702936915952469,5.995,,2.56,2.85,2.537,0.733
2008-08-07,4.135145240076662,4.640846790331126,5.955,,2.43,2.77,2.572,0.718
2008-08-08,4.09620669219427,4.663299235489734,5.925,,2.51,2.71,2.495,0.696
2008-08-11,4.122201608342043,4.746489621788884,5.93,,2.56,2.74,2.485,0.703
2008-08-12,4.0930503227694475,4.662140334450133,5.84,,2.45,2.72,2.485,0.703
2008-08-13,4.061094987049099,4.497322055255057,5.82,,2.5,2.76,2.443,0.699
2008-08-14,4.045177901398365,4.5514777054996856,5.815,,2.45,2.77,2.38,0.694
2008-08-15,4.0566085217035095,4.528641364249043,5.78,,2.4,2.76,2.347,0.689
2008-08-18,4.026674629772687,4.5428511407058165,5.765,,2.35,2.73,2.316,0.675
2008-08-19,3.964004031281205,4.547605554203045,5.76,,2.32,2.74,2.312,0.675
2008-08-20,3.997706010917928,4.5418442225918625,5.81,,2.25,2.8,2.25,0.69
2008-08-21,4.0930323849742996,4.57278144554841,5.685,,2.33,2.86,2.342,0.68
2008-08-22,4.141580529661992,4.59934241510997,5.75,,2.42,2.93,2.387,0.691
2008-08-25,4.064642064979905,,5.745,,2.33,2.87,2.377,0.691
2008-08-26,4.002370724442574,4.4907448038407045,5.685,,2.35,2.83,2.334,0.695
2008-08-27,4.118394076338495,4.509743148334093,5.675,,2.31,2.75,2.322,0.716
2008-08-28,4.181019428344739,4.495248844052034,5.735,,2.37,2.74,2.369,0.716
2008-08-29,4.133201985617549,4.4773614481733395,5.695,,2.36,2.71,2.408,0.709
2008-09-01,4.045467518837324,4.404230404247509,5.68,,,,2.335,0.731
2008-09-02,4.11791986446672,4.428004593972325,5.675,,2.26,2.67,2.406,0.721
2008-09-03,4.091423456564536,4.391206970953157,5.645,,2.26,2.71,2.379,0.717
2008-09-04,4.069691983294857,4.3659116891162055,5.68,,2.2,2.68,2.411,0.739
2008-09-05,3.9695230117624103,4.303708324677562,5.56,,2.23,2.73,2.325,0.72
2008-09-08,4.022709041830825,4.432452161270431,5.675,,2.3,2.74,2.328,0.746
2008-09-09,4.025413607674739,4.388729651196213,5.575,,2.23,2.69,2.345,0.736
2008-09-10,4.00621491708429,4.3878269879604375,5.565,,2.22,2.71,2.331,0.732
2008-09-11,3.94940718673163,4.374301831927334,5.585,,2.18,2.73,2.302,0.732
2008-09-12,3.99557849407291,4.489664628682824,5.635,,2.23,2.78,2.292,0.738
2008-09-15,3.825532838307889,4.280099101473948,5.43,,1.78,2.44,2.197,
2008-09-16,3.747823556420789,4.196856434976076,5.36,,1.89,2.57,2.183,0.706
2008-09-17,3.8324084348114504,4.188042662442628,5.485,,1.64,2.56,1.908,0.737
2008-09-18,3.863050683335708,4.103187963763292,5.35,,1.78,2.59,1.648,0.798
2008-09-19,4.002952234852318,4.323646527084337,5.415,,2.16,2.88,1.855,0.789
2008-09-22,4.104286386762482,4.419365008147912,5.6,,2.13,2.84,1.852,0.786
2008-09-23,4.0357957806433395,4.3371979205856945,5.54,,2.11,2.87,1.983,
2008-09-24,3.924702022200388,4.236135040228939,5.525,,2.03,2.85,2.007,0.801
2008-09-25,3.930835394171251,4.280522173305575,5.495,,2.16,2.89,2.071,0.803
2008-09-26,3.833298921026225,4.1968020571970195,5.355,,2.11,2.83,1.97,0.807
2008-09-29,3.650186350078678,3.96246791180929,5.345,,1.7,2.54,1.702,0.811
2008-09-30,3.5866077675233203,3.9704480824953334,5.095,,2.0,2.78,1.607,0.748
2008-10-01,3.567885703977451,3.93445640738281,5.125,,1.82,2.7,1.593,0.764
2008-10-02,3.4654836211503905,3.8984322396630047,5.025,,1.62,2.59,1.482,0.764
2008-10-03,3.294346960442284,3.9558316843769132,4.9,,1.6,2.51,1.552,0.726
2008-10-06,3.1339875029076447,3.6270811636272215,,,1.43,2.25,1.6,0.682
2008-10-07,3.0799757610792744,3.5720474948296226,4.35,,1.47,2.27,1.481,0.707
2008-10-08,3.004103474850694,3.5122123895178308,4.115,,1.65,2.16,1.419,0.746
2008-10-09,3.0445969125297045,3.638983669007176,4.21,,1.65,2.11,1.357,0.797
2008-10-10,2.9797433170860304,3.569724952493426,4.04,,1.62,2.21,1.354,0.843
2008-10-13,3.086868598945411,3.7818816583390378,4.425,,,,1.414,
2008-10-14,3.1757722011931886,3.9576205910997606,4.51,,1.82,2.34,1.591,0.84
2008-10-15,3.2013560773299967,3.9047726893326833,4.385,,1.64,2.26,1.709,0.8
2008-10-16,3.109009727327017,3.8510787149448715,4.18,,1.61,2.3,1.63,0.795
2008-10-17,2.9111668479483503,3.720149632010787,4.2,,1.64,2.27,1.662,0.786
2008-10-20,2.976643255783906,3.609229270820486,4.25,,1.71,2.2,1.696,0.777
2008-10-21,2.9452938390404166,3.549466444476988,4.295,,1.58,2.16,1.801,0.762
2008-10-22,2.8519616415114943,3.2952505545572937,4.215,,1.53,2.09,1.667,0.732
2008-10-23,2.829118817243598,3.3575364161075254,4.195,,1.54,2.12,1.638,0.717
2008-10-24,2.7720730176252113,3.192852166806754,4.065,,1.57,2.09,1.682,0.717
2008-10-27,2.701886202165225,3.213148237615503,4.095,,1.59,2.06,1.564,0.696
2008-10-28,2.6451854910049235,3.234245535192624,4.245,,1.65,2.09,1.515,0.706
2008-10-29,2.675992468343116,3.151725207634908,4.24,,1.58,2.07,1.503,0.609
2008-10-30,2.714049817553987,3.0654792921529674,4.325,,1.59,2.02,1.515,0.584
2008-10-31,2.675773159235401,3.0590895312336137,4.325,,1.56,2.01,1.522,0.539
2008-11-03,2.7348355429389297,3.0141657988037855,4.38,,1.45,2.01,1.639,
2008-11-04,2.71316943117201,2.957718003911628,4.05,,1.39,1.97,1.732,0.538
2008-11-05,2.7347044482932374,2.877424736502365,4.09,,1.36,1.97,1.937,0.545
2008-11-06,2.7266731803207755,2.7115479790080097,3.915,,1.28,1.89,1.996,0.544
2008-11-07,2.644836856593315,2.657455929205849,3.885,,1.33,1.9,1.949,0.568
2008-11-10,2.6464263311915985,2.7224284293967234,3.925,,1.27,1.92,1.864,0.597
2008-11-11,2.609879779820514,2.7322935745889576,3.735,,,,1.857,0.593
2008-11-12,2.5396631780725296,2.5185431287632176,3.685,,1.19,1.84,1.826,0.593
2008-11-13,2.498134923404866,2.471607855525078,3.53,,1.24,1.92,1.741,0.573
2008-11-14,2.562697925683422,2.420926745182765,3.59,,1.22,1.9,1.819,0.549
2008-11-17,2.5042577848671748,2.3676421696434864,3.535,,1.22,1.89,1.698,0.525
2008-11-18,2.4872318005232774,2.350266469781835,3.575,,1.15,1.92,1.616,0.535
2008-11-19,2.44486883934003,2.3952851889356954,3.49,,1.09,1.91,1.611,0.546
2008-11-20,2.3207846423574,2.2594175245323522,3.425,,1.0,1.77,1.508,0.536
2008-11-21,2.3566050660655185,2.237615916717721,3.265,,1.09,1.8,1.031,0.556
2008-11-24,2.3490617845591535,2.317769042017752,3.275,,1.31,1.82,1.178,
2008-11-25,2.4315593916870153,2.4274088231565685,3.345,,1.15,1.77,1.32,0.587
2008-11-26,2.420697894883505,2.458360472611457,3.335,,1.09,1.73,1.312,0.603
2008-11-27,2.433308250568804,2.6036234371274416,3.385,,,1.72,1.262,0.599
2008-11-28,2.3758833385913034,2.461757664772149,3.31,,1.0,1.7,1.285,0.586
2008-12-01,2.3421903722185093,2.2752192034719303,3.27,,0.9,1.58,1.252,0.579
2008-12-02,2.342847835984947,2.0414298610976513,3.21,,0.9,1.58,1.146,0.544
2008-12-03,2.3069988536732673,1.9490966612972853,3.245,,0.87,1.6,1.06,0.544
2008-12-04,2.2986761573102603,2.076940377828568,3.195,,0.82,1.52,1.063,0.549
2008-12-05,2.392703304266762,2.1272981691075903,3.235,,0.93,1.57,1.103,0.564
2008-12-08,2.4679348152901843,2.253958806659992,3.275,,0.97,1.58,1.021,0.578
2008-12-09,2.560310999806296,2.226151568070982,3.245,,0.84,1.54,1.028,0.583
2008-12-10,2.5428078121767967,2.2187429683683146,3.235,,0.86,1.53,0.977,0.584
2008-12-11,2.496050090929702,2.2032132787093386,3.055,,0.79,1.5,0.823,0.579
2008-12-12,2.4586443160749765,2.129673567493294,2.91,,0.78,1.48,0.737,0.534
2008-12-15,2.469463289047267,2.0879019323543813,3.075,,0.75,1.46,0.854,0.535
2008-12-16,2.435050038965261,2.0251326370296057,3.005,,0.65,1.28,0.899,0.51
2008-12-17,2.261720665311201,1.8461927371927134,2.935,,0.73,1.28,0.792,0.46
2008-12-18,2.2343585298138144,1.7202669627205531,2.935,,0.68,1.19,0.751,0.454
2008-12-19,2.180806472850501,1.7307987359560304,2.9,,0.74,1.26,0.728,0.414
2008-12-22,2.1660527809341774,1.6885228941572632,2.99,,0.87,1.25,0.845,0.394
2008-12-23,2.1666691584873843,1.681312736179009,2.98,,0.9,1.21,0.782,
2008-12-24,2.158969867598572,1.6232808826022624,3.005,,0.9,1.2,,0.393
2008-12-25,,,,,,,,0.399
2008-12-26,,,,,0.89,,,0.403
2008-12-29,2.1347616620278735,1.6622740899822366,2.945,,0.78,1.1,0.75,0.388
2008-12-30,2.1422049182456604,1.5970291074096994,2.975,,0.75,1.08,0.691,0.37
2008-12-31,2.137652319032287,1.511384328471427,2.87,,0.76,1.09,,
2009-01-02,2.1017091083446244,1.4943642194948163,2.875,,0.88,1.15,,
2009-01-05,2.063825805115163,1.568432068089641,3.145,,0.78,1.16,0.797,0.358
2009-01-06,2.1067216536368076,1.5738311776457206,3.16,,0.8,1.15,0.785,0.374
2009-01-07,2.023337517932728,1.5593237606465338,3.14,,0.82,1.14,0.795,0.364
2009-01-08,1.9630295217649123,1.4710121922364392,3.04,,0.83,1.14,0.787,0.369
2009-01-09,1.8606154842971572,1.424487342563484,3.015,,0.75,1.09,0.77,0.369
2009-01-12,1.8587757296947165,1.4063002385814707,2.895,,0.74,1.03,0.671,
2009-01-13,1.838591000911554,1.455421205717354,2.775,,0.76,1.02,0.63,0.368
2009-01-14,1.825018175640769,1.444671660604613,2.775,,0.73,0.92,0.604,0.374
2009-01-15,1.8397664650151684,1.4442653543022843,2.65,,0.73,0.96,0.635,0.374
2009-01-16,1.8719079153716964,1.5133044931650494,2.765,,0.73,0.95,0.599,0.364
2009-01-19,1.871544269817439,1.5227853806267868,2.835,,,0.99,0.604,0.355
2009-01-20,1.8456400885956912,1.4690575146324016,2.745,,0.73,1.04,0.619,0.35
2009-01-21,1.827291654813521,1.3592116443664937,2.755,,0.78,1.08,0.549,0.365
2009-01-22,1.771341449269253,1.3795132070958007,2.83,,0.75,1.15,0.58,0.36
2009-01-23,1.7308058753596307,1.3993685677609533,2.695,,0.83,1.24,0.541,0.364
2009-01-26,1.9530935713583208,1.3868783584453523,,,0.85,1.31,0.524,0.385
2009-01-27,1.9831806318194356,1.4189841615121528,2.7,,0.87,1.31,0.575,0.402
2009-01-28,1.9055974392575177,1.4053798856845512,2.66,,0.89,1.37,0.512,0.411
2009-01-29,1.8487130497443505,1.3841766079788496,2.61,,0.95,1.4,0.508,0.403
2009-01-30,1.7872565045746085,1.4279702722472938,2.545,,0.94,1.41,0.449,0.403
2009-02-02,1.7492421730186667,1.4451987968699282,2.515,,0.89,1.32,0.561,0.396
2009-02-03,1.6937568951688535,1.5382619622544607,2.625,,0.96,1.33,0.582,0.409
2009-02-04,1.7535262097099067,1.5580765747593892,2.71,,0.98,1.33,0.573,0.425
2009-02-05,1.6479579859647029,1.5211226172073462,2.815,,0.98,1.23,0.578,0.423
2009-02-06,1.6496450713438624,1.5474131513108105,3.005,,0.99,1.14,0.516,0.41
2009-02-09,1.6902629258798507,1.5290456629006732,2.97,,1.05,1.18,0.474,0.393
2009-02-10,1.664999076823018,1.506789271078303,2.92,,0.92,1.15,0.469,0.409
2009-02-11,1.6052124084069883,1.2088664195917729,2.76,,0.93,1.16,0.418,
2009-02-12,1.559577453992815,1.0718464160003476,2.71,,0.89,1.15,0.395,0.399
2009-02-13,1.5802061930413358,1.193188695226476,2.805,,0.97,1.2,0.399,0.389
2009-02-16,1.5083747406068255,1.2166905524667806,2.945,,,,0.422,0.395
2009-02-17,1.462526365754862,1.2222527190089725,2.79,,0.87,1.18,0.386,0.385
2009-02-18,1.4828658150188367,1.3410099348522604,2.675,,0.97,1.25,0.384,0.37
2009-02-19,1.6279962667184078,1.3615045666648868,2.8,,1.01,1.25,0.371,0.38
2009-02-20,1.575182113261187,1.3516649935350071,2.795,,0.96,1.22,0.399,0.381
2009-02-23,1.5865609386113158,1.393130433628919,2.79,,0.96,1.16,0.386,0.385
2009-02-24,1.5238704625447963,1.3211045776075923,2.77,,1.03,1.19,0.455,0.405
2009-02-25,1.4922514045930042,1.2902702917045274,2.89,,1.09,1.25,0.537,0.41
2009-02-26,1.600294717712327,1.362823386701085,2.875,,1.08,1.21,0.565,0.392
2009-02-27,1.5568905412475926,1.3152735734205556,2.9,,1.0,1.15,0.52,0.392
2009-03-02,1.491865892065321,1.252288207491803,2.87,,0.89,1.04,0.572,0.393
2009-03-03,1.4731584297043223,1.1714077270191046,2.93,,0.91,0.98,0.525,0.393
2009-03-04,1.446070877279752,1.1801104846273225,2.855,,0.97,0.97,0.562,0.393
2009-03-05,1.4480660117490876,1.160389223652422,2.85,,0.9,0.93,0.544,0.399
2009-03-06,1.4651317638173045,1.2029181831200344,2.745,,0.91,0.96,0.494,0.399
2009-03-09,1.5381162137947562,1.320539357798216,2.65,,0.96,0.95,0.501,0.399
2009-03-10,1.5576785836912546,1.3026061510815505,2.715,,1.01,0.98,0.536,0.41
2009-03-11,1.6266667145123463,1.3659059817699435,2.75,,1.03,0.99,0.589,0.41
2009-03-12,1.5650275537792986,1.359691269553656,2.675,,1.03,0.99,0.594,0.41
2009-03-13,1.5863776605436604,1.3903501453822131,2.75,,0.98,0.97,0.526,0.41
2009-03-16,1.5739832358796475,1.468622702918552,2.795,,1.0,0.99,0.539,0.405
2009-03-17,1.597308645780126,1.4845560821051065,2.86,,1.05,1.02,0.522,0.406
2009-03-18,1.6125352833154754,1.4811335296824581,2.855,,0.82,0.95,0.553,0.406
2009-03-19,1.6073071357060782,1.4108309725384987,2.7,,0.87,0.99,0.528,0.396
2009-03-20,1.5206123294293583,1.379241837900909,2.765,,0.89,1.02,0.486,
2009-03-23,1.5431507268237263,1.3924101468721144,2.91,,0.93,1.03,0.486,0.403
2009-03-24,1.602728163730499,1.3478734395660648,2.985,,0.93,1.09,0.534,0.403
2009-03-25,1.620144140965146,1.3215327038526983,3.055,,0.96,1.12,0.555,0.403
2009-03-26,1.628757926922272,1.3675467818316824,3.17,,0.9,1.17,0.532,0.409
2009-03-27,1.524796341554677,1.376010544665805,3.175,,0.9,1.17,0.541,0.409
2009-03-30,1.4802095913520985,1.2819976962227477,3.09,,0.84,1.11,0.478,0.407
2009-03-31,1.461562374259633,1.2766686937864518,3.03,,0.81,1.07,0.523,0.408
2009-04-01,1.4509317214647146,1.2458241444097213,3.015,,0.83,1.08,0.527,0.398
2009-04-02,1.5780602312690468,1.469646736435698,3.055,,0.88,1.12,0.556,0.398
2009-04-03,1.658081243397216,1.5013910914751487,3.165,,0.96,1.14,0.6,0.396
2009-04-06,1.69861096524276,1.613177581209592,3.23,,0.94,1.14,0.577,0.416
2009-04-07,1.6460171201504878,1.5857378186237021,3.285,,0.91,1.12,0.56,0.421
2009-04-08,1.6291264517266069,1.5241304379270262,3.235,,0.93,1.09,0.547,0.432
2009-04-09,1.627832149342022,1.5015761132827574,3.22,,0.96,1.12,0.561,0.458
2009-04-10,,,,,,,,0.454
