b,f,n,retention,best_to,med_to
regime-v5,pr_streakvol,34,0.6470588235294118,8.53,1.545
regime-v5,pr_tsexceed,34,0.6470588235294118,8.99,3.085
regime-v5,ps_jumpratio,34,0.6470588235294118,10.47,1.67
regime-v5,pr_volskew,34,0.6470588235294118,7.96,3.1
regime-v5,pr_volofvol,34,0.6470588235294118,12.76,3.1
regime-v5,pr_maxvol,34,0.6470588235294118,10.6,4.42
regime-v5,ps_minvol,34,0.6470588235294118,12.58,3.115
trend-duration,oc_bu,325,0.6461538461538462,10.33,3.24
trend-duration,cx2._m,703,0.6429587482219061,18.81,6.72
trend-duration,bvr,703,0.6429587482219061,19.21,6.88
trend-duration,oc_sg,815,0.6404907975460122,13.11,4.07
trend-duration,ts_mu,1140,0.6289473684210526,13.68,4.96
trend-duration,oc_sd,928,0.6282327586206896,13.59,3.755
regime-v5,ps_volkurt,32,0.625,9.11,3.465
trend-duration,oc_fl,360,0.6222222222222222,13.7,4.8100000000000005
trend-duration,ts_dd,200,0.62,14.43,7.175
regime-v5,zs_whip,34,0.6176470588235294,8.38,2.15
regime-v5,medabs,34,0.6176470588235294,9.84,2.2649999999999997
regime-v5,pr_gini,34,0.6176470588235294,7.75,1.6400000000000001
regime-v5,zs_jumpratio,34,0.6176470588235294,7.93,2.2649999999999997
regime-v5,zz_calm,34,0.6176470588235294,14.53,3.965
regime-v5,zz_convex,34,0.6176470588235294,7.81,2.13
regime-v5,gini,34,0.6176470588235294,7.55,2.92
regime-v5,q10q90,34,0.6176470588235294,8.52,2.625
regime-v5,pr_exceed2,34,0.6176470588235294,8.66,4.01
regime-v5,zz_rmean,34,0.6176470588235294,5.15,1.5150000000000001
regime-v5,ps_volskew,34,0.6176470588235294,8.55,3.19
regime-v5,zs_volofvol,34,0.6176470588235294,11.29,3.285
regime-v5,zz_sigmaup,34,0.6176470588235294,12.73,4.154999999999999
regime-v5,absmean,34,0.6176470588235294,7.33,1.73
regime-v5,zz_streakvol,34,0.6176470588235294,7.4,1.385
regime-v5,zz_upcap,34,0.6176470588235294,5.15,1.5150000000000001
regime-v5,ps_sqac1,34,0.6176470588235294,7.71,2.535
regime-v5,zz_volaccel,34,0.6176470588235294,13.37,3.83
regime-v5,zs_volaccel,34,0.6176470588235294,12.33,3.73
regime-v5,zz_downshare,34,0.6176470588235294,5.14,1.5150000000000001
trend-duration,ts_vd,941,0.6163655685441021,11.96,2.74
trend-duration,ts_md,1140,0.6149122807017544,14.16,4.245
trend-duration,oc_vd,352,0.6136363636363636,9.45,3.2199999999999998
trend-duration,ep_vd,352,0.6136363636363636,9.45,3.2199999999999998
regime-v5,ps_exceed3,33,0.6060606060606061,9.58,3.96
trend-duration,ep_sg,812,0.5997536945812808,12.26,3.685
regime-v5,calm,32,0.59375,13.39,2.96
regime-v5,pr_top3share,32,0.59375,10.21,1.98
trend-duration,cx1._x,699,0.5908440629470673,18.03,5.87
trend-duration,ep_bu,321,0.5887850467289719,11.61,3.82
regime-v5,zz_halfsplit,34,0.5882352941176471,6.82,1.755
regime-v5,ps_quartic,34,0.5882352941176471,9.92,3.04
regime-v5,pr_volpersist,34,0.5882352941176471,10.87,4.215
regime-v5,zz_maxshare,34,0.5882352941176471,9.74,2.665
regime-v5,zz_maxvol,34,0.5882352941176471,10.16,4.49
regime-v5,pr_archlm,34,0.5882352941176471,8.06,1.69
regime-v5,pr_sigmaup,34,0.5882352941176471,12.26,2.83
regime-v5,streakvol,34,0.5882352941176471,7.33,1.605
trend-duration,st,80,0.5875,2.62,0.9299999999999999
trend-duration,hz_bu,3150,0.5825396825396826,14.85,3.38
trend-duration,cx_m,2109,0.5817923186344239,18.39,5.85
trend-duration,hz_hi,3150,0.5803174603174603,14.97,3.415
trend-duration,ep_sd,927,0.5771305285868392,13.15,3.7
regime-v5,zs_dispvsown,33,0.5757575757575758,10.64,5.97
trend-nonmomentum,duration,5442,0.575707460492466,18.9,2.76
trend-duration,bma,703,0.5732574679943101,15.65,2.78
trend-duration,ptf,703,0.5704125177809388,17.02,3.73
trend-duration,cd_vr,339,0.5634218289085545,12.96,2.88
regime-v5,top3share,32,0.5625,8.95,3.125
regime-v5,volkurt,32,0.5625,11.76,3.365
trend-duration,sth,240,0.5625,4.19,0.97
trend-duration,oc_su,717,0.5592747559274756,12.68,3.0
regime-v5,zz_sigmadn,34,0.5588235294117647,10.28,3.8
regime-v5,zz_absmean,34,0.5588235294117647,7.95,1.72
regime-v5,ps_absac1,34,0.5588235294117647,8.29,2.295
regime-v5,zs_maxshare,34,0.5588235294117647,7.52,3.165
regime-v5,ps_volaccel,34,0.5588235294117647,8.09,3.445
regime-v5,volsplit,34,0.5588235294117647,10.06,2.79
regime-v5,zs_absmean,34,0.5588235294117647,8.68,1.625
regime-v5,rangeratio,34,0.5588235294117647,7.82,2.415
regime-v5,ps_calm,34,0.5588235294117647,12.09,2.315
regime-v5,pr_absac5,34,0.5588235294117647,5.76,1.68
regime-v5,ps_volrange,34,0.5588235294117647,7.78,1.46
regime-v5,ps_maxshare,34,0.5588235294117647,11.85,2.8
regime-v5,ps_tsexceed,34,0.5588235294117647,9.19,3.09
regime-v5,ps_sigmadn,34,0.5588235294117647,7.93,2.775
regime-v5,zs_sigmadn,34,0.5588235294117647,7.7,3.58
trend-duration,pvr,703,0.5561877667140825,23.17,6.43
trend-duration,hz_vu,2842,0.5552427867698804,13.93,3.5
trend-duration,ep_su,716,0.5544692737430168,12.83,3.005
trend-duration,hz_vd,2840,0.553169014084507,12.46,2.61
trend-duration,hz_sg,6241,0.5435026438070822,15.35,3.83
trend-duration,hz_sd,5974,0.5425175761633746,14.54,3.39
trend-duration,cx_s,2109,0.5419630156472262,21.17,5.7
trend-duration,cx2._s,703,0.5419630156472262,23.04,6.21
regime-v5,pr_volkurt,32,0.53125,8.86,3.005
regime-v5,zz_volskew,34,0.5294117647058824,8.79,2.96
regime-v5,ps_volpersist,34,0.5294117647058824,7.94,3.125
regime-v5,ps_ljungabs,34,0.5294117647058824,6.84,1.15
regime-v5,ps_posq,34,0.5294117647058824,8.67,2.13
regime-v5,ps_whip,34,0.5294117647058824,10.63,2.435
regime-v5,zz_volsplit,34,0.5294117647058824,10.69,2.85
regime-v5,ps_convex,34,0.5294117647058824,10.38,2.33
regime-v5,pr_downshare,34,0.5294117647058824,7.67,1.82
regime-v5,ps_absac5,34,0.5294117647058824,6.33,2.135
regime-v5,ps_exceed2,34,0.5294117647058824,9.1,3.045
regime-v5,zs_calm,34,0.5294117647058824,13.57,4.03
regime-v5,zs_sigmaup,34,0.5294117647058824,10.96,4.215
regime-v5,zs_ljungabs,34,0.5294117647058824,4.86,1.41
regime-v5,zs_maxvol,34,0.5294117647058824,12.25,4.28
regime-v5,zs_minvol,34,0.5294117647058824,9.09,4.51
regime-v5,zs_volskew,34,0.5294117647058824,7.99,3.2199999999999998
trend-duration,cd_wh,339,0.5250737463126843,10.42,2.23
trend-nonmomentum,cross-sectional,18865,0.5208587331036311,22.24,2.11
trend-duration,cd_ef,339,0.5191740412979351,12.42,2.17
trend-duration,ts_fl,480,0.5145833333333333,15.27,6.135
trend-duration,bpo,703,0.5135135135135135,16.64,2.91
trend-duration,hz_bd,3307,0.512246749319625,13.59,2.5
trend-duration,cx2._x,695,0.5122302158273381,18.69,6.23
trend-duration,hz_su,5771,0.5122162536822041,13.72,3.33
trend-duration,hz_dd,600,0.51,16.34,6.085
trend-duration,hz_lo,3307,0.5065013607499244,13.67,2.54
trend-nonmomentum,structure,7388,0.5008121277747699,14.22,2.28
trend-nonmomentum,conditional,6580,0.5004559270516717,13.85,2.4850000000000003
regime-v5,zz_volrange,34,0.5,7.28,2.17
regime-v5,pr_halfsplit,34,0.5,5.95,1.425
regime-v5,volrange,34,0.5,7.36,1.88
regime-v5,zs_absac5,34,0.5,6.32,1.475
regime-v5,zs_exceed2,34,0.5,8.66,3.45
regime-v5,zs_gini,34,0.5,8.88,1.9749999999999999
regime-v5,zs_q10q90,34,0.5,7.23,3.45
regime-v5,pr_volsplit,34,0.5,10.91,2.34
regime-v5,pr_volrange,34,0.5,7.8,1.395
regime-v5,pr_upcap,34,0.5,7.75,1.9
regime-v5,pr_rmean,34,0.5,7.72,1.9
regime-v5,zs_volrange,34,0.5,8.18,2.385
regime-v5,pr_trendvol,34,0.5,7.26,1.5899999999999999
regime-v5,archlm,34,0.5,7.65,1.645
regime-v5,zz_q10q90,34,0.5,8.62,2.225
regime-v5,zz_posq,34,0.5,6.24,1.395
regime-v5,posq,34,0.5,6.18,1.62
regime-v5,zz_top3share,32,0.5,10.69,2.05
trend-duration,xsk,703,0.49786628733997157,14.85,3.4
trend-duration,cd_mx,339,0.4896755162241888,13.76,2.38
trend-duration,ep_bd,512,0.48828125,10.85,2.65
trend-duration,oc_vu,341,0.4809384164222874,10.84,2.86
trend-duration,ep_vu,341,0.4809384164222874,10.84,2.86
regime-v5,zz_rangeratio,34,0.47058823529411764,7.93,2.58
regime-v5,ps_halfsplit,34,0.47058823529411764,6.07,1.4049999999999998
regime-v5,ps_medabs,34,0.47058823529411764,4.61,1.895
regime-v5,zs_quartic,34,0.47058823529411764,7.64,3.745
regime-v5,zs_archlm,34,0.47058823529411764,8.19,1.505
regime-v5,pr_exceed3,34,0.47058823529411764,8.8,2.08
regime-v5,zz_archlm,34,0.47058823529411764,6.5,1.1800000000000002
regime-v5,zs_rmean,34,0.47058823529411764,9.55,1.875
regime-v5,ps_streakvol,34,0.47058823529411764,8.72,2.02
regime-v5,zs_trendvol,34,0.47058823529411764,8.51,2.01
regime-v5,pr_rangeratio,34,0.47058823529411764,6.21,1.905
regime-v5,zs_upcap,34,0.47058823529411764,9.55,1.875
regime-v5,pr_posq,34,0.47058823529411764,5.94,1.385
regime-v5,zs_volpersist,34,0.47058823529411764,9.88,4.11
regime-v5,zs_volsplit,34,0.47058823529411764,9.28,2.5300000000000002
regime-v5,zs_downshare,34,0.47058823529411764,9.55,1.875
trend-duration,xkt,703,0.4694167852062589,17.84,3.35
regime-v5,ps_top3share,32,0.46875,11.77,3.285
trend-duration,cx_x,2091,0.46724055475848875,24.09,5.62
trend-nonmomentum,acceleration,4475,0.4663687150837989,13.27,2.44
trend-duration,ep_lo,518,0.46525096525096526,10.73,2.565
trend-duration,hz_mu,3419,0.46446329336063175,13.41,3.34
trend-duration,rch,740,0.4608108108108108,15.48,3.1950000000000003
trend-duration,oc_lo,528,0.4583333333333333,11.09,2.4450000000000003
trend-duration,pvv,703,0.45803698435277385,17.45,2.99
trend-duration,hz_md,3418,0.44880046811000585,13.92,3.05
regime-v5,zz_trendvol,34,0.4411764705882353,7.88,1.61
regime-v5,ps_gini,34,0.4411764705882353,7.96,3.105
regime-v5,zz_rankret,34,0.4411764705882353,11.54,0.375
regime-v5,downshare,34,0.4411764705882353,5.0,2.0149999999999997
regime-v5,ljungabs,34,0.4411764705882353,8.56,2.54
regime-v5,rmean,34,0.4411764705882353,5.12,2.0149999999999997
regime-v5,zs_rangeratio,34,0.4411764705882353,8.02,1.4649999999999999
regime-v5,ps_absmean,34,0.4411764705882353,8.42,1.6549999999999998
regime-v5,ps_archlm,34,0.4411764705882353,5.62,1.795
regime-v5,zs_streakvol,34,0.4411764705882353,8.82,1.72
regime-v5,upcap,34,0.4411764705882353,5.12,2.0149999999999997
regime-v5,zz_exceed3,32,0.4375,7.19,2.745
regime-v5,zs_volkurt,32,0.4375,12.59,4.46
trend-duration,oc_bd,520,0.4269230769230769,10.05,2.33
trend-duration,stu,80,0.425,6.97,1.69
trend-duration,gp,296,0.4189189189189189,14.48,3.3049999999999997
regime-v5,absac5,34,0.4117647058823529,8.42,1.35
regime-v5,ps_volsplit,34,0.4117647058823529,9.94,2.14
regime-v5,zz_absac5,34,0.4117647058823529,4.43,1.34
regime-v5,halfsplit,34,0.4117647058823529,7.74,1.3900000000000001
regime-v5,ps_upcap,34,0.4117647058823529,11.91,2.335
regime-v5,ps_rmean,34,0.4117647058823529,11.75,2.335
regime-v5,ps_downshare,34,0.4117647058823529,11.72,2.5
trend-duration,hz_fl,1440,0.40902777777777777,14.26,4.455
regime-v5,ps_trendvol,34,0.38235294117647056,13.19,2.245
regime-v5,zs_rankret,34,0.38235294117647056,11.85,0.615
regime-v5,trendvol,34,0.38235294117647056,6.75,1.9100000000000001
regime-v5,ps_sigmaup,34,0.38235294117647056,10.85,3.805
regime-v5,ps_rankret,34,0.38235294117647056,7.46,0.7
regime-v5,zs_tsexceed,34,0.38235294117647056,7.47,3.3449999999999998
regime-v5,ps_q10q90,34,0.38235294117647056,9.04,2.5
regime-v5,zs_halfsplit,34,0.38235294117647056,7.51,1.655
regime-v5,zs_top3share,32,0.375,6.75,2.825
trend-duration,eg,444,0.36486486486486486,18.53,4.225
trend-duration,cd_rm,339,0.35988200589970504,8.23,2.44
trend-duration,cd_up,339,0.35988200589970504,8.23,2.44
trend-duration,cd_pq,339,0.35693215339233036,10.35,1.89
regime-v5,ps_rangeratio,34,0.35294117647058826,7.71,2.335
regime-v5,pr_ljungabs,34,0.35294117647058826,5.65,1.31
regime-v5,pr_q10q90,34,0.35294117647058826,7.0,2.64
regime-v5,pr_rankret,34,0.35294117647058826,11.1,0.42
trend-duration,egt,148,0.35135135135135137,17.83,4.785
trend-duration,cd_tv,339,0.3480825958702065,8.42,2.44
regime-v5,zs_rankmove,34,0.3235294117647059,4.51,2.38
regime-v5,zs_posq,34,0.29411764705882354,9.54,0.755
regime-v5,pr_rankmove,34,0.29411764705882354,5.19,1.64
regime-v5,zz_ljungabs,34,0.29411764705882354,6.16,1.44
regime-v5,ps_rankmove,34,0.2647058823529412,5.38,1.7650000000000001
regime-v5,rankret,31,0.22580645161290322,11.94,0.47
