b,f,n,retention,best_to,med_to
regime-v5,ps_rankret,34,0.6176470588235294,4.75,1.205
trend-duration,bvr,741,0.6086369770580297,21.0,6.97
trend-duration,oc_hi,325,0.6061538461538462,16.57,4.67
trend-duration,hz_bu,3357,0.5987488829311886,17.18,3.36
trend-duration,hz_hi,3357,0.5966636878165028,17.26,3.36
regime-v5,pr_top3share,32,0.59375,10.94,2.28
trend-duration,oc_bu,462,0.5930735930735931,16.58,4.085
trend-duration,rch,780,0.5923076923076923,18.88,3.8499999999999996
regime-v5,zs_sigmadn,34,0.5882352941176471,9.27,2.175
regime-v5,zs_volofvol,34,0.5882352941176471,13.48,3.955
regime-v5,zz_sigmaup,34,0.5882352941176471,12.63,5.27
regime-v5,zz_absmean,34,0.5882352941176471,10.69,3.0999999999999996
trend-duration,ts_lo,1113,0.5876010781671159,15.73,4.56
trend-duration,oc_sd,985,0.584771573604061,16.18,4.97
trend-duration,oc_fl,360,0.5805555555555556,19.39,5.895
trend-duration,ep_sd,985,0.5786802030456852,16.11,4.69
trend-duration,hz_sg,6305,0.5776367961934972,17.81,4.06
trend-duration,ts_dd,200,0.575,16.22,7.51
trend-duration,hz_md,3420,0.5739766081871345,16.26,3.07
trend-duration,ep_hi,317,0.5709779179810726,18.59,4.5
trend-nonmomentum,structure,7434,0.5703524347592144,13.85,2.31
trend-duration,xkt,741,0.5681511470985156,20.23,3.8
trend-duration,hz_su,5963,0.5669964782827436,19.68,3.51
trend-duration,cd_vr,377,0.5649867374005305,11.52,3.21
trend-duration,std,80,0.5625,6.82,1.46
regime-v5,calm,32,0.5625,8.62,2.545
regime-v5,ps_top3share,32,0.5625,9.98,2.575
trend-duration,ts_bd,1113,0.5624438454627134,15.8,4.62
trend-duration,ep_bu,457,0.562363238512035,18.22,3.97
trend-duration,hz_vu,2848,0.5593398876404494,14.91,3.03
regime-v5,zs_absac1,34,0.5588235294117647,10.88,1.545
regime-v5,zz_volsplit,34,0.5588235294117647,14.59,4.32
regime-v5,zs_volpersist,34,0.5588235294117647,13.52,4.485
regime-v5,streakvol,34,0.5588235294117647,11.14,3.74
regime-v5,zz_posq,34,0.5588235294117647,3.36,1.045
regime-v5,medabs,34,0.5588235294117647,9.7,3.1100000000000003
regime-v5,pr_minvol,34,0.5588235294117647,16.36,5.18
regime-v5,zz_streakvol,34,0.5588235294117647,10.51,3.3
regime-v5,zs_posq,34,0.5588235294117647,6.89,1.26
regime-v5,ps_tsexceed,34,0.5588235294117647,6.79,1.795
regime-v5,pr_maxvol,34,0.5588235294117647,13.11,3.24
trend-nonmomentum,duration,5456,0.5573680351906158,22.08,3.15
trend-duration,ep_vd,356,0.550561797752809,12.21,3.38
trend-duration,oc_vd,356,0.550561797752809,12.21,3.38
trend-duration,ts_vd,943,0.542948038176034,16.51,4.97
trend-duration,cd_mx,377,0.5384615384615384,13.53,3.05
trend-duration,pvr,741,0.5317139001349528,20.48,5.07
trend-duration,hz_sd,6117,0.530815759359163,17.48,3.39
trend-nonmomentum,cross-sectional,18907,0.5304913524091607,23.56,2.29
regime-v5,zz_sigmadn,34,0.5294117647058824,9.57,2.145
regime-v5,pr_sigmaup,34,0.5294117647058824,13.57,4.5649999999999995
regime-v5,pr_streakvol,34,0.5294117647058824,10.76,3.92
regime-v5,zs_absac5,34,0.5294117647058824,8.5,2.255
regime-v5,zs_ljungabs,34,0.5294117647058824,9.38,1.71
regime-v5,zz_exceed3,34,0.5294117647058824,12.86,3.95
regime-v5,zs_archlm,34,0.5294117647058824,6.85,2.1550000000000002
regime-v5,pr_gini,34,0.5294117647058824,11.44,3.36
regime-v5,pr_volofvol,34,0.5294117647058824,13.22,3.455
regime-v5,ps_sigmadn,34,0.5294117647058824,8.78,2.385
regime-v5,ps_archlm,34,0.5294117647058824,6.69,1.835
regime-v5,absmean,34,0.5294117647058824,11.15,3.77
regime-v5,zs_rangeratio,34,0.5294117647058824,8.29,3.385
regime-v5,ps_volsplit,34,0.5294117647058824,11.7,1.98
regime-v5,zz_absac5,34,0.5294117647058824,10.51,2.19
trend-duration,cd_ef,377,0.5278514588859416,11.37,2.89
regime-v5,zs_exceed3,31,0.5161290322580645,14.95,4.75
trend-duration,ep_lo,539,0.5157699443413729,13.09,3.06
trend-duration,oc_vu,351,0.5156695156695157,14.08,4.22
trend-duration,ep_vu,351,0.5156695156695157,14.08,4.22
trend-duration,hz_vd,2845,0.5152899824253075,15.59,3.25
trend-duration,hz_mu,3420,0.5111111111111111,16.71,3.0
trend-nonmomentum,conditional,7154,0.5032149846239866,14.22,2.62
trend-nonmomentum,acceleration,4721,0.5013768269434442,18.5,2.36
regime-v5,pr_absac5,34,0.5,11.13,2.5149999999999997
regime-v5,pr_rankret,34,0.5,4.23,0.99
regime-v5,pr_absmean,34,0.5,10.69,3.87
regime-v5,ps_whip,34,0.5,8.42,2.315
regime-v5,pr_bipow,34,0.5,6.15,1.7650000000000001
regime-v5,pr_exceed3,34,0.5,13.27,5.119999999999999
regime-v5,pr_sigmadn,34,0.5,10.68,1.805
regime-v5,pr_ljungabs,34,0.5,8.59,2.1550000000000002
regime-v5,pr_jumpratio,34,0.5,6.48,1.68
regime-v5,ps_bipow,34,0.5,8.84,1.745
regime-v5,convex,34,0.5,7.04,1.87
regime-v5,ps_ljungabs,34,0.5,8.59,2.21
regime-v5,ps_volofvol,34,0.5,10.83,2.495
regime-v5,pr_volpersist,34,0.5,14.47,4.24
regime-v5,zs_volsplit,34,0.5,12.66,2.945
regime-v5,ps_posq,34,0.5,6.13,1.895
regime-v5,zz_archlm,34,0.5,8.89,2.48
regime-v5,ps_absac5,34,0.5,6.38,1.55
regime-v5,zz_rankret,34,0.5,6.17,1.33
trend-duration,bma,741,0.4925775978407557,14.62,2.77
trend-duration,cd_wh,377,0.4880636604774536,11.35,2.11
trend-duration,stu,80,0.4875,7.63,1.74
regime-v5,rankret,31,0.4838709677419355,6.95,1.58
trend-duration,xsk,741,0.4817813765182186,18.53,4.27
trend-duration,oc_lo,540,0.47962962962962963,14.52,3.115
trend-duration,hz_lo,3356,0.4791418355184744,15.93,2.69
trend-duration,ts_fl,480,0.475,16.67,7.345
trend-duration,hz_bd,3356,0.4710965435041716,15.75,2.67
regime-v5,archlm,34,0.47058823529411764,7.77,2.07
regime-v5,ps_medabs,34,0.47058823529411764,6.8,2.235
regime-v5,ps_upcap,34,0.47058823529411764,8.5,2.31
regime-v5,pr_halfsplit,34,0.47058823529411764,3.91,1.4249999999999998
regime-v5,pr_absac1,34,0.47058823529411764,8.75,2.195
regime-v5,ps_rmean,34,0.47058823529411764,8.5,2.31
regime-v5,zs_jumpratio,34,0.47058823529411764,7.39,1.77
regime-v5,pr_rangeratio,34,0.47058823529411764,8.59,3.5549999999999997
regime-v5,pr_whip,34,0.47058823529411764,9.2,1.77
regime-v5,pr_rmean,34,0.47058823529411764,6.05,1.56
regime-v5,zz_upcap,34,0.47058823529411764,6.0,1.97
regime-v5,pr_upcap,34,0.47058823529411764,6.14,1.5750000000000002
regime-v5,zz_downshare,34,0.47058823529411764,5.98,1.97
regime-v5,zz_rmean,34,0.47058823529411764,6.0,1.97
regime-v5,ps_downshare,34,0.47058823529411764,7.9,2.565
regime-v5,zs_bipow,34,0.47058823529411764,7.38,1.85
regime-v5,zs_maxvol,34,0.47058823529411764,14.22,2.515
regime-v5,ps_calm,34,0.47058823529411764,11.83,2.535
regime-v5,sigmaup,30,0.4666666666666667,13.63,5.515000000000001
trend-duration,ep_bd,536,0.4552238805970149,15.35,3.14
trend-duration,hz_dd,600,0.4483333333333333,18.52,5.4350000000000005
trend-duration,bpo,741,0.44804318488529016,16.7,2.98
trend-duration,eg,468,0.4465811965811966,19.18,4.04
trend-duration,cd_up,377,0.44562334217506633,9.35,1.95
trend-duration,cd_rm,377,0.44562334217506633,9.35,1.95
trend-duration,gp,312,0.44551282051282054,17.27,3.4
regime-v5,zz_rankmove,34,0.4411764705882353,6.05,1.6949999999999998
regime-v5,ljungabs,34,0.4411764705882353,9.5,2.13
regime-v5,zz_ljungabs,34,0.4411764705882353,8.22,2.41
regime-v5,pr_downshare,34,0.4411764705882353,6.37,1.49
regime-v5,ps_sigmaup,34,0.4411764705882353,15.14,3.74
regime-v5,halfsplit,34,0.4411764705882353,6.93,1.67
regime-v5,zz_trendvol,34,0.4411764705882353,6.87,1.895
trend-duration,oc_bd,538,0.44052044609665425,17.1,3.03
trend-duration,ptv,741,0.4399460188933873,16.1,3.45
trend-duration,cd_tv,377,0.4323607427055703,8.48,1.93
trend-duration,sth,240,0.4125,3.7,0.98
regime-v5,zs_minvol,34,0.4117647058823529,17.48,4.3149999999999995
regime-v5,zs_sigmaup,34,0.4117647058823529,14.49,4.2
regime-v5,zs_upcap,34,0.4117647058823529,9.7,2.005
regime-v5,zs_downshare,34,0.4117647058823529,9.68,1.9649999999999999
regime-v5,ps_convex,34,0.4117647058823529,9.23,1.8650000000000002
regime-v5,pr_convex,34,0.4117647058823529,8.01,2.115
regime-v5,zz_absac1,34,0.4117647058823529,11.79,3.5700000000000003
regime-v5,zz_bipow,34,0.4117647058823529,6.5,2.54
regime-v5,zs_rmean,34,0.4117647058823529,9.7,2.005
regime-v5,zz_convex,34,0.4117647058823529,7.14,2.0149999999999997
regime-v5,pr_volsplit,34,0.4117647058823529,12.86,2.175
regime-v5,bipow,34,0.4117647058823529,5.46,2.44
regime-v5,zz_rangeratio,34,0.4117647058823529,7.52,3.31
regime-v5,zs_convex,34,0.4117647058823529,6.48,2.1950000000000003
regime-v5,zz_medabs,34,0.4117647058823529,10.26,3.0149999999999997
regime-v5,ps_halfsplit,34,0.4117647058823529,7.93,1.87
regime-v5,ps_trendvol,34,0.4117647058823529,8.24,2.22
regime-v5,zs_top3share,32,0.40625,12.88,3.725
trend-duration,cd_pq,377,0.40583554376657827,9.26,1.74
trend-duration,hz_fl,1440,0.39652777777777776,17.2,3.39
trend-duration,st,80,0.3875,4.44,1.005
trend-duration,egt,156,0.38461538461538464,20.63,4.414999999999999
regime-v5,volrange,34,0.38235294117647056,8.84,2.455
regime-v5,ps_volrange,34,0.38235294117647056,9.56,2.115
regime-v5,pr_archlm,34,0.38235294117647056,8.11,2.3
regime-v5,zz_halfsplit,34,0.38235294117647056,5.6,1.21
regime-v5,zs_trendvol,34,0.38235294117647056,8.85,1.885
regime-v5,zz_jumpratio,34,0.38235294117647056,6.6,3.075
regime-v5,ps_exceed3,34,0.38235294117647056,15.85,6.61
regime-v5,zs_whip,34,0.38235294117647056,6.18,2.395
regime-v5,ps_gini,34,0.38235294117647056,10.55,2.4050000000000002
regime-v5,pr_trendvol,34,0.38235294117647056,5.56,2.08
trend-duration,pvv,741,0.37516869095816463,19.67,5.41
regime-v5,ps_absmean,34,0.35294117647058826,9.1,2.955
regime-v5,pr_rankmove,34,0.35294117647058826,4.51,1.57
regime-v5,pr_posq,34,0.35294117647058826,5.28,1.295
regime-v5,ps_streakvol,34,0.35294117647058826,9.47,3.0999999999999996
regime-v5,zs_gini,34,0.3235294117647059,9.8,3.475
regime-v5,zs_halfsplit,34,0.3235294117647059,6.83,1.9100000000000001
regime-v5,zs_medabs,34,0.3235294117647059,7.97,3.165
regime-v5,ps_jumpratio,34,0.3235294117647059,8.49,1.105
regime-v5,pr_medabs,34,0.3235294117647059,7.74,3.385
regime-v5,ps_rankmove,34,0.3235294117647059,6.91,1.1749999999999998
trend-duration,ptf,741,0.3117408906882591,19.1,5.86
regime-v5,trendvol,34,0.29411764705882354,7.41,2.065
regime-v5,zs_streakvol,34,0.2647058823529412,9.37,4.035
regime-v5,zz_volrange,34,0.2647058823529412,5.45,2.165
regime-v5,zs_volrange,34,0.2647058823529412,7.21,2.125
regime-v5,zs_rankmove,34,0.2647058823529412,4.2,1.745
regime-v5,pr_volrange,34,0.2647058823529412,6.26,2.24
regime-v5,zs_absmean,34,0.2647058823529412,8.98,4.02
regime-v5,downshare,34,0.20588235294117646,6.02,2.02
regime-v5,rmean,34,0.20588235294117646,6.08,2.075
regime-v5,upcap,34,0.20588235294117646,6.08,2.075
regime-v5,posq,34,0.17647058823529413,8.82,1.6
