family,fast,slow,state,lead,is_lift,is_surr,is_excess,is_z
mas,2,152,structural M=5,3,0.6252703641148395,0.6197420864791576,0.005528277635681866,0.3129229772223232
mas,2,152,nine-box,3,1.0183478334517544,1.0474791814171658,-0.02913134796541139,-2.288831455846478
mas,2,200,product M=5,1,0.6735085696537355,0.6892340963876871,-0.015725526733951556,-0.5049626539029477
mas,2,200,structural M=5,1,0.6603084679096296,0.6185494935370027,0.04175897437262688,1.3582284376954972
mas,2,200,nine-box,1,1.1425427746406365,1.072048413150584,0.07049436149005239,3.0008977727721735
mas,2,200,product M=5,3,0.6749108717346365,0.6942965500242638,-0.01938567828962734,-1.1744397540815563
mas,2,200,structural M=5,3,0.6353782564859961,0.6216822608768712,0.013695995609124934,0.7498890409114325
mas,2,200,nine-box,3,1.0180378786002053,1.0399790325013907,-0.02194115390118534,-1.6708945468600922
mas,3,4,product M=5,1,0.8448003719608652,0.8369664874344543,0.007833884526410873,0.2520895714215678
mas,3,4,structural M=5,1,0.7826808027989223,0.7210499186999585,0.06163088409896378,1.7845524467743379
mas,3,4,nine-box,1,1.001532278241424,0.9946647185117865,0.006867559729637485,0.3140025141792884
mas,3,4,product M=5,3,0.9161200991395605,0.8891167875651224,0.027003311574438138,1.6704867444902078
mas,3,4,structural M=5,3,0.8648839954623267,0.8205108294709934,0.04437316599133334,2.370609456876349
mas,3,4,nine-box,3,1.028949092006307,1.0070558675233536,0.021893224482953277,1.9909042238109722
mas,3,5,product M=5,1,0.7780820928431792,0.7703121976733243,0.0077698951698549346,0.2966482143778828
mas,3,5,structural M=5,1,0.6919009328834084,0.6610997790479886,0.030801153835419814,1.1088612174457562
mas,3,5,nine-box,1,1.0071425767849447,0.9901351433702672,0.017007433414677475,0.8798794428732329
mas,3,5,product M=5,3,0.9862201660445572,0.9700987567542956,0.016121409290261624,0.9028045332203364
mas,3,5,structural M=5,3,0.9196011393666585,0.9056549203886745,0.013946218977984093,0.7805270018532431
mas,3,5,nine-box,3,1.0052921726377027,1.0052338573774062,5.831526029642653e-05,0.0039727439343213815
mas,3,6,product M=5,1,0.7211590557232774,0.7350025360275294,-0.013843480304251976,-0.4136297055194942
mas,3,6,structural M=5,1,0.5942860847100454,0.6043418701040618,-0.010055785394016414,-0.4069852460458862
mas,3,6,nine-box,1,1.0434465832010396,0.9860356417819425,0.057410941419097083,3.9289625003488884
mas,3,6,product M=5,3,1.0643409028354531,1.0512640570628466,0.013076845772606482,0.6461817560435915
mas,3,6,structural M=5,3,0.9769625757230673,0.9811169917290927,-0.0041544160060253965,-0.19424881914234304
mas,3,6,nine-box,3,1.0228915627448507,1.0031645544115932,0.019727008333257467,1.9076457842053105
mas,3,8,product M=5,1,0.7994222167531502,0.8027848886869261,-0.003362671933775929,-0.08624693907135744
mas,3,8,structural M=5,1,0.663521973708379,0.6924342799394274,-0.028912306231048457,-0.8234165327187465
mas,3,8,nine-box,1,1.0542031963721814,0.9923630757249015,0.06184012064727995,3.247727367090708
mas,3,8,product M=5,3,1.1466603945408382,1.137622986211784,0.009037408329054308,0.5394166495487844
mas,3,8,structural M=5,3,1.0736929255662961,1.0748368400714472,-0.0011439145051510557,-0.0566220307932041
mas,3,8,nine-box,3,1.025758067055865,1.0094839987653743,0.016274068290490717,1.7561199233215103
mas,3,10,product M=5,1,0.8731602186245746,0.8568328419818745,0.01632737664270012,0.3891973402504977
mas,3,10,structural M=5,1,0.7354275969728246,0.7474087944029336,-0.011981197430109058,-0.26563863232544227
mas,3,10,nine-box,1,1.0190190445610854,0.9977030233536681,0.02131602120741727,1.0460452306852515
mas,3,10,product M=5,3,1.1451562499686336,1.1440058081877298,0.0011504417809038436,0.0743987885712802
mas,3,10,structural M=5,3,1.0705843892403146,1.0786106119354588,-0.008026222695144192,-0.3652427166238823
mas,3,10,nine-box,3,1.0121737210102877,1.0126278984578687,-0.00045417744758102785,-0.03756120818174629
mas,3,13,product M=5,1,0.868754143603261,0.8456451337296709,0.023109009873590103,0.751999841792387
mas,3,13,structural M=5,1,0.7247585642342662,0.7341648591484695,-0.009406294914203306,-0.2729650276040978
mas,3,13,nine-box,1,0.9827884411380954,1.008292621175951,-0.025504180037855706,-1.194738098277604
mas,3,13,product M=5,3,1.0828832358649705,1.0942530654152738,-0.011369829550303301,-0.5667731226008087
mas,3,13,structural M=5,3,0.9944676064654472,1.0155540533880785,-0.021086446922631286,-1.070368325643547
mas,3,13,nine-box,3,1.0225632353663912,1.0190550991795282,0.0035081361868629646,0.285700475846778
mas,3,16,product M=5,1,0.817570121693466,0.8017703561349279,0.015799765558538126,0.5158588810021512
mas,3,16,structural M=5,1,0.6491448028075774,0.6864261662514378,-0.03728136344386046,-1.1936897993527689
mas,3,16,nine-box,1,1.0028833264423662,1.0158890292697191,-0.013005702827352916,-0.5911422440303963
mas,3,16,product M=5,3,1.0196580733631546,1.036102321964785,-0.016444248601630296,-0.7150128027241945
mas,3,16,structural M=5,3,0.9269909308860281,0.9521197857635677,-0.025128854877539575,-1.311453059944949
mas,3,16,nine-box,3,0.9840304152418721,1.023555380053649,-0.03952496481177692,-3.2261027207166304
mas,3,21,product M=5,1,0.7439775834531608,0.7672573555301824,-0.023279772077021588,-0.7903187273556814
mas,3,21,structural M=5,1,0.638649378040281,0.6685667852541022,-0.02991740721382119,-0.9208304108379582
mas,3,21,nine-box,1,1.0001428899567975,1.0340895094223614,-0.03394661946556399,-1.3171617130381639
mas,3,21,product M=5,3,0.9383857426871965,0.9730302059528888,-0.03464446326569226,-1.8153485956581696
mas,3,21,structural M=5,3,0.8565452480274075,0.8989006713515149,-0.042355423324107355,-2.0574579290178785
mas,3,21,nine-box,3,0.9968717766617629,1.0353011772087874,-0.038429400547024595,-2.9873357677380312
mas,3,27,product M=5,1,0.7610475396416911,0.7434026020044657,0.01764493763722541,0.46900958575337554
mas,3,27,structural M=5,1,0.6679747840028298,0.6607637316354088,0.007211052367421034,0.203358384071789
mas,3,27,nine-box,1,1.063238102124604,1.090111036967952,-0.026872934843348073,-1.0493003830647396
