block,pair_a,pair_b,observed,expected,kappa,shared_leg
is,AUDUSD,USDCHF,0.2496819338422392,0.27060186534066266,-0.02868108719279087,USD
is,AUDUSD,USDJPY,0.3062977099236641,0.2749974303815499,0.043172646351566375,USD
is,CADCHF,CADJPY,0.2929389312977099,0.2640768554668531,0.03921887230380051,CAD
is,CADCHF,CHFJPY,0.31711195928753183,0.2628073223199891,0.07366410249548687,CHF
is,CADCHF,EURAUD,0.3145674300254453,0.2575420324832145,0.07680623016674888,none
is,CADCHF,EURCAD,0.5785623409669212,0.2595262028242332,0.43085405501115676,CAD
is,CADCHF,EURCHF,0.37818066157760816,0.2731668301510531,0.14448134150011263,CHF
is,CADCHF,EURGBP,0.33142493638676845,0.2617533740911239,0.0943743728051177,none
is,CADCHF,EURJPY,0.31774809160305345,0.26426300105536454,0.07269593703240373,none
is,CADCHF,EURNZD,0.2633587786259542,0.2638048198758166,-0.0006058736350150747,none
is,CADCHF,EURUSD,0.31838422391857507,0.26414989737712774,0.07370295437635177,none
is,CADCHF,GBPAUD,0.2430025445292621,0.260903579013137,-0.02422016123413629,none
is,CADCHF,GBPCAD,0.3101145038167939,0.2692263101412117,0.05595192361602849,CAD
is,CADCHF,GBPCHF,0.31583969465648853,0.2584610251604089,0.07737782023998362,CHF
is,CADCHF,GBPJPY,0.32156488549618323,0.26988672231610433,0.07078102091776105,none
is,CADCHF,GBPNZD,0.23314249363867684,0.26275431129369564,-0.04016546737218727,none
is,CADCHF,GBPUSD,0.3279262086513995,0.2613022745372259,0.09019106437945984,none
is,CADCHF,NZDCAD,0.227735368956743,0.24535920837946507,-0.02335394484159301,CAD
is,CADCHF,NZDCHF,0.21087786259541985,0.2611595291973402,-0.06805483536560399,CHF
is,CADCHF,NZDJPY,0.22614503816793893,0.2646937662270394,-0.05242540629813712,none
is,CADCHF,NZDUSD,0.23727735368956743,0.26848739308768593,-0.042665073852732154,none
is,CADCHF,USDCAD,0.24713740458015268,0.26596663785456687,-0.025651740432315082,CAD
is,CADCHF,USDCHF,0.37181933842239184,0.26364194248586914,0.14690868774047028,CHF
is,CADCHF,USDJPY,0.2811704834605598,0.26504643118440385,0.02193887200539813,none
is,CADJPY,CHFJPY,0.32029262086513993,0.2657899007115618,0.07423313872473236,JPY
is,CADJPY,EURAUD,0.25318066157760816,0.2602668397011311,-0.009579370648545745,none
is,CADJPY,EURCAD,0.2837150127226463,0.26242279004720004,0.028867788196450434,CAD
is,CADJPY,EURCHF,0.3056615776081425,0.2764980268567618,0.04030887521243422,none
is,CADJPY,EURGBP,0.2779898218829516,0.26523571292141745,0.017358095903441926,none
is,CADJPY,EURJPY,0.32633587786259544,0.2667185041664239,0.08130216572341022,JPY
is,CADJPY,EURNZD,0.25095419847328243,0.2685574000155391,-0.024066415522736393,none
is,CADJPY,EURUSD,0.22582697201017812,0.2681386736074691,-0.057813823563888235,none
is,CADJPY,GBPAUD,0.205470737913486,0.2622108471081069,-0.07690558877454098,none
is,CADJPY,GBPCAD,0.26049618320610685,0.27045385936457994,-0.01364913828452325,CAD
is,CADJPY,GBPCHF,0.26717557251908397,0.26114698460333186,0.00815938730725156,none
is,CADJPY,GBPJPY,0.39122137404580154,0.27397403430906,0.16149193730992847,JPY
is,CADJPY,GBPNZD,0.2608142493638677,0.2664045858179723,-0.007620462650162403,none
is,CADJPY,GBPUSD,0.3212468193384224,0.26525665430012496,0.07620370482561414,none
is,CADJPY,NZDCAD,0.26590330788804073,0.24828675242312995,0.023435206871366618,CAD
is,CADJPY,NZDCHF,0.29866412213740456,0.26331618770597415,0.04798250462618055,none
is,CADJPY,NZDJPY,0.3594147582697201,0.26889458656255466,0.12381274990369154,JPY
is,CADJPY,NZDUSD,0.28403307888040713,0.27277096727722416,0.01548633387341145,none
is,CADJPY,USDCAD,0.3705470737913486,0.26784104299801226,0.1402783231852991,CAD
is,CADJPY,USDCHF,0.2321882951653944,0.2663028127407753,-0.04649672667114609,none
is,CADJPY,USDJPY,0.38072519083969464,0.27020468730778446,0.15144041296209473,JPY
is,CHFJPY,EURAUD,0.2770356234096692,0.2599636449572351,0.023069107802747787,none
is,CHFJPY,EURCAD,0.2592239185750636,0.2616719353961502,-0.0033156220634794225,none
is,CHFJPY,EURCHF,0.2926208651399491,0.27582456425745716,0.023193690442247113,CHF
is,CHFJPY,EURGBP,0.24872773536895673,0.2661085738658069,-0.02368311970669084,none
is,CHFJPY,EURJPY,0.5572519083969466,0.2674365810073228,0.3956180719317638,JPY
is,CHFJPY,EURNZD,0.2627226463104326,0.2695199952735207,-0.009305318310024575,none
is,CHFJPY,EURUSD,0.2872137404580153,0.26554467413191407,0.029503586621132564,none
is,CHFJPY,GBPAUD,0.23473282442748092,0.2624254203652986,-0.037545485842981445,none
is,CHFJPY,GBPCAD,0.22837150127226463,0.26882215164876433,-0.05532258734002077,none
is,CHFJPY,GBPCHF,0.3276081424936387,0.2620417985872359,0.08884831658606279,CHF
is,CHFJPY,GBPJPY,0.42334605597964375,0.27262700794437,0.20721012421608673,JPY
is,CHFJPY,GBPNZD,0.2824427480916031,0.26786279370536553,0.01991423774244049,none
is,CHFJPY,GBPUSD,0.31679389312977096,0.26363708651399487,0.07218832676421362,none
is,CHFJPY,NZDCAD,0.29961832061068705,0.2496788988598178,0.06655740012506868,none
is,CHFJPY,NZDCHF,0.31170483460559795,0.26221094827418756,0.06708406178654437,CHF
is,CHFJPY,NZDJPY,0.37786259541984735,0.2688737463499278,0.14906980637858921,JPY
is,CHFJPY,NZDUSD,0.2541348600508906,0.2739803066060641,-0.0273345843587268,none
is,CHFJPY,USDCAD,0.2964376590330789,0.2670460799357717,0.04010017313875837,none
is,CHFJPY,USDCHF,0.3384223918575064,0.26389081104442247,0.1012507137953711,CHF
is,CHFJPY,USDJPY,0.2926208651399491,0.2693333438546057,0.03187160805749078,JPY
is,EURAUD,EURCAD,0.3597328244274809,0.25793890701785055,0.1371772733705081,EUR
is,EURAUD,EURCHF,0.2725826972010178,0.2655066356855661,0.009633935252847932,EUR
is,EURAUD,EURGBP,0.2738549618320611,0.25986460336421735,0.018902431273298954,EUR
is,EURAUD,EURJPY,0.2541348600508906,0.2600769509676334,-0.008030687683690304,EUR
is,EURAUD,EURNZD,0.4026717557251908,0.2622775155552966,0.19030766057723103,EUR
is,EURAUD,EURUSD,0.32665394402035625,0.26132584623403193,0.08843966917383443,EUR
is,EURAUD,GBPAUD,0.4118956743002545,0.25707312769911106,0.20839540521888614,AUD
is,EURAUD,GBPCAD,0.22487277353689566,0.26115315573425535,-0.049104063283121425,none
is,EURAUD,GBPCHF,0.2639949109414758,0.2573143076355302,0.008995195914811203,none
is,EURAUD,GBPJPY,0.25572519083969464,0.264531900497899,-0.011974291834229569,none
is,EURAUD,GBPNZD,0.3187022900763359,0.2606164696760743,0.07855979747724975,none
is,EURAUD,GBPUSD,0.31297709923664124,0.25989657184572257,0.07172041821680879,none
is,EURAUD,NZDCAD,0.25572519083969464,0.2507915234154964,0.006585172990420366,none
is,EURAUD,NZDCHF,0.34446564885496184,0.25797836178932854,0.11655628705679094,none
is,EURAUD,NZDJPY,0.2678117048346056,0.2620693157611898,0.007781745895739751,none
is,EURAUD,NZDUSD,0.3148854961832061,0.26424529699123983,0.06882755758798505,none
is,EURAUD,USDCAD,0.25699745547073793,0.2602133228444341,-0.004347019854508573,none
is,EURAUD,USDCHF,0.3094783715012723,0.2596810880938044,0.06726463772112522,none
is,EURAUD,USDJPY,0.2143765903307888,0.26318183915078763,-0.06623784729158799,none
is,EURCAD,EURCHF,0.2783078880407125,0.2688715206961521,0.01290657881846611,EUR
is,EURCAD,EURGBP,0.37849872773536897,0.26152989821882955,0.1583934532141703,EUR
is,EURCAD,EURJPY,0.3062977099236641,0.2620561641706971,0.059952456548740284,EUR
is,EURCAD,EURNZD,0.2776717557251908,0.26426745236291593,0.018218989230970987,EUR
is,EURCAD,EURUSD,0.34764631043257,0.2636744167977779,0.1140417982892906,EUR
is,EURCAD,GBPAUD,0.25763358778625955,0.258594463220869,-0.0012960186927976531,none
is,EURCAD,GBPCAD,0.32633587786259544,0.26398459200124313,0.08471464752468554,CAD
is,EURCAD,GBPCHF,0.30470737913486007,0.2584949157974477,0.06232251716400745,none
is,EURCAD,GBPJPY,0.2789440203562341,0.2675464473709768,0.015560813302560343,none
is,EURCAD,GBPNZD,0.22264631043256997,0.2623687673600994,-0.05385137609394216,none
is,EURCAD,GBPUSD,0.3256997455470738,0.2617611638793388,0.08660961539726503,none
is,EURCAD,NZDCAD,0.2948473282442748,0.25014750014567916,0.059611494403605754,CAD
is,EURCAD,NZDCHF,0.21501272264631044,0.25969798282928347,-0.0603608515802118,none
is,EURCAD,NZDJPY,0.2121501272264631,0.26425227745080904,-0.07081523819581036,none
is,EURCAD,NZDUSD,0.21151399491094147,0.2668301915195307,-0.07544800122530246,none
is,EURCAD,USDCAD,0.24013994910941475,0.2625466173299924,-0.030383843571850692,CAD
is,EURCAD,USDCHF,0.36863867684478374,0.26188681215158405,0.14462804140429883,none
is,EURCAD,USDJPY,0.2919847328244275,0.26553546801856925,0.036011629771288876,none
is,EURCHF,EURGBP,0.2681297709923664,0.2740871379872968,-0.008206724672728182,EUR
is,EURCHF,EURJPY,0.29866412213740456,0.2773328493548032,0.029517424119190745,EUR
is,EURCHF,EURNZD,0.2964376590330789,0.2789068924046125,0.024311377329518248,EUR
is,EURCHF,EURUSD,0.3056615776081425,0.2769911103341556,0.039654377261167086,EUR
is,EURCHF,GBPAUD,0.23695928753180662,0.2701728199923599,-0.04550876340369458,none
is,EURCHF,GBPCAD,0.2544529262086514,0.28352148201024285,-0.04057142687704005,none
is,EURCHF,GBPCHF,0.32665394402035625,0.26764690528912455,0.0805718432234208,CHF
is,EURCHF,GBPJPY,0.26622137404580154,0.287592405098123,-0.029998320070219058,none
is,EURCHF,GBPNZD,0.3597328244274809,0.27626645769801034,0.1153274815258498,none
is,EURCHF,GBPUSD,0.2541348600508906,0.27253373281795285,-0.025291719488703072,none
is,EURCHF,NZDCAD,0.22105597964376592,0.24555101926849637,-0.03246745671387931,none
is,EURCHF,NZDCHF,0.3212468193384224,0.2707881120952548,0.06919622140027278,CHF
is,EURCHF,NZDJPY,0.2598600508905852,0.27941221697777263,-0.027133635273669767,none
is,EURCHF,NZDUSD,0.3466921119592875,0.2866410392751005,0.08418072245586493,none
is,EURCHF,USDCAD,0.2903944020356234,0.2789506973175611,0.01587090463230398,none
is,EURCHF,USDCHF,0.32092875318066155,0.27490982055565266,0.0634664955195976,CHF
is,EURCHF,USDJPY,0.2678117048346056,0.2805325301555853,-0.017680890178023784,none
is,EURGBP,EURJPY,0.2678117048346056,0.2660795392006423,0.0023601544397286196,EUR
is,EURGBP,EURNZD,0.26240458015267176,0.26874658058647194,-0.008672780551079706,EUR
is,EURGBP,EURUSD,0.4347964376590331,0.26576602551651357,0.23021328080252318,EUR
is,EURGBP,GBPAUD,0.2923027989821883,0.2613527564115015,0.041900978903441355,GBP
is,EURGBP,GBPCAD,0.26049618320610685,0.26734482337211635,-0.009347699142086226,GBP
is,EURGBP,GBPCHF,0.4576972010178117,0.2614009114659208,0.2657683885604114,GBP
is,EURGBP,GBPJPY,0.27544529262086515,0.27173118229965876,0.00509991672159527,GBP
is,EURGBP,GBPNZD,0.2582697201017812,0.26675229363738195,-0.011568496514881472,GBP
is,EURGBP,GBPUSD,0.3320610687022901,0.2638608658845315,0.09264580519782677,GBP
is,EURGBP,NZDCAD,0.280852417302799,0.2505466003340908,0.04043722662705628,none
is,EURGBP,NZDCHF,0.25095419847328243,0.26179363819124757,-0.014683481853781854,none
is,EURGBP,NZDJPY,0.2643129770992366,0.268186626329727,-0.005293220061096753,none
is,EURGBP,NZDUSD,0.3008905852417303,0.27241759415729466,0.03913369929754891,none
is,EURGBP,USDCAD,0.2436386768447837,0.2658517131868772,-0.03025687962648319,none
is,EURGBP,USDCHF,0.3839058524173028,0.2637573729839624,0.16319141954643057,none
is,EURGBP,USDJPY,0.3393765903307888,0.26915468455606706,0.09608313043926031,none
is,EURJPY,EURNZD,0.3301526717557252,0.26934174063930494,0.08322759694748143,EUR
is,EURJPY,EURUSD,0.3384223918575064,0.2666242173791996,0.09790093452735509,EUR
is,EURJPY,GBPAUD,0.1940203562340967,0.26304394978277623,-0.09366039335498268,none
is,EURJPY,GBPCAD,0.25127226463104324,0.27076413573412583,-0.026729172354551113,none
is,EURJPY,GBPCHF,0.2961195928753181,0.261899154413431,0.046362822460516366,none
is,EURJPY,GBPJPY,0.4732824427480916,0.27384524988831266,0.27464833470979044,JPY
is,EURJPY,GBPNZD,0.24872773536895673,0.26771357373631427,-0.02592679269535035,none
is,EURJPY,GBPUSD,0.3657760814249364,0.26417883087621163,0.13807329119071987,none
is,EURJPY,NZDCAD,0.2744910941475827,0.2481280228424917,0.03506324494863874,none
is,EURJPY,NZDCHF,0.30693384223918574,0.2630301911957993,0.059573201668361477,none
is,EURJPY,NZDJPY,0.3508269720101781,0.26919970346198424,0.11169572444740743,JPY
is,EURJPY,NZDUSD,0.236323155216285,0.2742752057313418,-0.05229537534721076,none
is,EURJPY,USDCAD,0.23950381679389313,0.26828556675666404,-0.03933467573571748,none
is,EURJPY,USDCHF,0.26685750636132316,0.2651961569838588,0.0022609426900178546,none
is,EURJPY,USDJPY,0.3285623409669211,0.2697053315333864,0.08059350831235795,JPY
is,EURNZD,EURUSD,0.2608142493638677,0.26955853955027226,-0.01197124021550029,EUR
is,EURNZD,GBPAUD,0.27608142493638677,0.26352610732345305,0.01704787873376511,none
is,EURNZD,GBPCAD,0.3012086513994911,0.2704675167854761,0.042138129996022906,none
is,EURNZD,GBPCHF,0.25254452926208654,0.26400846719629134,-0.01557618182173065,none
is,EURNZD,GBPJPY,0.31170483460559795,0.2764470391520826,0.048728700401139205,none
is,EURNZD,GBPNZD,0.35814249363867684,0.27048461385311656,0.12015905551841356,NZD
is,EURNZD,GBPUSD,0.29802798982188294,0.26732236450219815,0.041908779293942176,none
is,EURNZD,NZDCAD,0.31202290076335876,0.25153873608764055,0.08081134935367952,NZD
is,EURNZD,NZDCHF,0.5257633587786259,0.26434271992696623,0.3553565579147217,NZD
is,EURNZD,NZDJPY,0.32156488549618323,0.2723562875123827,0.06762732521328275,NZD
is,EURNZD,NZDUSD,0.3377862595419847,0.2772374497406911,0.08377413824162616,NZD
is,EURNZD,USDCAD,0.23027989821882952,0.2689301970229655,-0.05286813741553229,none
is,EURNZD,USDCHF,0.24141221374045801,0.2668064174905632,-0.03463506003856541,none
is,EURNZD,USDJPY,0.22487277353689566,0.27380447995778545,-0.06738089821601397,none
is,EURUSD,GBPAUD,0.2872137404580153,0.2620218688693355,0.03413633890489824,none
is,EURUSD,GBPCAD,0.2360050890585242,0.27063960028876843,-0.04748614161662293,none
is,EURUSD,GBPCHF,0.30407124681933845,0.2614788093480696,0.057672600340242526,none
is,EURUSD,GBPJPY,0.23091603053435114,0.2754490357658515,-0.06146290244547782,none
is,EURUSD,GBPNZD,0.2430025445292621,0.26663868412874153,-0.032229869626268594,none
is,EURUSD,GBPUSD,0.4437022900763359,0.26740238687204193,0.24065039258256604,USD
is,EURUSD,NZDCAD,0.2678117048346056,0.24938298807373305,0.024551424319014494,none
is,EURUSD,NZDCHF,0.26653944020356235,0.2642602695711853,0.0030977946930345283,none
is,EURUSD,NZDJPY,0.23505089058524173,0.2700753970566336,-0.04798373192266455,none
is,EURUSD,NZDUSD,0.30407124681933845,0.2730718352012638,0.042644394754820646,USD
is,EURUSD,USDCAD,0.3094783715012723,0.2681392806039534,0.05648491550609946,USD
is,EURUSD,USDCHF,0.5190839694656488,0.26803942968228994,0.3429754961724128,USD
is,EURUSD,USDJPY,0.32665394402035625,0.2723160234122591,0.07467241598873565,USD
is,GBPAUD,GBPCAD,0.344147582697201,0.2657689593328542,0.1067492642276871,GBP
is,GBPAUD,GBPCHF,0.29389312977099236,0.2583472133196071,0.047927975313741246,GBP
is,GBPAUD,GBPJPY,0.2748091603053435,0.2673894376137107,0.010127785582922799,GBP
is,GBPAUD,GBPNZD,0.3486005089058524,0.26249836110949243,0.11674841553693559,GBP
is,GBPAUD,GBPUSD,0.29770992366412213,0.26005236761002015,0.05089219075202751,GBP
is,GBPAUD,NZDCAD,0.23505089058524173,0.24769159237029698,-0.01680255285845108,none
is,GBPAUD,NZDCHF,0.25699745547073793,0.2595616109524827,-0.0034630234191979667,none
is,GBPAUD,NZDJPY,0.27067430025445294,0.2636608605429624,0.009524741162967542,none
is,GBPAUD,NZDUSD,0.33174300254452926,0.26739176443356705,0.08783854041881958,none
is,GBPAUD,USDCAD,0.2862595419847328,0.26362059644283875,0.03074358874315896,none
is,GBPAUD,USDCHF,0.25,0.2612372247473276,-0.015210870287128654,none
is,GBPAUD,USDJPY,0.2732188295165394,0.26390376030275364,0.012654689307497385,none
is,GBPCAD,GBPCHF,0.25190839694656486,0.26252840743546413,-0.014400568911364426,GBP
is,GBPCAD,GBPJPY,0.29421119592875317,0.27891407519634315,0.021214005441272818,GBP
is,GBPCAD,GBPNZD,0.25190839694656486,0.26883236942291633,-0.023146501251695182,GBP
is,GBPCAD,GBPUSD,0.2989821882951654,0.2666269488633789,0.044118391562985006,GBP
is,GBPCAD,NZDCAD,0.2821246819338422,0.24389482936114834,0.05056155420864605,CAD
is,GBPCAD,NZDCHF,0.3056615776081425,0.2661845495924221,0.05379694307852737,none
is,GBPCAD,NZDJPY,0.30756997455470736,0.2715967325783916,0.04938643686162106,none
is,GBPCAD,NZDUSD,0.3012086513994911,0.27709460323472473,0.03335712843294226,none
is,GBPCAD,USDCAD,0.3193384223918575,0.27302094866266535,0.06371225366671508,CAD
is,GBPCAD,USDCHF,0.22582697201017812,0.26972687990857824,-0.06011436911837089,none
is,GBPCAD,USDJPY,0.31265903307888043,0.2721937136206774,0.05559902437708962,none
is,GBPCHF,GBPJPY,0.3301526717557252,0.26592657608660464,0.08749274061268543,GBP
is,GBPCHF,GBPNZD,0.31265903307888043,0.26253194824828907,0.06797187310219648,GBP
is,GBPCHF,GBPUSD,0.26717557251908397,0.2601798368717182,0.009455994843104517,GBP
is,GBPCHF,NZDCAD,0.3018447837150127,0.2507132208690247,0.06824031101321518,none
is,GBPCHF,NZDCHF,0.3336513994910941,0.2586061984862317,0.10122178099093374,CHF
is,GBPCHF,NZDJPY,0.28848600508905853,0.26347835693335664,0.03395371798115524,none
is,GBPCHF,NZDUSD,0.36259541984732824,0.266664582645404,0.13081440624807295,none
is,GBPCHF,USDCAD,0.20928753180661577,0.26156125970385047,-0.07078952531156534,none
is,GBPCHF,USDCHF,0.39153944020356235,0.25994917820769314,0.17781246655084404,CHF
is,GBPCHF,USDJPY,0.3520992366412214,0.264168815434221,0.11949809012088687,none
is,GBPJPY,GBPNZD,0.2830788804071247,0.2734611222798464,0.013237774910901353,GBP
is,GBPJPY,GBPUSD,0.3330152671755725,0.27145945020686446,0.08449195722350174,GBP
is,GBPJPY,NZDCAD,0.2878498727735369,0.2476648845249888,0.05341368151236169,none
is,GBPJPY,NZDCHF,0.3008905852417303,0.2687920041567119,0.04389801707241962,none
is,GBPJPY,NZDJPY,0.481234096692112,0.27682297230801106,0.2826571040793105,JPY
is,GBPJPY,NZDUSD,0.32156488549618323,0.2824861483402288,0.05446408743964527,none
is,GBPJPY,USDCAD,0.2763994910941476,0.2752781662555277,0.00154724859443829,none
is,GBPJPY,USDCHF,0.23727735368956743,0.2728822499660082,-0.04896716697505497,none
is,GBPJPY,USDJPY,0.41380407124681934,0.27857000935583914,0.18745278633375148,JPY
is,GBPNZD,GBPUSD,0.19338422391857507,0.26469791403634857,-0.09698556753625039,GBP
is,GBPNZD,NZDCAD,0.2970737913486005,0.2505550982848707,0.062070864658989935,NZD
is,GBPNZD,NZDCHF,0.3641857506361323,0.26267378309344835,0.1376757874805766,NZD
is,GBPNZD,NZDJPY,0.4074427480916031,0.26974822595160863,0.18855760031453192,NZD
is,GBPNZD,NZDUSD,0.4026717557251908,0.27464587825107317,0.1765012062872545,NZD
is,GBPNZD,USDCAD,0.32029262086513993,0.26725670771581556,0.07237993674973844,none
is,GBPNZD,USDCHF,0.23823155216284989,0.2645749972482826,-0.035820709095916295,none
is,GBPNZD,USDJPY,0.2684478371501272,0.27057890064034085,-0.0029215819121279113,none
is,GBPUSD,NZDCAD,0.34001272264631044,0.25069045850086435,0.11920609467582646,none
is,GBPUSD,NZDCHF,0.2748091603053435,0.26192899840724126,0.01745111496090057,none
is,GBPUSD,NZDJPY,0.29834605597964375,0.26740663584743185,0.042232733254417704,none
is,GBPUSD,NZDUSD,0.33174300254452926,0.27000205164811686,0.0845768827649516,USD
is,GBPUSD,USDCAD,0.3199745547073791,0.2649719729489993,0.07483059112596721,USD
is,GBPUSD,USDCHF,0.34541984732824427,0.26492027708175514,0.10951134650661863,USD
is,GBPUSD,USDJPY,0.30661577608142493,0.2693894910294013,0.05095229892665244,USD
is,NZDCAD,NZDCHF,0.2792620865139949,0.24840542023580597,0.04105493454711973,NZD
is,NZDCAD,NZDJPY,0.3097964376590331,0.2501693520191131,0.0795207368496891,NZD
is,NZDCAD,NZDUSD,0.3638676844783715,0.24916811131829925,0.1527633214426468,NZD
is,NZDCAD,USDCAD,0.26494910941475824,0.24626211564982614,0.02479243003825245,CAD
is,NZDCAD,USDCHF,0.2868956743002545,0.2477950852708661,0.05198129959502903,none
is,NZDCAD,USDJPY,0.2814885496183206,0.2511232469941534,0.04054779708715318,none
is,NZDCHF,NZDJPY,0.39408396946564883,0.2646963965451379,0.17596482910266825,NZD
is,NZDCHF,NZDUSD,0.38072519083969464,0.2676825157495354,0.15436293345619043,NZD
is,NZDCHF,USDCAD,0.31583969465648853,0.26403659136672947,0.07038815066357801,none
is,NZDCHF,USDCHF,0.24141221374045801,0.2628722709438067,-0.029113078178222684,CHF
is,NZDCHF,USDJPY,0.2318702290076336,0.265728189402327,-0.04611093590414992,none
is,NZDJPY,NZDUSD,0.3797709923664122,0.276698335696573,0.1425029994492035,NZD
is,NZDJPY,USDCAD,0.40935114503816794,0.26948458714527124,0.1914628431265019,none
is,NZDJPY,USDCHF,0.21564885496183206,0.267565061929828,-0.07088166370761251,none
is,NZDJPY,USDJPY,0.34064885496183206,0.273540132988883,0.09237774173135717,JPY
is,NZDUSD,USDCAD,0.38708651399491095,0.27430798354149266,0.15540825570025626,USD
is,NZDUSD,USDCHF,0.2865776081424936,0.2705984256939184,0.021907249739318232,USD
is,NZDUSD,USDJPY,0.3152035623409669,0.27774854078045175,0.05185869974009936,USD
is,USDCAD,USDCHF,0.26240458015267176,0.2669252876354007,-0.006166775918578573,USD
is,USDCAD,USDJPY,0.2566793893129771,0.2701771701338306,-0.01849459933081101,USD
is,USDCHF,USDJPY,0.3641857506361323,0.2691761317651782,0.13000344269055325,USD
oos,AUDCAD,AUDCHF,0.3559752996730839,0.2516797380765744,0.13937289540769093,AUD
oos,AUDCAD,AUDJPY,0.2666182346531057,0.2394289279772593,0.03574854168925511,AUD
oos,AUDCAD,AUDNZD,0.2361060661096985,0.2550597314239896,-0.02544320144019322,AUD
oos,AUDCAD,AUDUSD,0.349800217944061,0.26460860516196777,0.1158452674046539,AUD
oos,AUDCAD,CADCHF,0.2742462767889575,0.2577360707712578,0.022243039662259784,CAD
oos,AUDCAD,CADJPY,0.2826007991282238,0.2479708099040389,0.04604873012943285,CAD
oos,AUDCAD,CHFJPY,0.3192880494006538,0.24979782976903708,0.09262865716613822,none
oos,AUDCAD,EURAUD,0.2905920813657828,0.2502166180301409,0.05384950414553863,AUD
oos,AUDCAD,EURCAD,0.2117689792953142,0.25340977956352867,-0.055774639324729466,CAD
oos,AUDCAD,EURCHF,0.25063567017798766,0.2575505583909453,-0.009313614941876101,none
oos,AUDCAD,EURGBP,0.3287322920450418,0.25387158136373766,0.10033220664363773,none
oos,AUDCAD,EURJPY,0.33345441336723575,0.25792686088642985,0.10177912189494683,none
oos,AUDCAD,EURNZD,0.22884126407555394,0.24786380382976192,-0.025291349959047082,none
oos,AUDCAD,EURUSD,0.20123501634580457,0.24548156625754103,-0.05864210592214531,none
oos,AUDCAD,GBPAUD,0.349800217944061,0.25748234366788586,0.12433088087387262,AUD
oos,AUDCAD,GBPCAD,0.2382855067199419,0.25800800605989516,-0.026580474588712755,CAD
