N,B,D,R,A_bars,A_t,A_ratio,A_share,B_bars,B_t,B_ratio,B_share,agree
8,2,0.5,0.5,-0.7587239550906819,-3.1172963678118375,-0.04062136045791043,0.13066104078762306,0.26338861649206535,1.2295808143377742,0.11012100551316406,0.13218793828892006,False
8,2,0.5,0.62,-0.7361453739004755,-3.0355593956912386,-0.04636813260682804,0.13164556962025317,0.2624384100463022,1.2260448338277419,0.11103163340668643,0.13230481533426836,False
8,2,0.5,0.75,-0.7450460626467166,-3.0850071891102164,-0.051027962169003294,0.13234880450070324,0.27483382970223147,1.2860324617714043,0.11403923063986066,0.13265544647031324,False
8,2,0.5,1.0,-0.7169659753601358,-2.9741536389115515,-0.0469078380095882,0.13291139240506328,0.2550383923631969,1.1968618055675824,0.11519692634807255,0.1334735857877513,False
8,2,1.0,0.5,-0.8469521562274895,-3.37246388823507,-0.05057248965095762,0.12039381153305204,0.28500878010766684,1.2651270858428216,0.08002599663597199,0.11769518466573164,False
8,2,1.0,0.62,-0.8125194957978206,-3.2466156548722838,-0.05356726133555534,0.12123769338959213,0.28500878010766684,1.2651270858428216,0.08002599663597199,0.11769518466573164,False
8,2,1.0,0.75,-0.8215850887942597,-3.2978668832603324,-0.05844736275132156,0.1219409282700422,0.2963402256332728,1.3168184550909137,0.08261034218577679,0.11792893875642824,False
8,2,1.0,1.0,-0.8026248894783379,-3.22756881381111,-0.0565405828734753,0.12236286919831224,0.27756625031110715,1.2365783125563399,0.08042501668271596,0.118630201028518,False
8,3,0.25,0.5,-0.7642076254069536,-3.1150520907486334,-0.033672867066146805,0.12784810126582277,0.259238926031335,1.1832799732524155,0.10417435338951886,0.12517531556802244,False
8,3,0.25,0.62,-0.7339323727267271,-3.0045855323770048,-0.03923928813356903,0.1289732770745429,0.25724864523613,1.17603743878689,0.10279703197714629,0.12540906965871904,False
8,3,0.25,0.75,-0.735809068082327,-3.026839645944286,-0.04543148428743671,0.12981715893108298,0.27022145796473396,1.2374754742728034,0.10607205189989899,0.1257597007947639,False
8,3,0.25,1.0,-0.7072822600019784,-2.9149107519666653,-0.04128283713580738,0.13037974683544304,0.2590952100634496,1.190260472997936,0.1086230517330673,0.12669471715755026,False
8,3,0.5,0.5,-0.7756097209497472,-3.1047877807021,-0.04319485773497267,0.1219409282700422,0.22147949996680794,0.9906086972645902,0.08517253234553923,0.11968209443665265,False
8,3,0.5,0.62,-0.7514325911552167,-3.0198041270109983,-0.04928163918816486,0.12292545710267229,0.22047303665175733,0.9869244218376757,0.08622408809720672,0.11979897148200093,False
8,3,0.5,0.75,-0.7607081842795278,-3.070824587834573,-0.05417867377654295,0.12362869198312236,0.23404813986280004,1.049597833941781,0.08969117817740768,0.12014960261804582,False
8,3,0.5,1.0,-0.7308275200188561,-2.955962531866416,-0.04979059363986993,0.12419127988748242,0.21270221158533964,0.9570031314063733,0.09113274697739826,0.12096774193548387,False
8,3,1.0,0.5,-0.9265928947875253,-3.593304623596555,-0.08947013360511513,0.1119549929676512,0.31356206450191415,1.3266080770856914,0.09437706249064826,0.10659186535764376,False
8,3,1.0,0.62,-0.8892950724014312,-3.461434705957775,-0.09254740536091377,0.11279887482419128,0.31356206450191415,1.3266080770856914,0.09437706249064826,0.10659186535764376,False
8,3,1.0,0.75,-0.8984309707951663,-3.5144088300956007,-0.09733309199197149,0.11350210970464135,0.325845251137185,1.3802370984024572,0.09721397687161593,0.10682561944834035,False
8,3,1.0,1.0,-0.8779541446208121,-3.4408957615217663,-0.09513173579958223,0.11392405063291139,0.3051728653745407,1.2964551042528045,0.09466541660604344,0.10752688172043011,False
