mode,slice,slot,option,combos,eligible,survivors,eligibility_rate_pct,survival_rate_pct,base_rate_pct,enrichment,enrichment_uncond
B,trend,c2,coppock_curve_signals,7020,5988,239,85.2991452991453,3.9913159652638615,6.647790501489752,0.6003973747923341,0.6291596355045562
B,trend,c2,qqe_mod_signals,7020,6099,241,86.88034188034187,3.951467453680931,6.647790501489752,0.594403125789752,0.6344245696928787
B,trend,c2,aroon_signals,7020,5825,205,82.97720797720798,3.51931330472103,6.647790501489752,0.529395940490658,0.5396557543030712
B,trend,c2,volatility_quality_signals,7020,6212,218,88.4900284900285,3.5093367675466833,6.647790501489752,0.5278952107110251,0.5738778265271683
B,trend,c2,trend_direction_force_index_signals,7020,3455,119,49.21652421652421,3.444283646888567,6.647790501489752,0.5181095352082339,0.31326358420519745
B,trend,c2,adx_dmi_signals,7020,5124,73,72.99145299145299,1.4246682279469165,6.647790501489752,0.21430702842209787,0.19217009787377656
B,trend,c2,glitch_index_signals,7020,4401,42,62.69230769230769,0.9543285616905249,6.647790501489752,0.14355575156537537,0.11056361795477557
B,trend,exit_ind,adx_dmi_exit,273780,222856,14815,81.39966396376653,6.647790501489752,6.647790501489752,1.0,1.0
B,trend,vol,variance_volume_signals,22815,21665,6007,94.95945649791804,27.726748211400874,6.647790501489752,4.170821599324976,4.865609179885252
B,trend,vol,chaikin_volatility_volume_signals,22815,21848,3406,95.761560376945,15.58952764555108,6.647790501489752,2.345069033396511,2.7588255146810665
B,trend,vol,williams_vix_fix_volume_signals,22815,3780,358,16.568047337278106,9.470899470899472,6.647790501489752,1.4246687630690331,0.2899763752953088
B,trend,vol,efficiency_ratio_volume_signals,22815,19689,1708,86.29848783694938,8.674894611204225,6.647790501489752,1.304928999982807,1.383462706716166
B,trend,vol,waddah_attar_explosion_volume_signals,22815,18274,767,80.09642778873548,4.197220094122797,6.647790501489752,0.631370692741026,0.6212622342220723
B,trend,vol,fractal_dimension_volume_signals,22815,20628,751,90.41420118343196,3.6406825673841383,6.647790501489752,0.5476530234471545,0.6083023962200472
B,trend,vol,damiani_volatmeter_volume_signals,22815,21864,635,95.83168967784353,2.9043175997072814,6.647790501489752,0.43688464596717236,0.5143435707053662
B,trend,vol,choppiness_index_volume_signals,22815,22311,560,97.79092702169625,2.5099726592263907,6.647790501489752,0.3775649456257553,0.45359433007087413
B,trend,vol,volatility_ratio_volume_signals,22815,21958,482,96.2436993206224,2.195099735859368,6.647790501489752,0.33019989654719895,0.39041511981100235
B,trend,vol,mass_index_volume_signals,22815,9690,44,42.47205785667324,0.4540763673890609,6.647790501489752,0.06830485516763857,0.03563955450556868
B,trend,vol,vertical_horizontal_filter_volume_signals,22815,19099,64,83.71246986631601,0.3350960783287083,6.647790501489752,0.05040713576241824,0.0518393520080999
B,trend,vol,ttm_squeeze_volume_signals,22815,22050,33,96.64694280078895,0.14965986394557823,6.647790501489752,0.022512722672599246,0.02672966587917651
