pair,n,share_trending,med_trending,mean_trending,max_trending,share_ranging,med_ranging,mean_ranging,max_ranging,share_trend-in-range,med_trend-in-range,mean_trend-in-range,max_trend-in-range,share_neither,med_neither,mean_neither,max_neither,c_medium ranging,c_strong trending,c_weak neither,c_weak ranging,c_medium trending,c_strong ranging,c_medium neither,c_weak trending,c_strong trend-in-range,c_medium trend-in-range,c_weak trend-in-range,c_strong neither,trendiness,block
EURJPY,6001,0.32894517580403265,30.0,38.705882352941174,160,0.29911681386435596,23.0,42.73809523809524,153,0.1771371438093651,20.0,22.617021276595743,56,0.1948008665222463,17.0,24.872340425531913,74,0.14073703518425879,0.13340003335000833,0.0880440220110055,0.10571952642988161,0.1344005336001334,0.05586126396531599,0.07120226780056695,0.06369851592462898,0.06219776554944139,0.06753376688344172,0.04052026013006503,0.036685009171252295,0.029828361939676695,all
GBPAUD,6065,0.2882110469909316,25.0,31.78181818181818,86,0.3368507831821929,33.0,51.075,153,0.18944765045342127,20.0,22.096153846153847,133,0.18549051937345423,23.0,26.162790697674417,65,0.12687675301105428,0.12308199967002145,0.09321894076885003,0.14271572347797393,0.09222900511466754,0.07276027058241215,0.06731562448440852,0.06880052796568223,0.061211021283616565,0.07589506682065665,0.04850684705494143,0.02738821976571523,-0.04863973619126133,all
GBPNZD,5993,0.22860003337226764,22.5,31.136363636363637,151,0.3512431169697981,21.0,32.890625,186,0.18655097613882862,16.0,22.36,73,0.2336058735191056,16.0,22.950819672131146,74,0.13042752171008684,0.13076152304609218,0.11690046760187041,0.1576486305945224,0.051937207748830996,0.06462925851703406,0.0895123580494322,0.04425517702070808,0.10103540414161656,0.06295925183700735,0.02237808951235805,0.02755511022044088,-0.12264308359753046,all
GBPUSD,6039,0.32174201026660043,21.0,33.5,202,0.28498095711210464,24.0,33.745098039215684,127,0.20102666004305347,15.5,20.233333333333334,106,0.19225037257824143,20.0,22.764705882352942,71,0.11996685998342999,0.13968516984258492,0.10687655343827672,0.12692626346313174,0.10140845070422536,0.03827671913835957,0.07323943661971831,0.07257663628831815,0.08831814415907208,0.07605633802816901,0.036288318144159074,0.020381110190555097,0.03676105315449579,all
GBPCAD,6090,0.23940886699507388,22.5,31.695652173913043,113,0.4323481116584565,37.0,51.627450980392155,217,0.18144499178981938,14.0,21.25,86,0.14679802955665025,19.0,22.35,72,0.15724613867893525,0.09825829773250082,0.08133420966151823,0.18024975353269798,0.08642786723627999,0.09842260926717056,0.04124219520210319,0.054387117975681895,0.09069996713769307,0.04896483733158068,0.037955964508708515,0.024811041735129807,-0.1929392446633826,all
GBPCHF,6065,0.2408903544929926,19.0,31.085106382978722,105,0.39950535861500414,32.0,47.509803921568626,300,0.17658697444352844,18.0,19.833333333333332,67,0.18301731244847486,21.0,24.130434782608695,85,0.18627289226200297,0.10328328658637188,0.09651872628279162,0.14816036957597756,0.08397954132981356,0.06682065665731728,0.050321729087609304,0.05378650387724798,0.08744431611945223,0.05741626794258373,0.034317769344992574,0.0316779409338393,-0.15861500412201154,all
GBPJPY,6083,0.312510274535591,26.0,38.795918367346935,217,0.35771823113595264,21.0,41.056603773584904,203,0.16455696202531644,18.0,18.88679245283019,65,0.1652145323031399,15.0,22.333333333333332,114,0.150024675111038,0.12633656851455832,0.0776443493995723,0.13357460108570487,0.09590393156769206,0.07089981904918573,0.07369633163349235,0.09179141306135878,0.06547129462082579,0.07468333607501233,0.025497614739266327,0.01447606514229314,-0.04520795660036164,all
AUDNZD,5896,0.3212347354138399,21.0,31.566666666666666,133,0.330393487109905,26.0,47.51219512195122,260,0.16536635006784262,14.0,16.25,43,0.1830054274084125,21.0,23.456521739130434,67,0.1390020366598778,0.14867617107942974,0.09334691106585201,0.14205702647657842,0.10896130346232179,0.048200950441276307,0.062457569585879155,0.062457569585879155,0.07824168363883231,0.043279022403258656,0.043957909029192124,0.029361846571622538,-0.009158751696065115,all
AUDUSD,5935,0.29587194608256107,24.0,33.76923076923077,152,0.31962931760741364,27.0,40.361702127659576,242,0.15518112889637742,14.0,18.058823529411764,71,0.22931760741364784,25.0,25.67924528301887,78,0.1155923050961863,0.12116098548768141,0.09939250759365507,0.1304421194735066,0.10732365845426932,0.07948025649679379,0.10158623017212284,0.07070536618292271,0.059399257509281135,0.060749240634492066,0.029868376645291933,0.024299696253796826,-0.023757371524852577,all
AUDCAD,6090,0.2799671592775041,23.0,32.78846153846154,115,0.277175697865353,22.0,35.91489361702128,196,0.20114942528735633,20.0,29.166666666666668,151,0.24170771756978654,21.0,23.0,67,0.1000657246138679,0.14278672362799869,0.12060466644758462,0.12224778179428196,0.0821557673348669,0.05750903713440684,0.08166283273085771,0.05372987183700296,0.09415050936575747,0.05931646401577391,0.0446927374301676,0.04107788366743345,0.002791461412151086,all
AUDCHF,5976,0.2898259705488621,24.0,31.490909090909092,193,0.31208165997322623,18.0,33.30357142857143,121,0.17653949129852745,17.0,21.53061224489796,70,0.2215528781793842,19.0,23.228070175438596,73,0.13898191560616208,0.13730743469524448,0.09075686537173476,0.11269256530475552,0.09176155391828533,0.056932350971198926,0.08673811118553248,0.06396517079705291,0.07150033489618218,0.0709979906229069,0.031982585398526456,0.04638312123241795,-0.022255689424364122,all
AUDJPY,6063,0.32376711199076363,20.0,31.158730158730158,125,0.27989444169553024,23.0,29.771929824561404,139,0.1891802737918522,17.0,19.116666666666667,58,0.20715817252185387,15.0,22.035087719298247,89,0.12609341475491004,0.16883974253177092,0.1051328602079551,0.10133685426638059,0.08780326786598448,0.05908565769929031,0.07245420036309622,0.07096880673378446,0.08318204324145899,0.07938603729988447,0.022280904439676515,0.023436210595807888,0.043872670295233396,all
NZDUSD,5962,0.31029855753102986,20.0,32.45614035087719,169,0.3134854075813485,24.0,35.94230769230769,138,0.15179469976517948,14.5,17.403846153846153,50,0.22442133512244214,18.0,24.327272727272728,70,0.14518294729775091,0.1456864719704599,0.11916750587445452,0.12168512923799933,0.10725075528700906,0.04968110104061766,0.07787848271231958,0.05706612957368244,0.06109432695535415,0.05740181268882175,0.03138637126552534,0.026518966096005372,-0.003186850050318657,all
NZDCAD,5988,0.2683700734802939,18.0,30.903846153846153,159,0.2845691382765531,20.5,35.5,154,0.21693386773547094,21.0,25.470588235294116,134,0.23012692050768202,19.5,27.56,91,0.12266042780748664,0.15324197860962566,0.10945855614973261,0.12182486631016043,0.06834893048128342,0.04461898395721925,0.08038101604278075,0.048462566844919786,0.07954545454545454,0.08155080213903744,0.05297459893048128,0.036931818181818184,-0.01619906479625921,all
NZDCHF,6090,0.2715927750410509,25.0,32.431372549019606,124,0.3362889983579639,21.5,39.38461538461539,143,0.2103448275862069,14.0,21.0,92,0.18177339901477832,20.0,20.12727272727273,54,0.13475760065735415,0.12769104354971242,0.06885784716516023,0.12308956450287592,0.09383730484798686,0.07395234182415776,0.07411668036154478,0.05406737880032868,0.08594905505341002,0.07674609695973705,0.045028759244042725,0.0419063270336894,-0.06469622331691299,all
NZDJPY,6051,0.3040819699223269,25.0,30.16393442622951,184,0.2956536109733928,21.0,36.51020408163265,312,0.1887291356800529,18.5,21.14814814814815,73,0.2115352834242274,16.0,21.333333333333332,94,0.11914611947708093,0.15058745656131062,0.07976170776104584,0.13039880853880523,0.10292900877047824,0.04716200562634453,0.07794141982459044,0.05411219592917425,0.07727949693860665,0.08671189806387555,0.024822108224391858,0.04914777428429588,0.008428358948934067,all
USDCAD,5991,0.30045067601402103,23.0,36.0,142,0.3673844099482557,21.0,40.018181818181816,190,0.15055917209147054,13.0,16.4,49,0.1816057419462527,21.0,25.904761904761905,96,0.1601803908468348,0.13729747786871555,0.09303490896943377,0.1668615333221981,0.10138633706363788,0.043427426089861366,0.06597628194421246,0.06898279605812593,0.057290796726240184,0.06113245364957408,0.02605645565391682,0.01837314180724904,-0.06693373393423468,all
USDCHF,6051,0.24392662369856222,18.0,26.357142857142858,114,0.3412659064617419,20.0,35.60344827586207,198,0.19319120806478268,16.0,22.056603773584907,86,0.22161626177491323,18.0,22.728813559322035,68,0.15916611515552614,0.13550628722700198,0.114162806088683,0.14493712772998016,0.07643944407677035,0.042356055592322965,0.07412309728656519,0.030939774983454665,0.0771012574454004,0.07726671078755791,0.03921244209133024,0.028788881535407016,-0.09733928276317966,all
USDJPY,6078,0.3520895031260283,25.0,40.37735849056604,162,0.2997696610727213,21.0,37.183673469387756,151,0.1918394208621257,20.0,24.80851063829787,103,0.15630141493912472,15.5,19.0,67,0.10470859400724399,0.15903852486005926,0.08363516628251565,0.14800790253539678,0.11359894632861377,0.04988475469213039,0.04576885083964439,0.08149489627922292,0.08231807704972012,0.0818241685874218,0.02667105696410932,0.02304906157392163,0.05231984205330703,all
CADCHF,6034,0.22141199867417966,19.0,27.26530612244898,138,0.40802121312562145,29.0,53.52173913043478,256,0.18263175339741464,16.0,23.956521739130434,82,0.18793503480278423,17.0,22.235294117647058,69,0.14664897146648972,0.12110152621101526,0.09207033842070339,0.18281353682813536,0.07067020570670206,0.08510285335102853,0.06851360318513604,0.033178500331785,0.07664233576642336,0.04993364299933643,0.05209024552090245,0.021234240212342402,-0.1866092144514418,all
CADJPY,5980,0.3250836120401338,24.0,32.94915254237288,140,0.30334448160535116,23.0,34.88461538461539,149,0.19013377926421404,16.0,18.639344262295083,60,0.181438127090301,14.5,20.865384615384617,116,0.12926992632283993,0.13613529805760213,0.09963161419959812,0.1275954454119223,0.11101808439383791,0.047722705961152044,0.06061620897521768,0.08137977227059612,0.09008707300736772,0.07853315472203617,0.020093770931011386,0.017916945746818486,0.02173913043478265,all
CHFJPY,5995,0.3017514595496247,25.0,36.18,165,0.31359466221851545,26.0,38.36734693877551,160,0.19849874895746455,19.0,22.452830188679247,65,0.18615512927439534,19.0,24.26086956521739,65,0.14171256885327993,0.14221331997996994,0.09480887998664664,0.11333667167417794,0.11483892505424804,0.06025705224503422,0.06092472041395426,0.04957436154231347,0.0684359873143048,0.06960440660991488,0.051243531964613585,0.033049574361542315,-0.011843202668890773,all
