c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,src_file,floor_p5,W1_exp,W1_n,W1_pf,W2_exp,W2_n,W2_pf,W3_exp,W3_n,W3_pf,scored,margin_worst_R,margin_mean_R
kalman_filter_signals,ichimoku_signals,variance_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.179074677443616,-23.637857422557317,0.5084925262257648,0.1893939393939394,-4.125366030993016,-26.113184121043567,23.137857422557303,13.088796906960113,-1.0216096067526357,132,80,52,3,1.0,0.05,2.9,1.65,0.75,"{""base"": {""length"": 20}, ""c1"": {""k"": 3, ""sharpness"": 1}, ""c2"": {""base_len"": 21, ""conversion_len"": 9, ""displacement"": 260, ""span_b_len"": 52}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""length"": 37}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""base_len"": 26, ""conversion_len"": 3, ""displacement"": 49, ""span_b_len"": 18}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 5}}","{""atr_len"": 43, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.15, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.3540100221303033,1.173498762493675,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4581554206928591,114,3.071937688466956,-0.1232110918722956,80,0.6712929677697843,-0.2650186552456474,52,0.2388611037625891,True,0.04341932194386161,0.1143231036305375
qqe_mod_signals,halftrend_signals,chaikin_volatility_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1710084075871374,-33.51764788707893,0.487477535917163,0.25,-4.802310465797405,-21.43248928838457,38.93302020484573,23.623242981615217,-0.8609054142403063,196,100,96,25,1.0,0.18,3.0,2.0,1.7,"{""base"": {""ma_length"": 20}, ""c1"": {""fast_factor"": 1.61, ""rsi_len"": 5, ""rsi_period"": 6}, ""c2"": {""amplitude"": 18}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}","{""base"": {""ma_length"": 25}, ""c1"": {""fast_factor"": 1.61, ""rsi_len"": 5, ""rsi_period"": 6}, ""c2"": {""amplitude"": 18}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 43, ""roc_len"": 12}}","{""atr_len"": 47, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.55, ""trail_arm"": 1.0, ""trail_mult"": 1.1}",full,full,,0.2211623531821604,0.4094657760680853,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5080508077649091,108,3.6382401550178622,-0.2170972742291115,100,0.3774365726348444,-0.1229991715017475,96,0.6131836831789439,True,0.0432074015733135,0.09025645293699548
hieken_ashi_smoothed_signals,supertrend_signals,efficiency_ratio_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1533471575064012,-27.909182666165023,0.5330112672564458,0.2692307692307692,-3.871141320027404,-21.276290838720055,30.434678714936535,17.08623128862207,-0.9170191322725524,182,126,56,2,1.0,0.05,1.15,1.75,1.7,"{""base"": {""ma_length"": 20}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 6, ""ma_len2"": 6, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""c2"": {""atr_period"": 28, ""factor"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 12}}","{""base"": {""ma_length"": 25}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 15, ""ma_len2"": 10, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""c2"": {""atr_period"": 66, ""factor"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 10}}","{""atr_len"": 2, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.5, ""trail_mult"": 0.5}",full,full,,0.1533168447707114,1.4788913480950074,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3899703495019156,126,2.7357339104955805,-0.1668423440213938,126,0.5154554345710103,-0.1229829878476678,56,0.5795144370193339,True,0.043191217919233804,0.06512089600609682
dpo_signals,donchian_breakout_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1485410346743646,-45.75063867970431,0.6008296075107955,0.1753246753246753,-3.3884787188643117,-25.51757363640044,45.25063867970436,21.855352984827224,-1.0110495677981273,308,128,180,4,1.0,0.01,2.25,1.9,1.65,"{""base"": {""length"": 25}, ""c1"": {""len"": 142}, ""c2"": {""length"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}","{""base"": {""length"": 200}, ""c1"": {""len"": 27}, ""c2"": {""length"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 12}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.85, ""trail_arm"": 1.6, ""trail_mult"": 1.45}",full,full,,0.1546322540979915,0.4184098061579988,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3661836977105586,108,2.2674562773748868,-0.1229602162967198,128,0.6791147931831002,-0.1667318388540232,180,0.5422661880128588,True,0.043168446368285804,0.06505425764693752
hieken_ashi_smoothed_signals,ichimoku_signals,variance_volume_signals,vidya,adx_dmi_exit,trend,A,False,-0.1514851288458722,-18.48118571919641,0.5082770375108526,0.319672131147541,-4.442446224275271,-22.276358601966308,18.87440261045419,10.3729265519587,-0.9791666576488104,122,60,62,2,1.0,0.2,2.7,2.0,1.8,"{""base"": {""vda_length"": 9}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 2, ""ma_len2"": 10, ""vol_factor1"": 1.010934, ""vol_factor2"": 0.82}, ""c2"": {""base_len"": 21, ""conversion_len"": 9, ""displacement"": 26, ""span_b_len"": 520}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 20}}","{""base"": {""vda_length"": 9}, ""c1"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 4, ""ma_len2"": 6, ""vol_factor1"": 1.53653, ""vol_factor2"": 1.010934}, ""c2"": {""base_len"": 26, ""conversion_len"": 17, ""displacement"": 21, ""span_b_len"": 97}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 25, ""atr_mult"": 1.05, ""be_pct"": 0.2, ""tp_mult"": 1.8, ""trail_arm"": 2.0, ""trail_mult"": 1.45}",full,full,,0.0993075661927855,1.7634279991093496,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3636323787585565,102,3.5354335355523503,-0.1228559088790961,60,0.5922424933367851,-0.1791908255879137,62,0.4304624774558434,True,0.043064138950662106,0.0712315973050709
ehlers_reverse_ema_signals,chandelier_exit_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1953795108264099,-45.71880553337993,0.4797472795294523,0.1752136752136752,-4.913309030236736,-29.602194972503263,50.13794026497678,24.69138488246066,-0.9118604651838124,234,98,136,15,1.0,0.02,2.55,1.0,1.75,"{""base"": {""fast_length"": 9, ""length"": 28, ""slow_length"": 7}, ""c1"": {""alpha"": 0.187382}, ""c2"": {""atr_mult"": 6, ""atr_period"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""base"": {""fast_length"": 9, ""length"": 12, ""slow_length"": 24}, ""c1"": {""alpha"": 0.1}, ""c2"": {""atr_mult"": 6, ""atr_period"": 63}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 5}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.7, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.1271186468721657,0.4432236605661387,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6147273699212252,100,3.719140194751634,-0.1227490172271608,98,0.6699908204816362,-0.2477161900376336,136,0.344899957057293,True,0.04295724729872681,0.10544083370396319
halftrend_signals,relative_vigor_index_signals,damiani_volatmeter_volume_signals,fantail_vma,adx_dmi_exit,trend,A,False,-0.2397451797341315,-28.769421568095783,0.3362647198091918,0.1833333333333333,-7.97006699142153,-77.49820932037812,28.269421568095773,19.993112403259467,-1.0176869554545218,120,66,54,39,1.0,0.01,1.05,1.0,1.65,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 39, ""fma_weighting"": 66}, ""c1"": {""amplitude"": 216}, ""c2"": {""len"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 62, ""threshold"": 1.4, ""viscosity"": 6}}","{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 7, ""fma_weighting"": 12}, ""c1"": {""amplitude"": 94}, ""c2"": {""len"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 142, ""threshold"": 1.725985, ""viscosity"": 13}}","{""atr_len"": 23, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.45, ""trail_arm"": 1.7, ""trail_mult"": 1.0}",full,full,,0.1401164534844866,0.5763424991566974,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6795497717948111,106,4.791172411065786,-0.3354807839244473,66,0.2188411194324593,-0.1227349968348566,54,0.5581540113945157,True,0.042943226906422605,0.14931612045121795
price_momentum_oscillator_signals,laguerre_filter_signals,variance_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1303916517397223,-22.688147402711692,0.6781823063445152,0.1839080459770115,-2.505715233077096,,29.469049772061993,16.26432227991493,-0.7698974883208176,174,112,62,3,1.0,0.05,2.1,1.0,1.5,"{""base"": {""length"": 20}, ""c1"": {""s1"": 350, ""s2"": 200, ""sig"": 10}, ""c2"": {""alpha"": 0.2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 25}}","{""base"": {""length"": 20}, ""c1"": {""s1"": 100, ""s2"": 20, ""sig"": 10}, ""c2"": {""alpha"": 0.246569}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 4, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 45, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 1.7, ""trail_mult"": 1.15}",full,full,,0.1958868201785843,0.7574971813466141,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5965057837541623,120,3.4682997948448113,-0.1226859346261266,112,0.7044983940187923,-0.1443116568481535,62,0.6271948864756037,True,0.04289416469769261,0.05370702580870605
mama_fama_signals,center_of_gravity_signals,fractal_dimension_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1443233146475791,-17.60744438700465,0.5893012184774922,0.2295081967213114,-3.4465071561039453,-36.27756502501422,17.757444387004636,9.254231114626874,-0.9915528385317788,122,68,54,5,1.0,0.01,1.3,1.15,0.5,"{""base"": {""ma_length"": 20}, ""c1"": {""fast_limit"": 0.405565, ""slow_limit"": 0.017556}, ""c2"": {""length"": 12, ""signal_length"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 30}}","{""base"": {""ma_length"": 25}, ""c1"": {""fast_limit"": 0.405565, ""slow_limit"": 0.05}, ""c2"": {""length"": 4, ""signal_length"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 3}}","{""atr_len"": 43, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.65, ""trail_arm"": 1.0, ""trail_mult"": 1.2}",full,full,,0.3139341982075074,0.9982473176689174,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5075774776956133,128,3.1635870241891504,-0.161674904494921,68,0.5808313499258118,-0.1224731644694448,54,0.6026481056983659,True,0.0426813945410108,0.0622822645537489
schaff_trend_cycle_signals,kuskus_starlight_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,A,False,-0.1270443539758871,-18.8025643884313,0.5907263929499716,0.3243243243243243,-3.624009929853507,-18.44394971163731,22.61412425722767,13.333235084568075,-0.8314522452675495,148,68,80,4,1.0,0.01,2.35,1.0,1.85,"{""base"": {""length"": 20}, ""c1"": {""cycleLen"": 10, ""d1"": 3, ""d2"": 3, ""lowerBand"": 2, ""macdFast"": 12, ""macdSlow"": 50, ""stc_midline"": 62, ""upperBand"": 75}, ""c2"": {""index_smooth"": 0.862993, ""price_smooth"": 0.161709, ""range_periods"": 37}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}","{""base"": {""length"": 57}, ""c1"": {""cycleLen"": 10, ""d1"": 3, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 23, ""macdSlow"": 50, ""stc_midline"": 41, ""upperBand"": 92}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.373569, ""range_periods"": 130}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 100, ""roc_len"": 6}}","{""atr_len"": 29, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.6, ""trail_arm"": 1.95, ""trail_mult"": 0.7}",full,full,,0.2245666346901622,0.8343925470240601,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5476197932864892,100,4.283899469135698,-0.1221142104962604,68,0.6459649908710385,-0.1312349759335699,80,0.5331099275369985,True,0.0423224405678264,0.04688282328648115
bears_bulls_impulse_signals,kase_peak_oscillator_signals,efficiency_ratio_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1409333358234878,-27.341067149756647,0.5976473417912923,0.2319587628865979,-3.328359364619978,-18.16124391190449,29.3667766087971,17.827573973725936,-0.9310203674708504,194,122,72,11,1.0,0.01,2.75,1.65,1.75,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 300}, ""c1"": {""length"": 5}, ""c2"": {""long_cycle"": 650, ""sharpness"": 40, ""short_cycle"": 53}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.160101, ""length"": 66}}","{""base"": {""fast_length"": 2, ""length"": 5, ""slow_length"": 130}, ""c1"": {""length"": 11}, ""c2"": {""long_cycle"": 65, ""sharpness"": 40, ""short_cycle"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 66}}","{""atr_len"": 39, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.1}",full,full,,0.0666361562907366,0.6960553684320977,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3583783181775027,106,2.28707934144085,-0.1220277525088428,122,0.6563223199866246,-0.1729677964399696,72,0.4944745067095614,True,0.04223598258040881,0.06770600454597221
mama_fama_signals,fx_sniper_ergodic_cci_signals,fractal_dimension_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.1554394449518136,-22.07240118315754,0.5898835241755722,0.1830985915492957,-3.2875391510859955,-41.20616862017161,21.57240118315755,11.317077215005265,-1.023177762908951,142,86,56,4,1.0,0.01,1.6,1.35,0.5,"{""base"": {""mci_length"": 14}, ""c1"": {""fast_limit"": 0.405565, ""slow_limit"": 0.011551}, ""c2"": {""cci_length"": 14, ""ema1_length"": 5, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 30}}","{""base"": {""mci_length"": 17}, ""c1"": {""fast_limit"": 0.405565, ""slow_limit"": 0.05}, ""c2"": {""cci_length"": 2, ""ema1_length"": 9, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 3}}","{""atr_len"": 33, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.55, ""trail_arm"": 1.95, ""trail_mult"": 1.95}",full,full,,0.209938039539087,0.9724123562540886,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4758495965322644,138,2.9036252319253153,-0.1219572145275939,86,0.6838457960449472,-0.2068585845318653,56,0.4388954192655306,True,0.0421654445991599,0.08461612960129562
chandelier_exit_signals,kase_peak_oscillator_signals,variance_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1736249177700617,-27.085487172129636,0.5706202580602004,0.1666666666666666,-3.626704456459204,-47.02201429727827,31.23299463699144,17.04303559113857,-0.8672074992146409,156,102,54,3,1.0,0.18,2.1,1.95,1.85,"{""base"": {""length"": 25}, ""c1"": {""atr_mult"": 13, ""atr_period"": 63}, ""c2"": {""long_cycle"": 65, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""length"": 25}, ""c1"": {""atr_mult"": 3, ""atr_period"": 3}, ""c2"": {""long_cycle"": 122, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 23, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 3.0, ""trail_arm"": 1.25, ""trail_mult"": 1.15}",full,full,,0.1741558037398835,1.0647272270305983,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5749744329979507,112,3.4874360328855984,-0.1218466114975612,102,0.6899151568317238,-0.2714283851736738,54,0.3627333565487661,True,0.0420548415691272,0.1168457284071835
ehlers_reverse_ema_signals,supertrend_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,trend,A,False,-0.1238775312625711,-32.70366825331878,0.6745289592216602,0.1893939393939394,-2.5041859687233345,-26.696897504078215,34.873634029675394,19.17975985416732,-0.9377763219482632,264,178,86,28,1.0,0.04,2.65,1.75,1.4,"{""base"": {""ma_length"": 57}, ""c1"": {""alpha"": 0.187382}, ""c2"": {""atr_period"": 8, ""factor"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""ma_length"": 16}, ""c1"": {""alpha"": 0.01}, ""c2"": {""atr_period"": 8, ""factor"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 3.0, ""trail_arm"": 1.55, ""trail_mult"": 1.4}",full,full,,0.1902794578690564,0.6429704855252621,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3744289568902634,184,2.2302665726394366,-0.1217877399265729,178,0.6946729900432389,-0.1282029133301022,86,0.6260155333032738,True,0.0419959699981389,0.045203556699903544
fx_sniper_ergodic_cci_signals,supertrend_signals,chaikin_volatility_volume_signals,kama_baseline,adx_dmi_exit,chop,B,False,-0.1298543220111601,-22.724506351953018,0.7973279250780204,0.2114285714285714,-1.5156223443444754,-7.314735282347436,33.09025970216384,19.887146869895957,-0.6867430644694219,175,70,105,40,1.0,0.05,2.1,2.0,1.5,"{""base"": {""fast_length"": 20, ""length"": 10, ""slow_length"": 85}, ""c1"": {""cci_length"": 14, ""ema1_length"": 4, ""ema2_length"": 3, ""trigger_length"": 6}, ""c2"": {""atr_period"": 100, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 5, ""roc_len"": 3}}","{""base"": {""fast_length"": 20, ""length"": 10, ""slow_length"": 56}, ""c1"": {""cci_length"": 14, ""ema1_length"": 4, ""ema2_length"": 3, ""trigger_length"": 3}, ""c2"": {""atr_period"": 10, ""factor"": 30}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 8, ""roc_len"": 10}}","{""atr_len"": 44, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.079395354403218,0.3759873895460818,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.6537377264230183,100,2.432811267295628,-0.0969943850896647,70,0.8517216589616116,-0.1517609466254903,105,0.7597810573190518,True,0.04196425907230449,0.0693475398402173
