c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,src_file,floor_p5,W1_exp,W1_n,W1_pf,W2_exp,W2_n,W2_pf,W3_exp,W3_n,W3_pf,scored,margin_worst_R,margin_mean_R
center_of_gravity_signals,j_tpo_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,chop,B,False,-0.1041321570245174,-27.803285925546156,0.813865119031325,0.2322097378277153,-1.3595666557914812,-5.18132929971061,33.48649708861404,15.595314777548476,-0.830283497613124,267,96,171,50,1.0,0.05,2.6,2.0,1.5,"{""base"": {""ma_length"": 37}, ""c1"": {""length"": 12, ""signal_length"": 9}, ""c2"": {""ema_len"": 200, ""len"": 400}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 25}}","{""base"": {""ma_length"": 37}, ""c1"": {""length"": 100, ""signal_length"": 3}, ""c2"": {""ema_len"": 200, ""len"": 32}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 87}}","{""atr_len"": 22, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.4, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0311460103698072,0.2576751965430814,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.2386536447888328,145,1.6136118906977388,-0.1059027916208911,96,0.7997373395377142,-0.1031381165493602,171,0.8211387863644783,True,0.048107990531999996,0.04949032806776544
dspo_signals,kase_peak_oscillator_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,A,False,-0.1312328619216746,-37.2701327857556,0.6449865831981765,0.2147887323943662,-2.848763548979859,-28.397221289341175,36.81756775111653,18.216029465135644,-1.0122920948417444,284,124,160,2,1.05,0.05,2.85,1.95,1.95,"{""base"": {""length"": 25}, ""c1"": {""len"": 61}, ""c2"": {""long_cycle"": 6, ""sharpness"": 40, ""short_cycle"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 15}}","{""base"": {""length"": 200}, ""c1"": {""len"": 5}, ""c2"": {""long_cycle"": 428, ""sharpness"": 40, ""short_cycle"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 10}}","{""atr_len"": 49, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.95, ""trail_arm"": 1.9, ""trail_mult"": 0.5}",full,full,,0.1337275018409678,0.479011285885821,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4323335034774097,110,2.691938714421822,-0.1357213309307063,124,0.6139492237004367,-0.127754298439675,160,0.6670271829398782,True,0.04796252851124101,0.05194604475675664
didi_index_signals,mama_fama_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1477986540863427,-30.74212004995929,0.5739269806669957,0.2163461538461538,-3.064657875500542,-17.872655715013586,35.19913621007977,20.76796489612,-0.8733771154633008,208,110,98,25,1.0,0.01,2.8,1.8,1.4,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 16}, ""c1"": {""long_p"": 20, ""medium"": 4}, ""c2"": {""fast_limit"": 0.17556, ""slow_limit"": 0.061642}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""fast_length"": 2, ""length"": 19, ""slow_length"": 37}, ""c1"": {""long_p"": 25, ""medium"": 8}, ""c2"": {""fast_limit"": 0.17556, ""slow_limit"": 0.05}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 20}}","{""atr_len"": 35, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 1.0, ""trail_mult"": 1.6}",full,full,,0.1144796669720826,0.6936127999186145,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4701190788789084,102,2.8713504944875075,-0.1659226330903121,110,0.5424879976888577,-0.1274554123471934,98,0.612805452647058,True,0.04766364241875941,0.06689725279031876
qqe_mod_signals,dpo_signals,efficiency_ratio_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.2246073645976607,-37.28482252321168,0.4306141900934727,0.1686746987951807,-5.89262141022071,-40.3110632625103,37.17719072787413,17.38540763272015,-1.0028951029712112,166,90,76,5,1.0,0.05,2.65,1.7,1.5,"{""base"": {""mci_length"": 17}, ""c1"": {""fast_factor"": 0.859209, ""rsi_len"": 5, ""rsi_period"": 5}, ""c2"": {""len"": 62}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}","{""base"": {""mci_length"": 11}, ""c1"": {""fast_factor"": 16.1, ""rsi_len"": 5, ""rsi_period"": 6}, ""c2"": {""len"": 216}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.243339, ""length"": 43}}","{""atr_len"": 50, ""atr_mult"": 1.2, ""be_pct"": 0.05, ""tp_mult"": 2.6, ""trail_arm"": 2.0, ""trail_mult"": 1.4}",full,full,,0.211278200170688,0.6518082646065394,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.45807257419434,124,3.0996326378872823,-0.1272431812393481,90,0.6529731420745056,-0.339907055416715,76,0.2047128900772351,True,0.04745141131091411,0.15378334839959756
parabolic_sar_signals,donchian_breakout_signals,chaikin_volatility_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1682306517136399,-59.21718940320126,0.5024489068645618,0.2244318181818181,-4.587406193298908,-20.62764091237214,59.08303257448257,36.32116377342096,-1.0022706489980784,352,224,128,4,1.0,0.01,1.45,1.55,1.8,"{""base"": {""ma_length"": 20}, ""c1"": {""sar_increment"": 0.00304, ""sar_maximum"": 0.2, ""sar_start"": 0.02}, ""c2"": {""length"": 57}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 120}}","{""base"": {""ma_length"": 16}, ""c1"": {""sar_increment"": 0.016223, ""sar_maximum"": 0.246569, ""sar_start"": 0.024657}, ""c2"": {""length"": 20}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 66, ""roc_len"": 120}}","{""atr_len"": 7, ""atr_mult"": 1.0, ""be_pct"": 0.18, ""tp_mult"": 2.95, ""trail_arm"": 1.0, ""trail_mult"": 0.5}",full,full,,0.1216592477698919,0.3800207818910734,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.2409407343491854,304,1.9436080386844088,-0.1917405083369854,224,0.4539500181657041,-0.1270884026227853,128,0.5969618961387563,True,0.04729663269435132,0.07962268555145137
kalman_filter_signals,center_of_gravity_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1385328611689983,-30.75429517951764,0.6310943015609103,0.1756756756756756,-2.815354867485095,-23.396342584796336,40.86083921410183,24.240933505183836,-0.7526594110897205,222,120,102,7,1.0,0.05,2.9,2.0,1.8,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 30}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""length"": 12, ""signal_length"": 13}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 132}}","{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 37}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""length"": 12, ""signal_length"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 132}}","{""atr_len"": 4, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.95, ""trail_arm"": 1.0, ""trail_mult"": 1.45}",full,full,,0.0971499164239018,0.7683806333005087,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5828390180728121,118,3.7294899461522526,-0.1484598610437083,120,0.6087953121301514,-0.1268540377869865,102,0.6579396872763615,True,0.04706226785855251,0.0578651794869134
bears_bulls_impulse_signals,coral_signals,variance_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,trend,A,False,-0.1494853594882117,-31.989866930477312,0.589775175517587,0.1962616822429906,-3.4249193112052496,-26.900994271286095,32.547379232893604,18.138935126418342,-0.9828707467219712,214,150,64,12,1.0,0.01,1.45,1.0,2.0,"{""base"": {""cutoff_period"": 65}, ""c1"": {""length"": 130}, ""c2"": {""const_d"": 7, ""smooth_period"": 28}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""cutoff_period"": 18}, ""c1"": {""length"": 16}, ""c2"": {""const_d"": 7, ""smooth_period"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 132, ""hline"": 0, ""lookback"": 16}}","{""atr_len"": 40, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.65, ""trail_arm"": 1.2, ""trail_mult"": 1.3}",full,full,,0.1129349180119304,0.9192066477542916,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5066978558601908,178,3.144780044546986,-0.1591458125163801,150,0.5882832905479388,-0.1268436727034419,64,0.5941002473489859,True,0.04705190277500791,0.06320297268147702
j_tpo_signals,schaff_trend_cycle_signals,variance_volume_signals,lsma_baseline,adx_dmi_exit,trend,A,False,-0.1478731995364762,-29.574639907295246,0.623080040294746,0.175,-3.1206802157891476,-28.995957718220428,32.691505814031565,19.78968316038429,-0.9046582337177468,200,150,50,3,1.0,0.05,2.4,2.0,1.45,"{""base"": {""length"": 37, ""lsma_offset"": 0}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""cycleLen"": 2, ""d1"": 3, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 151, ""macdSlow"": 94, ""stc_midline"": 50, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 200}}","{""base"": {""length"": 57, ""lsma_offset"": 0}, ""c1"": {""ema_len"": 200, ""len"": 114}, ""c2"": {""cycleLen"": 66, ""d1"": 6, ""d2"": 2, ""lowerBand"": 25, ""macdFast"": 43, ""macdSlow"": 62, ""stc_midline"": 62, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 2, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 37}}","{""atr_len"": 3, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.6, ""trail_arm"": 1.4, ""trail_mult"": 0.8}",full,full,,0.0832351784371301,1.7069509355563193,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4809808112065611,142,2.8972020886481022,-0.154927328986643,150,0.6190311582295661,-0.1267108111859757,50,0.637222395943622,True,0.04691904125754172,0.061027300157875344
dspo_signals,kuskus_starlight_signals,volatility_ratio_volume_signals,rma_baseline,adx_dmi_exit,chop,B,False,-0.1051803159630636,-30.0815703654362,0.8284477002226615,0.2202797202797203,-1.23897005941738,-5.8788581816000915,37.53333817774536,24.467685417109728,-0.8014626949241745,286,156,130,5,1.0,0.05,1.85,2.0,1.5,"{""base"": {""ma_length"": 20}, ""c1"": {""len"": 140}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.567792, ""range_periods"": 30}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 140}}","{""base"": {""ma_length"": 200}, ""c1"": {""len"": 7}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.567792, ""range_periods"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 140}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.123978719071117,0.2955100370848395,,,,,,False,gate2_tuned_modeB.csv,-0.0550301260173602,0.5177663039301336,109,1.9804225546685783,-0.1084082159326707,156,0.8324110608105417,-0.101306835999535,130,0.8230747509325765,True,0.04627670998217479,0.04982739994874264
laguerre_filter_signals,kase_peak_oscillator_signals,chaikin_volatility_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1750424765294009,-30.807475869174564,0.5567110505061971,0.1590909090909091,-3.8942327918912607,-41.48575444131635,32.47131510970451,15.113708252626344,-0.9487597211597788,176,104,72,2,1.0,0.01,2.2,1.5,2.0,"{""base"": {""ma_length"": 37}, ""c1"": {""alpha"": 0.070224}, ""c2"": {""long_cycle"": 35, ""sharpness"": 40, ""short_cycle"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}","{""base"": {""ma_length"": 132}, ""c1"": {""alpha"": 0.162226}, ""c2"": {""long_cycle"": 281, ""sharpness"": 40, ""short_cycle"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 22}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.8, ""trail_arm"": 2.0, ""trail_mult"": 0.5}",full,full,,0.1470457023856604,0.7881579261086867,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4268468028712242,128,2.4377997570399135,-0.1258781871849189,104,0.6883016317325821,-0.2460575611380971,72,0.3557181072001847,True,0.04608641725648489,0.10617610423307401
bears_bulls_impulse_signals,mama_fama_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,trend,A,False,-0.1441013466763145,-50.43547133671008,0.6132258978809401,0.2114285714285714,-3.260521895172401,-24.206103818966763,49.93547133671016,33.234230131260226,-1.0100129224099732,350,182,168,2,1.0,0.02,2.25,1.0,1.35,"{""base"": {""length"": 43}, ""c1"": {""length"": 13}, ""c2"": {""fast_limit"": 0.266835, ""slow_limit"": 0.026683}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}","{""base"": {""length"": 4}, ""c1"": {""length"": 7}, ""c2"": {""fast_limit"": 0.075996, ""slow_limit"": 0.017556}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 43}}","{""atr_len"": 39, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.9, ""trail_arm"": 1.75, ""trail_mult"": 0.5}",full,full,,0.073239133387604,0.3508145235410852,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3639605917500285,174,2.427556141760026,-0.1609521474089937,182,0.5878292894446789,-0.1258463125492454,168,0.6436484494466564,True,0.04605454262081139,0.06360746005068553
coppock_curve_signals,dspo_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,trend,A,False,-0.1423582890361111,-27.61750807300556,0.6307286370050629,0.190721649484536,-2.9866195157379662,-33.55608232182225,32.70616800138467,18.605466686998383,-0.8444128358857671,194,114,80,44,1.2,0.01,2.5,1.0,1.9,"{""base"": {""ma_length"": 200}, ""c1"": {""long_roc"": 14, ""short_roc"": 2, ""smooth_len"": 5}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 5}}","{""base"": {""ma_length"": 16}, ""c1"": {""long_roc"": 140, ""short_roc"": 72, ""smooth_len"": 8}, ""c2"": {""len"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 200}}","{""atr_len"": 39, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.55, ""trail_arm"": 2.0, ""trail_mult"": 0.55}",full,full,,0.0315991485368922,0.2944369000440531,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4090708578225971,110,2.589021104727701,-0.1257345690180202,114,0.6883969376509936,-0.1660470900618906,80,0.5385849766754246,True,0.04594279908958619,0.06609905961152142
kase_peak_oscillator_signals,hieken_ashi_smoothed_signals,damiani_volatmeter_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,A,False,-0.1628978527781427,-18.570355216708272,0.5692055002551064,0.2017543859649122,-3.9967128484770567,-52.41013202404179,23.382855425982378,13.775328399602891,-0.7941868038953623,114,54,60,38,1.0,0.05,1.7,2.0,1.45,"{""base"": {""mci_length"": 11}, ""c1"": {""long_cycle"": 281, ""sharpness"": 40, ""short_cycle"": 15}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 15, ""ma_len2"": 8, ""vol_factor1"": 0.665127, ""vol_factor2"": 1.010934}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 62, ""threshold"": 1.725985, ""viscosity"": 7}}","{""base"": {""mci_length"": 11}, ""c1"": {""long_cycle"": 185, ""sharpness"": 40, ""short_cycle"": 80}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 15, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 1.010934}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 142, ""threshold"": 1.725985, ""viscosity"": 4}}","{""atr_len"": 38, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.3, ""trail_arm"": 1.0, ""trail_mult"": 1.45}",full,full,,0.1262652094848764,0.4857531503150123,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.5814292838481835,108,3.7497631322603935,-0.1256341447586828,54,0.6769407706205298,-0.1964351899956566,60,0.4668660737477568,True,0.04584237483024879,0.08124289744873571
j_tpo_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,trend,A,False,-0.1531108050681838,-34.90926355554592,0.5947594312032084,0.2061403508771929,-3.4392236852478617,-48.75972355571527,38.43048006717661,23.22345552748253,-0.9083743813380528,228,172,56,3,1.0,0.05,2.45,1.65,1.35,"{""base"": {""cutoff_period"": 65}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""cci_length"": 17, ""ema1_length"": 4, ""ema2_length"": 3, ""trigger_length"": 33}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 132}}","{""base"": {""cutoff_period"": 15}, ""c1"": {""ema_len"": 200, ""len"": 75}, ""c2"": {""cci_length"": 17, ""ema1_length"": 6, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 5}}","{""atr_len"": 8, ""atr_mult"": 1.0, ""be_pct"": 0.08, ""tp_mult"": 3.0, ""trail_arm"": 1.95, ""trail_mult"": 1.0}",full,full,,0.1901115065758919,1.5090612689822658,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.4552802284027964,174,2.71940113645249,-0.1254184851282356,172,0.6688597618729284,-0.2381657877408821,56,0.3648912326909793,True,0.04562671519980162,0.10200036650612486
j_tpo_signals,ehlers_reverse_ema_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,trend,A,False,-0.1284058596458193,-25.424360209872223,0.6559157685895632,0.2222222222222222,-2.875940908657946,-319.70486939841464,28.252071170680868,17.020440605389766,-0.8999113748607871,198,92,106,5,1.0,0.02,2.2,1.6,1.7,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 24}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""alpha"": 0.432876}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 87}}","{""base"": {""fast_length"": 13, ""length"": 19, ""slow_length"": 30}, ""c1"": {""ema_len"": 200, ""len"": 49}, ""c2"": {""alpha"": 0.081113}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 50, ""atr_mult"": 1.26, ""be_pct"": 0.05, ""tp_mult"": 2.9, ""trail_arm"": 1.6, ""trail_mult"": 1.25}",full,full,,0.1635848720113769,0.6746560809705022,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3851514311912033,100,2.5085434483842812,-0.132454304850392,92,0.650736026045092,-0.1248921147512845,106,0.6605496368298416,True,0.04510034482285051,0.048881439872404245
kalman_filter_signals,chandelier_exit_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,trend,A,False,-0.1434336477877543,-30.694800626579426,0.5595744732150328,0.2663551401869158,-4.293984820802489,-22.0468940536404,34.126814612969106,21.7581643780319,-0.8994335092415737,214,92,122,4,1.0,0.01,1.65,1.05,1.0,"{""base"": {""ma_length"": 37}, ""c1"": {""k"": 10, ""sharpness"": 1}, ""c2"": {""atr_mult"": 4, ""atr_period"": 18}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 132}}","{""base"": {""ma_length"": 132}, ""c1"": {""k"": 2, ""sharpness"": 1}, ""c2"": {""atr_mult"": 20, ""atr_period"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 2, ""hline"": 0, ""lookback"": 7}}","{""atr_len"": 25, ""atr_mult"": 1.0, ""be_pct"": 0.02, ""tp_mult"": 1.55, ""trail_arm"": 1.3, ""trail_mult"": 1.05}",full,full,,0.0852866038192361,0.3966690117844068,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3408606370466378,106,2.6836627992661137,-0.1688103909454078,92,0.5293770919097714,-0.124297087373786,122,0.586732234823928,True,0.04450531744535201,0.06676196923116291
bears_bulls_impulse_signals,halftrend_signals,efficiency_ratio_volume_signals,t3_baseline,adx_dmi_exit,trend,A,False,-0.1875359344070536,-36.381971274968414,0.5051815693977031,0.2164948453608247,-4.982603507415832,-108.403783524599,39.94066147897324,19.637912440399734,-0.9109005691886626,194,124,70,2,1.0,0.01,1.75,2.0,1.55,"{""base"": {""length"": 12, ""volume_factor"": 0.7}, ""c1"": {""length"": 5}, ""c2"": {""amplitude"": 500}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}","{""base"": {""length"": 12, ""volume_factor"": 0.567792}, ""c1"": {""length"": 16}, ""c2"": {""amplitude"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 43}}","{""atr_len"": 40, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 1.7, ""trail_arm"": 1.0, ""trail_mult"": 1.15}",full,full,,0.1362271412488916,0.7159093511987,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.3482172484871606,120,2.5476322154984943,-0.1236557968007779,124,0.6515154817432621,-0.3006950353095992,70,0.2871122885917868,True,0.043864026872343906,0.13238364612675452
supertrend_signals,coral_signals,variance_volume_signals,alma_baseline,adx_dmi_exit,trend,A,False,-0.2517140545593383,-37.25368007478207,0.3991341923422243,0.1351351351351351,-6.141032272772917,,42.69382678901408,29.740760644088255,-0.8725776740249515,148,78,70,8,1.0,0.05,3.0,1.7,1.35,"{""base"": {""length"": 11, ""offset"": 0.085, ""sigma"": 11}, ""c1"": {""atr_period"": 10, ""factor"": 3}, ""c2"": {""const_d"": 17, ""smooth_period"": 28}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}","{""base"": {""length"": 59, ""offset"": 0.129192, ""sigma"": 39}, ""c1"": {""atr_period"": 19, ""factor"": 3}, ""c2"": {""const_d"": 5, ""smooth_period"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 50, ""atr_mult"": 1.0, ""be_pct"": 0.01, ""tp_mult"": 2.95, ""trail_arm"": 2.0, ""trail_mult"": 0.65}",full,full,,0.1310785521051284,1.0702000627533654,,,,,,False,gate2_tuned_modeA_trend.csv,-0.079791769928434,0.6260657695683451,102,3.45610417292197,-0.366713041260965,78,0.1827537937612771,-0.1235723265203829,70,0.679627301613822,True,0.043780556591948905,0.16535091396223994
