si,ti,mi,ai,cti,so,to,mo,ao,cto,dec,held,signal,kind,scorable,was_independent,n_pairs
0.01647679928998047,9.762285966001196,0.2005303579809227,0.8214285714285714,28.0,-0.0017269682586951718,-0.940401769809023,-0.14135300776244958,0.5,28.0,0.09633007812761586,False,ra_cx2.5_m120,construction,True,True,28.0
0.005188573784820266,3.3555621021326463,0.3858030704862653,0.5714285714285714,28.0,-0.009301172586982459,-5.060193638114861,-0.3616291199397537,0.6785714285714286,28.0,1.5080017845292826,False,rc_cx3_s30,construction,True,True,28.0
-0.0029554303661707415,-1.8779425861939139,-0.20772048103193216,0.5,28.0,-0.00838787182440287,-4.612777664317458,-0.23527940404723133,0.5714285714285714,28.0,2.4562932318747412,True,cx1.5_x150_ch,construction,True,True,28.0
-0.005391746847760531,-2.8921129902803195,-0.4051477332340753,0.6071428571428571,28.0,0.008807670122212785,4.494828806395357,0.36904314253539866,0.6785714285714286,28.0,1.5541677733551114,False,za_cx4_m750_ch,construction,True,True,28.0
0.011286034110062126,6.547469055061717,0.24173784911997254,0.6428571428571429,28.0,-0.01639778910101461,-7.983631150481495,-0.5300248211911198,0.7142857142857143,28.0,1.2193461447991891,False,zb_cx2_s90_ch,construction,True,False,28.0
-0.0039886636699222044,-2.346184110772817,-0.17085186388966903,0.5714285714285714,28.0,-0.002489186163646684,-1.1231521957012265,-0.5655222928774672,0.5,28.0,0.47871443274384284,True,zc_cx2_s150_ch,construction,True,False,28.0
0.008045357744323772,4.807056437678925,0.8658901356661209,0.5714285714285714,28.0,0.01026445819648622,4.988710349931415,0.3584682688267517,0.6785714285714286,28.0,1.0377890117595958,True,ra_cx2_x25_ch,construction,True,False,28.0
0.0065759913719423135,3.847719325554634,0.4908592473562778,0.6785714285714286,28.0,-0.002315583487299544,-1.1407143432957036,-0.1041878838038903,0.5357142857142857,28.0,0.29646506067104417,False,ra_cx2_m75_ch,construction,True,False,28.0
-0.00945569132440624,-5.082447880932258,-0.2664734414554182,0.6071428571428571,28.0,0.002697331219272764,1.3505788209021667,0.2238671650279857,0.5,28.0,0.26573392438889787,False,rb_dts_60_750_ch,construction,True,True,28.0
0.003808963534516596,2.2970172572606007,-0.04149652492507047,0.5714285714285714,28.0,-0.017091454483324664,-9.018308965512489,-0.7307918023368124,0.6428571428571429,28.0,3.9260954339836487,False,rb_pdm_50_ch,construction,True,False,28.0
0.004157034300326545,2.4062305034859723,0.48969508239272264,0.6071428571428571,28.0,-0.005625998008064348,-2.8735733523316345,0.04973822153320796,0.5714285714285714,28.0,1.1942219783884418,False,rc_ats_60_500_ch,construction,True,True,28.0
0.0007938563950593003,0.4382567473602883,0.19593821898068264,0.5357142857142857,28.0,-0.007210083441297449,-3.7239652543067874,-0.11695686701680458,0.6071428571428571,28.0,8.497222864763648,False,rc_ats_120_750_ch,construction,True,False,28.0
0.006714913676627909,4.0362037339804235,0.39495476997554524,0.6071428571428571,28.0,-0.004363669580371404,-2.303755988554797,0.22871531966084976,0.5714285714285714,28.0,0.5707729689558755,False,rc_cx1.5_x180_ch,construction,True,True,28.0
,,,,,,,,,,,,ts_dd0.02_ol,construction,False,,
-0.005312591337976513,-2.2686353500837435,0.08719848346645383,0.625,16.0,-0.0011821672088076773,-0.535816636928243,-0.40310351806214667,0.47368421052631576,19.0,0.23618455778204464,True,ra_oc750_fl_8_pl,construction,True,True,28.0
-0.005312591337976513,-2.2686353500837435,0.08715330778077428,0.625,16.0,-0.001148167258598648,-0.5204877971266284,-0.4087699033678307,0.47368421052631576,19.0,0.22942770291726933,True,ra_ep750_fl_8_pl,construction,True,False,28.0
0.014743428870540892,7.965409042333969,0.3422632530227209,0.6785714285714286,28.0,0.018375352680650048,8.507571404369015,0.6732868717445055,0.75,28.0,1.0680645977066088,True,za_xsctop_r20_pv,construction,True,True,28.0
0.009182235232591707,5.517144588610929,0.2699444787369518,0.75,28.0,-0.009267362003928109,-4.306212350703118,0.016730494751737043,0.6428571428571429,28.0,0.7805146813792871,False,rd_xsctop_r15_pd,construction,True,True,28.0
