s,ta,spa,aga,moa,cta,tb,spb,agb,mob,ctb,tsb,b
rb_ts_su3_v40,-0.192,-0.00045,0.464,-0.325,28.0,3.721,0.00825,0.679,0.466,28.0,3,trend-duration
rb_hz250_su3_v40,10.247,0.02502,0.786,0.825,28.0,1.631,0.00364,0.571,-0.178,28.0,4,trend-duration
rb_hz500_su3_v40,4.682,0.01203,0.571,0.712,28.0,2.128,0.00476,0.571,0.014,28.0,3,trend-duration
rb_hz750_su3_v40,0.452,0.00123,0.464,0.009,28.0,3.066,0.00675,0.536,0.151,28.0,2,trend-duration
rb_ts_su3_v40_pl,1.417,0.00448,0.429,0.328,21.0,-1.746,-0.00393,0.5,-0.221,28.0,3,trend-duration
rb_hz250_su3_v40_pl,6.994,0.02075,0.643,0.901,25.0,5.026,0.01103,0.464,0.738,28.0,3,trend-duration
rb_hz500_su3_v40_pl,1.266,0.00369,0.429,0.164,25.0,0.749,0.00172,0.536,-0.109,27.0,2,trend-duration
rb_hz750_su3_v40_pl,3.983,0.01196,0.571,0.911,25.0,-2.264,-0.00502,0.464,-0.785,28.0,1,trend-duration
rb_ts_su3_v40_ph,-2.003,-0.00692,0.321,-0.38,19.0,12.412,0.028,0.75,0.691,28.0,2,trend-duration
rb_hz250_su3_v40_ph,1.913,0.00601,0.5,0.248,23.0,-1.792,-0.00405,0.643,-0.494,28.0,5,trend-duration
rb_hz500_su3_v40_ph,8.254,0.02664,0.607,0.901,23.0,6.317,0.01409,0.607,0.363,28.0,3,trend-duration
rb_hz750_su3_v40_ph,-1.465,-0.00506,0.5,-0.459,23.0,6.165,0.01361,0.643,0.582,28.0,2,trend-duration
rb_ts_su3_v40_ol,2.002,0.00693,0.357,0.172,18.0,-0.146,-0.00035,0.357,-0.053,25.0,2,trend-duration
rb_hz250_su3_v40_ol,8.748,0.02686,0.679,0.897,25.0,-0.911,-0.00208,0.464,0.322,26.0,3,trend-duration
rb_hz500_su3_v40_ol,1.787,0.00529,0.536,0.23,24.0,-0.058,-0.00013,0.571,-0.312,26.0,2,trend-duration
rb_hz750_su3_v40_ol,-4.44,-0.0137,0.536,-0.78,24.0,-3.824,-0.00874,0.536,-0.814,27.0,5,trend-duration
rb_ts_su3_v40_oh,-1.245,-0.0042,0.393,-0.079,19.0,10.438,0.0237,0.679,0.817,28.0,2,trend-duration
rb_hz250_su3_v40_oh,1.126,0.00338,0.536,0.385,24.0,0.07,0.00016,0.536,-0.335,28.0,1,trend-duration
rb_hz500_su3_v40_oh,5.463,0.01666,0.643,0.907,24.0,7.29,0.01634,0.643,0.322,28.0,3,trend-duration
rb_hz750_su3_v40_oh,0.153,0.0005,0.429,-0.107,24.0,5.509,0.0123,0.607,0.564,28.0,2,trend-duration
rb_ts_su3_v40_ch,-0.436,-0.00109,0.5,-0.493,27.0,5.172,0.01148,0.643,0.496,28.0,2,trend-duration
rb_hz250_su3_v40_ch,9.443,0.02393,0.786,0.806,27.0,-0.692,-0.00154,0.5,-0.302,28.0,3,trend-duration
rb_hz500_su3_v40_ch,4.372,0.01151,0.5,0.756,27.0,3.654,0.00817,0.607,0.31,28.0,3,trend-duration
rb_hz750_su3_v40_ch,-1.333,-0.00366,0.536,-0.082,27.0,4.115,0.00897,0.571,0.346,28.0,2,trend-duration
rb_ts_sd3_v40,5.469,0.01274,0.643,0.811,28.0,-0.745,-0.00167,0.429,0.246,28.0,2,trend-duration
rb_hz250_sd3_v40,2.819,0.00679,0.536,0.263,28.0,-1.779,-0.00387,0.571,-0.861,28.0,3,trend-duration
rb_hz500_sd3_v40,1.955,0.00503,0.5,-0.002,28.0,-2.882,-0.00631,0.571,-0.549,28.0,2,trend-duration
rb_hz750_sd3_v40,3.542,0.00969,0.607,0.577,28.0,-3.873,-0.00865,0.536,-0.432,28.0,1,trend-duration
rb_ts_sd3_v40_pl,-2.5,-0.00686,0.536,-0.68,27.0,3.908,0.00857,0.607,0.822,28.0,2,trend-duration
rb_hz250_sd3_v40_pl,1.903,0.00515,0.643,0.666,27.0,-1.313,-0.00285,0.571,-0.006,28.0,4,trend-duration
rb_hz500_sd3_v40_pl,-3.111,-0.00861,0.607,-0.634,27.0,-4.281,-0.00927,0.607,-0.772,28.0,3,trend-duration
rb_hz750_sd3_v40_pl,1.476,0.00432,0.464,-0.166,27.0,-1.188,-0.00265,0.536,-0.141,28.0,4,trend-duration
rb_ts_sd3_v40_ph,8.565,0.02587,0.571,0.886,23.0,6.177,0.01406,0.643,0.675,27.0,5,trend-duration
rb_hz250_sd3_v40_ph,2.797,0.0081,0.5,-0.018,26.0,-1.737,-0.00392,0.464,-0.402,27.0,2,trend-duration
rb_hz500_sd3_v40_ph,3.925,0.012,0.643,0.438,26.0,8.025,0.01798,0.643,0.976,27.0,3,trend-duration
rb_hz750_sd3_v40_ph,2.663,0.00829,0.5,0.764,26.0,0.692,0.00157,0.536,0.235,27.0,4,trend-duration
rb_ts_sd3_v40_ol,0.096,0.0003,0.429,0.223,23.0,2.219,0.00494,0.464,0.722,28.0,4,trend-duration
rb_hz250_sd3_v40_ol,-4.48,-0.01351,0.607,-0.41,25.0,1.247,0.00274,0.5,0.465,28.0,3,trend-duration
rb_hz500_sd3_v40_ol,-3.144,-0.00952,0.607,-0.366,25.0,-4.292,-0.00934,0.571,-0.832,28.0,4,trend-duration
rb_hz750_sd3_v40_ol,3.164,0.00968,0.571,-0.196,25.0,-0.307,-0.00069,0.536,0.173,28.0,2,trend-duration
rb_ts_sd3_v40_oh,4.818,0.01416,0.536,0.566,24.0,3.492,0.00769,0.571,0.663,28.0,5,trend-duration
rb_hz250_sd3_v40_oh,4.457,0.01201,0.536,0.314,28.0,-1.692,-0.00372,0.5,-0.339,27.0,2,trend-duration
rb_hz500_sd3_v40_oh,3.993,0.01125,0.643,0.335,28.0,6.538,0.01447,0.536,0.504,27.0,3,trend-duration
rb_hz750_sd3_v40_oh,-3.989,-0.01168,0.607,-0.42,28.0,2.184,0.00495,0.571,0.174,27.0,3,trend-duration
rb_ts_sd3_v40_ch,4.649,0.01138,0.643,0.688,28.0,0.371,0.00083,0.607,0.354,28.0,4,trend-duration
rb_hz250_sd3_v40_ch,2.675,0.00659,0.536,0.079,28.0,-1.878,-0.00406,0.643,-0.741,28.0,3,trend-duration
rb_hz500_sd3_v40_ch,0.168,0.00043,0.429,-0.337,28.0,-2.733,-0.006,0.571,-0.593,28.0,2,trend-duration
rb_hz750_sd3_v40_ch,3.423,0.00934,0.607,0.414,28.0,-2.719,-0.00606,0.536,-0.228,28.0,1,trend-duration
rb_ts_sg4_v40,7.641,0.0197,0.607,0.84,25.0,1.638,0.00366,0.464,0.456,28.0,5,trend-duration
rb_hz250_sg4_v40,-1.464,-0.0037,0.5,-0.097,27.0,-3.445,-0.00764,0.5,-0.673,28.0,3,trend-duration
rb_hz500_sg4_v40,-0.069,-0.00019,0.429,0.203,27.0,4.951,0.0112,0.643,0.483,28.0,3,trend-duration
rb_hz750_sg4_v40,-5.194,-0.0152,0.607,-0.384,27.0,0.8,0.00175,0.5,0.055,28.0,1,trend-duration
rb_ts_sg4_v40_pl,6.048,0.02161,0.429,0.722,17.0,3.366,0.00882,0.464,0.692,20.0,2,trend-duration
rb_hz250_sg4_v40_pl,0.582,0.00175,0.464,0.193,25.0,4.694,0.01205,0.464,0.802,21.0,2,trend-duration
rb_hz500_sg4_v40_pl,0.603,0.00184,0.536,0.146,25.0,4.831,0.0124,0.571,0.815,21.0,2,trend-duration
rb_hz750_sg4_v40_pl,2.01,0.00632,0.5,0.3,25.0,1.941,0.00483,0.393,0.461,22.0,2,trend-duration
rb_ts_sg4_v40_ph,7.716,0.03177,0.5,0.902,16.0,6.069,0.01476,0.571,0.959,24.0,4,trend-duration
rb_hz250_sg4_v40_ph,2.06,0.00796,0.429,0.366,19.0,-2.815,-0.00672,0.5,-0.768,25.0,3,trend-duration
rb_hz500_sg4_v40_ph,5.845,0.02227,0.5,0.489,19.0,8.0,0.01892,0.571,0.718,25.0,2,trend-duration
rb_hz750_sg4_v40_ph,-4.216,-0.01731,0.321,-0.721,18.0,4.717,0.01119,0.571,0.456,25.0,2,trend-duration
rb_ts_sg4_v40_ol,5.683,0.04201,0.143,0.941,4.0,0.729,0.00199,0.393,0.407,20.0,3,trend-duration
rb_hz250_sg4_v40_ol,6.453,0.02299,0.571,0.4,21.0,1.382,0.0037,0.429,0.397,21.0,2,trend-duration
rb_hz500_sg4_v40_ol,0.904,0.00319,0.393,0.399,21.0,4.432,0.01317,0.393,0.715,17.0,3,trend-duration
rb_hz750_sg4_v40_ol,6.628,0.02379,0.464,0.635,19.0,1.975,0.0055,0.393,0.548,18.0,4,trend-duration
rb_ts_sg4_v40_oh,5.744,0.0231,0.429,0.891,15.0,6.691,0.01583,0.571,0.91,25.0,5,trend-duration
rb_hz250_sg4_v40_oh,3.666,0.01391,0.5,0.347,19.0,-2.277,-0.0053,0.5,-0.78,26.0,4,trend-duration
rb_hz500_sg4_v40_oh,5.321,0.0207,0.464,0.587,19.0,7.8,0.01807,0.607,0.83,27.0,3,trend-duration
rb_hz750_sg4_v40_oh,-5.421,-0.02214,0.321,-0.639,17.0,3.412,0.00754,0.536,0.883,28.0,2,trend-duration
rb_ts_sg4_v40_ch,8.037,0.02146,0.607,0.743,25.0,1.634,0.00367,0.464,0.442,28.0,5,trend-duration
rb_hz250_sg4_v40_ch,-1.626,-0.00433,0.5,-0.306,26.0,-3.606,-0.00804,0.5,-0.663,28.0,3,trend-duration
rb_hz500_sg4_v40_ch,-1.72,-0.00469,0.464,-0.153,26.0,4.894,0.01113,0.643,0.449,28.0,3,trend-duration
rb_hz750_sg4_v40_ch,-5.703,-0.01689,0.571,-0.578,26.0,0.484,0.00106,0.5,0.034,28.0,1,trend-duration
rb_ts_su4_v40,-0.124,-0.0005,0.214,0.081,11.0,3.337,0.00874,0.5,0.64,23.0,4,trend-duration
rb_hz250_su4_v40,4.743,0.01437,0.536,0.701,21.0,-0.401,-0.00106,0.357,-0.285,23.0,2,trend-duration
rb_hz500_su4_v40,1.015,0.0032,0.393,0.673,21.0,5.548,0.01448,0.643,0.437,23.0,3,trend-duration
rb_hz750_su4_v40,-2.775,-0.00928,0.5,-0.538,21.0,1.38,0.00341,0.429,0.697,25.0,1,trend-duration
rb_ts_su4_v40_pl,1.011,0.00747,0.107,-0.028,4.0,-0.719,-0.00333,0.107,0.007,6.0,3,trend-duration
rb_hz250_su4_v40_pl,1.677,0.00782,0.25,0.209,11.0,-1.587,-0.00877,0.107,-0.081,4.0,3,trend-duration
rb_hz500_su4_v40_pl,3.058,0.01403,0.25,0.969,11.0,-2.607,-0.01512,0.036,-0.569,4.0,3,trend-duration
rb_hz750_su4_v40_pl,2.396,0.01121,0.179,0.748,11.0,-1.099,-0.00494,0.143,-0.606,7.0,3,trend-duration
rb_ts_su4_v40_ph,3.575,0.02792,0.143,0.525,5.0,3.854,0.01516,0.214,0.794,10.0,3,trend-duration
rb_hz250_su4_v40_ph,3.295,0.01632,0.25,0.42,10.0,-1.493,-0.00483,0.286,-0.467,18.0,3,trend-duration
rb_hz500_su4_v40_ph,0.06,0.0003,0.179,-0.039,10.0,0.5,0.00162,0.321,-0.105,18.0,3,trend-duration
rb_hz750_su4_v40_ph,-4.76,-0.02432,0.179,-0.646,10.0,1.777,0.00576,0.286,0.373,17.0,2,trend-duration
rb_ts_su4_v40_ol,2.369,0.02985,0.036,0.66,1.0,2.03,0.00897,0.107,0.695,8.0,3,trend-duration
rb_hz250_su4_v40_ol,5.428,0.02477,0.357,0.448,12.0,0.019,8e-05,0.143,0.373,9.0,3,trend-duration
rb_hz500_su4_v40_ol,1.759,0.00781,0.25,0.37,12.0,3.511,0.01574,0.179,0.595,8.0,3,trend-duration
rb_hz750_su4_v40_ol,0.339,0.00153,0.214,0.095,12.0,-3.705,-0.01484,0.25,-0.766,10.0,2,trend-duration
rb_ts_su4_v40_oh,1.089,0.00865,0.107,0.55,4.0,4.759,0.02013,0.25,0.722,11.0,3,trend-duration
rb_hz250_su4_v40_oh,2.453,0.01769,0.179,0.704,6.0,2.19,0.00686,0.5,0.137,20.0,3,trend-duration
rb_hz500_su4_v40_oh,0.126,0.00087,0.107,0.449,6.0,3.686,0.01186,0.464,0.659,20.0,4,trend-duration
rb_hz750_su4_v40_oh,-6.088,-0.04336,0.107,-0.999,6.0,0.396,0.00121,0.321,0.025,20.0,1,trend-duration
rb_ts_su4_v40_ch,-0.243,-0.00101,0.214,-0.008,11.0,1.392,0.00366,0.464,0.471,23.0,4,trend-duration
rb_hz250_su4_v40_ch,4.095,0.01369,0.464,0.718,18.0,0.432,0.00115,0.464,-0.227,23.0,3,trend-duration
rb_hz500_su4_v40_ch,0.71,0.0024,0.357,0.465,18.0,5.851,0.01537,0.643,0.544,23.0,4,trend-duration
rb_hz750_su4_v40_ch,-3.603,-0.0128,0.429,-0.706,18.0,1.195,0.00296,0.429,0.887,25.0,1,trend-duration
rb_ts_sd4_v40,9.712,0.02985,0.5,0.939,17.0,-0.1,-0.00024,0.357,0.384,25.0,1,trend-duration
rb_hz250_sd4_v40,2.184,0.00626,0.429,0.201,22.0,-3.064,-0.00734,0.464,-0.963,25.0,3,trend-duration
rb_hz500_sd4_v40,-0.426,-0.0013,0.321,0.008,22.0,8.044,0.01904,0.75,0.683,26.0,3,trend-duration
rb_hz750_sd4_v40,-2.779,-0.00926,0.393,-0.283,21.0,0.449,0.00109,0.429,0.21,25.0,1,trend-duration
rb_ts_sd4_v40_pl,3.005,0.01226,0.286,0.47,13.0,4.942,0.01538,0.393,0.924,15.0,1,trend-duration
rb_hz250_sd4_v40_pl,2.814,0.01026,0.357,0.485,18.0,5.051,0.01592,0.393,0.92,16.0,3,trend-duration
rb_hz500_sd4_v40_pl,-1.939,-0.00722,0.25,-0.088,18.0,7.888,0.02228,0.571,0.914,19.0,4,trend-duration
rb_hz750_sd4_v40_pl,0.548,0.00213,0.321,0.121,16.0,2.42,0.00683,0.286,0.763,18.0,1,trend-duration
rb_ts_sd4_v40_ph,6.78,0.04124,0.321,0.804,10.0,5.11,0.01417,0.464,0.89,19.0,4,trend-duration
rb_hz250_sd4_v40_ph,4.226,0.02276,0.357,0.298,12.0,-1.3,-0.00347,0.393,-0.056,20.0,2,trend-duration
rb_hz500_sd4_v40_ph,6.695,0.03583,0.393,0.639,12.0,9.419,0.02475,0.571,0.719,20.0,3,trend-duration
rb_hz750_sd4_v40_ph,1.474,0.0087,0.25,0.002,11.0,-0.387,-0.00107,0.357,-0.168,19.0,3,trend-duration
rb_ts_sd4_v40_ol,6.295,0.05672,0.107,0.925,3.0,-1.059,-0.00397,0.179,0.112,12.0,1,trend-duration
rb_hz250_sd4_v40_ol,3.432,0.01854,0.25,0.659,10.0,1.116,0.00383,0.286,0.234,16.0,1,trend-duration
rb_hz500_sd4_v40_ol,-1.552,-0.0085,0.214,0.038,10.0,3.145,0.01166,0.286,0.574,14.0,2,trend-duration
rb_hz750_sd4_v40_ol,6.442,0.03579,0.214,0.591,8.0,-1.227,-0.00441,0.25,0.275,14.0,2,trend-duration
rb_ts_sd4_v40_oh,6.039,0.02815,0.321,0.846,11.0,3.45,0.00974,0.429,0.777,18.0,5,trend-duration
rb_hz250_sd4_v40_oh,2.754,0.01226,0.321,0.082,13.0,-0.357,-0.00095,0.393,0.241,21.0,3,trend-duration
rb_hz500_sd4_v40_oh,6.28,0.02951,0.357,0.452,13.0,6.341,0.01612,0.5,0.783,22.0,4,trend-duration
rb_hz750_sd4_v40_oh,-2.4,-0.01195,0.214,-0.182,11.0,-2.317,-0.00601,0.393,-0.5,21.0,3,trend-duration
rb_ts_sd4_v40_ch,8.675,0.02927,0.5,0.841,16.0,0.19,0.00047,0.571,0.413,24.0,5,trend-duration
rb_hz250_sd4_v40_ch,1.375,0.00444,0.357,0.031,20.0,-2.852,-0.007,0.464,-0.933,25.0,4,trend-duration
rb_hz500_sd4_v40_ch,-2.217,-0.00734,0.321,-0.422,20.0,7.838,0.01903,0.75,0.67,26.0,3,trend-duration
rb_hz750_sd4_v40_ch,-3.993,-0.01432,0.357,-0.373,18.0,1.095,0.00267,0.429,0.238,25.0,1,trend-duration
rb_ts_sg1_v60,-3.513,-0.00782,0.679,-0.845,28.0,-4.495,-0.00978,0.607,-0.808,28.0,6,trend-duration
rb_hz250_sg1_v60,-2.618,-0.0061,0.643,-0.828,28.0,-4.265,-0.00928,0.643,-0.785,28.0,6,trend-duration
rb_hz500_sg1_v60,-2.932,-0.00746,0.607,-0.685,28.0,-4.425,-0.00963,0.643,-0.749,28.0,5,trend-duration
rb_hz750_sg1_v60,-2.962,-0.00822,0.643,-0.869,28.0,-4.14,-0.00901,0.643,-0.824,28.0,5,trend-duration
rb_ts_sg1_v60_pl,-2.832,-0.00712,0.571,-0.515,28.0,-4.406,-0.00996,0.607,-0.508,28.0,5,trend-duration
rb_hz250_sg1_v60_pl,-3.068,-0.00778,0.571,-0.486,28.0,-3.964,-0.00897,0.607,-0.145,28.0,4,trend-duration
rb_hz500_sg1_v60_pl,-3.695,-0.00956,0.643,-0.475,28.0,-4.182,-0.00947,0.679,-0.437,28.0,5,trend-duration
rb_hz750_sg1_v60_pl,-3.697,-0.01035,0.643,-0.448,28.0,-2.95,-0.00666,0.571,-0.344,28.0,4,trend-duration
rb_ts_sg1_v60_ph,5.811,0.01419,0.714,0.729,28.0,0.072,0.00016,0.464,0.328,28.0,4,trend-duration
rb_hz250_sg1_v60_ph,0.447,0.00106,0.571,0.439,28.0,3.585,0.00814,0.607,-0.084,28.0,4,trend-duration
rb_hz500_sg1_v60_ph,7.152,0.01832,0.75,0.835,28.0,0.805,0.00179,0.5,0.44,28.0,5,trend-duration
rb_hz750_sg1_v60_ph,1.199,0.00334,0.464,0.396,28.0,-1.135,-0.00249,0.571,0.224,28.0,2,trend-duration
rb_ts_sg1_v60_ol,-5.812,-0.01453,0.643,-0.928,28.0,-4.214,-0.00928,0.607,-0.639,28.0,6,trend-duration
rb_hz250_sg1_v60_ol,-1.33,-0.00332,0.5,-0.198,28.0,-1.512,-0.00341,0.536,-0.232,28.0,4,trend-duration
rb_hz500_sg1_v60_ol,-3.659,-0.00942,0.536,-0.653,28.0,-3.288,-0.00729,0.643,-0.499,28.0,5,trend-duration
rb_hz750_sg1_v60_ol,-1.785,-0.00498,0.464,-0.365,28.0,-3.937,-0.0087,0.607,-0.588,28.0,4,trend-duration
rb_ts_sg1_v60_oh,4.159,0.0101,0.643,0.716,28.0,5.382,0.01189,0.607,0.835,28.0,4,trend-duration
rb_hz250_sg1_v60_oh,2.034,0.00493,0.5,0.73,28.0,-0.144,-0.00032,0.464,-0.375,28.0,1,trend-duration
rb_hz500_sg1_v60_oh,4.516,0.01165,0.679,0.672,28.0,4.566,0.01012,0.607,0.937,28.0,3,trend-duration
rb_hz750_sg1_v60_oh,-0.204,-0.00057,0.464,0.116,28.0,2.149,0.00466,0.571,0.789,28.0,1,trend-duration
rb_ts_sg1_v60_ch,-4.263,-0.01006,0.571,-0.783,28.0,-2.548,-0.00566,0.5,-0.721,28.0,5,trend-duration
rb_hz250_sg1_v60_ch,-5.65,-0.01327,0.679,-0.907,28.0,-3.198,-0.0071,0.536,-0.864,28.0,6,trend-duration
rb_hz500_sg1_v60_ch,-2.086,-0.00535,0.536,-0.608,28.0,-2.508,-0.00559,0.571,-0.705,28.0,4,trend-duration
rb_hz750_sg1_v60_ch,-3.035,-0.00854,0.679,-0.759,28.0,-2.081,-0.00463,0.5,-0.7,28.0,4,trend-duration
rb_ts_su1_v60,-0.305,-0.0007,0.536,-0.207,28.0,-4.53,-0.00986,0.643,-0.839,28.0,4,trend-duration
rb_hz250_su1_v60,-0.03,-7e-05,0.5,-0.139,28.0,-4.451,-0.00967,0.607,-0.815,28.0,4,trend-duration
rb_hz500_su1_v60,0.503,0.0013,0.464,0.005,28.0,-4.481,-0.00974,0.643,-0.805,28.0,3,trend-duration
rb_hz750_su1_v60,-0.012,-3e-05,0.607,-0.131,28.0,-4.608,-0.01002,0.643,-0.792,28.0,3,trend-duration
rb_ts_su1_v60_pl,-2.75,-0.00696,0.536,-0.55,28.0,-4.123,-0.00934,0.679,-0.509,28.0,5,trend-duration
rb_hz250_su1_v60_pl,-1.594,-0.00406,0.536,-0.337,28.0,-2.301,-0.00519,0.5,-0.225,28.0,4,trend-duration
rb_hz500_su1_v60_pl,-4.01,-0.01034,0.714,-0.582,28.0,-3.978,-0.00902,0.643,-0.439,28.0,5,trend-duration
rb_hz750_su1_v60_pl,-2.072,-0.00586,0.571,-0.282,28.0,-2.558,-0.00579,0.5,-0.362,28.0,4,trend-duration
rb_ts_su1_v60_ph,6.236,0.01513,0.714,0.79,28.0,0.15,0.00034,0.393,0.283,28.0,5,trend-duration
rb_hz250_su1_v60_ph,2.47,0.00595,0.607,0.611,28.0,2.09,0.00474,0.607,-0.19,28.0,4,trend-duration
rb_hz500_su1_v60_ph,6.432,0.01643,0.786,0.83,28.0,-0.244,-0.00054,0.571,0.275,28.0,1,trend-duration
rb_hz750_su1_v60_ph,-0.945,-0.00265,0.571,0.281,28.0,-0.96,-0.00212,0.571,0.152,28.0,4,trend-duration
rb_ts_su1_v60_ol,-5.925,-0.01495,0.607,-0.891,28.0,-3.661,-0.00811,0.536,-0.572,28.0,6,trend-duration
rb_hz250_su1_v60_ol,0.627,0.00158,0.571,0.133,28.0,-1.724,-0.00386,0.464,-0.351,28.0,4,trend-duration
rb_hz500_su1_v60_ol,-3.939,-0.01017,0.536,-0.734,28.0,-3.927,-0.00863,0.643,-0.68,28.0,5,trend-duration
rb_hz750_su1_v60_ol,-2.86,-0.008,0.464,-0.401,28.0,-4.178,-0.00917,0.679,-0.692,28.0,3,trend-duration
rb_ts_su1_v60_oh,5.014,0.01216,0.679,0.921,28.0,3.481,0.00769,0.571,0.717,28.0,4,trend-duration
rb_hz250_su1_v60_oh,0.632,0.00153,0.5,0.306,28.0,-2.185,-0.00491,0.536,-0.566,28.0,2,trend-duration
rb_hz500_su1_v60_oh,3.543,0.00909,0.607,0.616,28.0,1.526,0.00339,0.536,0.751,28.0,3,trend-duration
rb_hz750_su1_v60_oh,-1.207,-0.00338,0.5,-0.762,28.0,0.271,0.00059,0.536,0.462,28.0,1,trend-duration
rb_ts_su1_v60_ch,0.82,0.00195,0.464,-0.262,28.0,-1.713,-0.00385,0.571,-0.412,28.0,4,trend-duration
rb_hz250_su1_v60_ch,0.415,0.00099,0.464,-0.342,28.0,-2.471,-0.00548,0.464,-0.69,28.0,4,trend-duration
rb_hz500_su1_v60_ch,0.646,0.00166,0.464,-0.268,28.0,-1.672,-0.00373,0.643,-0.444,28.0,4,trend-duration
rb_hz750_su1_v60_ch,-0.558,-0.00158,0.571,-0.454,28.0,-2.042,-0.00458,0.536,-0.443,28.0,4,trend-duration
rb_ts_sd1_v60,-2.772,-0.00621,0.714,-0.904,28.0,-3.483,-0.00761,0.714,-0.889,28.0,5,trend-duration
rb_hz250_sd1_v60,-2.668,-0.00625,0.714,-0.953,28.0,-2.744,-0.006,0.607,-0.909,28.0,5,trend-duration
rb_hz500_sd1_v60,-0.408,-0.00104,0.536,-0.374,28.0,-3.128,-0.00684,0.679,-0.857,28.0,4,trend-duration
rb_hz750_sd1_v60,-1.467,-0.00409,0.571,-0.915,28.0,-3.424,-0.00749,0.714,-0.838,28.0,4,trend-duration
rb_ts_sd1_v60_pl,-3.436,-0.00868,0.607,-0.692,28.0,-3.494,-0.00793,0.643,-0.394,28.0,4,trend-duration
rb_hz250_sd1_v60_pl,-1.01,-0.00256,0.607,-0.294,28.0,-2.331,-0.00529,0.571,-0.104,28.0,3,trend-duration
rb_hz500_sd1_v60_pl,-3.164,-0.0082,0.607,-0.53,28.0,-3.491,-0.00788,0.607,-0.383,28.0,4,trend-duration
rb_hz750_sd1_v60_pl,-6.416,-0.01792,0.714,-0.59,28.0,-1.819,-0.00412,0.643,-0.258,28.0,2,trend-duration
rb_ts_sd1_v60_ph,4.268,0.01049,0.643,0.596,28.0,0.092,0.00021,0.393,0.305,28.0,4,trend-duration
rb_hz250_sd1_v60_ph,0.959,0.00231,0.643,0.511,28.0,1.926,0.00434,0.5,-0.177,28.0,4,trend-duration
rb_hz500_sd1_v60_ph,7.191,0.01852,0.714,0.867,28.0,-0.542,-0.00121,0.536,0.268,28.0,2,trend-duration
rb_hz750_sd1_v60_ph,-0.315,-0.00088,0.571,0.366,28.0,-1.744,-0.00382,0.607,0.173,28.0,3,trend-duration
rb_ts_sd1_v60_ol,-3.22,-0.00814,0.571,-0.745,28.0,-3.309,-0.0073,0.571,-0.653,28.0,6,trend-duration
rb_hz250_sd1_v60_ol,0.239,0.0006,0.5,0.143,28.0,-0.888,-0.00196,0.429,-0.292,28.0,4,trend-duration
rb_hz500_sd1_v60_ol,-3.571,-0.0092,0.643,-0.522,28.0,-2.734,-0.00605,0.5,-0.493,28.0,4,trend-duration
rb_hz750_sd1_v60_ol,-0.553,-0.00155,0.5,-0.201,28.0,-3.18,-0.00702,0.571,-0.657,28.0,4,trend-duration
rb_ts_sd1_v60_oh,3.709,0.00903,0.571,0.87,28.0,6.375,0.01416,0.607,0.804,28.0,3,trend-duration
rb_hz250_sd1_v60_oh,0.818,0.00199,0.571,0.603,28.0,-0.482,-0.00107,0.393,-0.42,28.0,3,trend-duration
rb_hz500_sd1_v60_oh,3.68,0.00949,0.607,0.642,28.0,6.223,0.01387,0.714,0.781,28.0,5,trend-duration
rb_hz750_sd1_v60_oh,0.028,8e-05,0.429,-0.031,28.0,3.05,0.00666,0.607,0.867,28.0,1,trend-duration
rb_ts_sd1_v60_ch,-1.488,-0.00352,0.5,-0.602,28.0,-4.048,-0.00908,0.536,-0.723,28.0,5,trend-duration
rb_hz250_sd1_v60_ch,-3.659,-0.00863,0.607,-0.899,28.0,-3.527,-0.00796,0.607,-0.652,28.0,4,trend-duration
rb_hz500_sd1_v60_ch,-0.369,-0.00095,0.5,-0.654,28.0,-3.769,-0.00849,0.536,-0.735,28.0,3,trend-duration
rb_hz750_sd1_v60_ch,-0.642,-0.00179,0.464,-0.651,28.0,-4.603,-0.01037,0.536,-0.775,28.0,3,trend-duration
rb_ts_sg1.5_v60,1.623,0.00367,0.5,0.277,28.0,-2.436,-0.00535,0.5,-0.786,28.0,5,trend-duration
rb_hz250_sg1.5_v60,0.158,0.00037,0.5,0.059,28.0,-2.979,-0.00652,0.536,-0.864,28.0,5,trend-duration
rb_hz500_sg1.5_v60,3.729,0.00962,0.607,0.469,28.0,-2.066,-0.00452,0.5,-0.768,28.0,3,trend-duration
rb_hz750_sg1.5_v60,4.716,0.01338,0.679,0.605,28.0,-2.196,-0.00482,0.5,-0.784,28.0,3,trend-duration
rb_ts_sg1.5_v60_pl,-1.84,-0.00467,0.536,-0.497,28.0,-4.934,-0.0112,0.607,-0.433,28.0,5,trend-duration
rb_hz250_sg1.5_v60_pl,-0.162,-0.00041,0.464,-0.223,28.0,-4.74,-0.01067,0.714,-0.311,28.0,5,trend-duration
rb_hz500_sg1.5_v60_pl,-3.087,-0.00797,0.643,-0.485,28.0,-4.762,-0.01073,0.607,-0.429,28.0,5,trend-duration
rb_hz750_sg1.5_v60_pl,-1.738,-0.00488,0.607,-0.096,28.0,-2.28,-0.00518,0.5,-0.283,28.0,3,trend-duration
rb_ts_sg1.5_v60_ph,6.267,0.01542,0.643,0.74,28.0,0.348,0.00078,0.5,0.299,28.0,4,trend-duration
rb_hz250_sg1.5_v60_ph,0.271,0.00065,0.607,0.396,28.0,-1.803,-0.00403,0.5,-0.297,28.0,3,trend-duration
rb_hz500_sg1.5_v60_ph,8.582,0.02217,0.75,0.929,28.0,0.697,0.00157,0.464,0.26,28.0,4,trend-duration
