day,pair,dir,size,entry,stop
2019-10-11,USDCHF,1,0.4596969206269153,0.0,0.0
2019-10-14,AUDCHF,1,1.379090761880746,0.0,0.0
2019-10-14,AUDJPY,1,2.758181523761492,0.0,0.0
2019-10-14,EURCHF,1,2.758181523761492,0.0,0.0
2019-10-14,EURGBP,-1,1.379090761880746,0.0,0.0
2019-10-14,EURJPY,1,0.4596969206269153,0.0,0.0
2019-10-14,GBPCAD,1,2.758181523761492,0.0,0.0
2019-10-14,GBPCHF,1,1.379090761880746,0.0,0.0
2019-10-14,GBPUSD,1,1.379090761880746,0.0,0.0
2019-10-14,NZDUSD,1,1.379090761880746,0.0,0.0
2019-10-14,USDCHF,1,0.4596969206269153,0.0,0.0
2019-10-15,AUDCHF,1,1.379090761880746,0.0,0.0
2019-10-15,AUDJPY,1,2.758181523761492,0.0,0.0
2019-10-15,EURCHF,1,2.758181523761492,0.0,0.0
2019-10-15,EURGBP,-1,1.379090761880746,0.0,0.0
2019-10-15,EURJPY,1,0.4596969206269153,0.0,0.0
2019-10-15,GBPCAD,1,2.758181523761492,0.0,0.0
2019-10-15,GBPCHF,1,1.379090761880746,0.0,0.0
2019-10-15,GBPUSD,1,1.379090761880746,0.0,0.0
2019-10-15,NZDCAD,-1,1.379090761880746,0.0,0.0
2019-10-15,NZDUSD,1,1.379090761880746,0.0,0.0
2019-10-15,USDCAD,-1,0.4596969206269153,0.0,0.0
2019-10-15,USDCHF,1,0.4596969206269153,0.0,0.0
2019-10-16,AUDJPY,1,2.758181523761492,0.0,0.0
2019-10-16,CHFJPY,1,0.4596969206269153,0.0,0.0
2019-10-16,EURCHF,1,2.758181523761492,0.0,0.0
2019-10-16,EURGBP,-1,1.379090761880746,0.0,0.0
2019-10-16,GBPCAD,1,2.758181523761492,0.0,0.0
2019-10-16,GBPCHF,1,1.379090761880746,0.0,0.0
2019-10-16,GBPUSD,1,1.379090761880746,0.0,0.0
2019-10-16,NZDCAD,-1,1.379090761880746,0.0,0.0
2019-10-16,NZDUSD,1,1.379090761880746,0.0,0.0
2019-10-16,USDCAD,-1,0.4596969206269153,0.0,0.0
2019-10-16,USDCHF,1,0.4596969206269153,0.0,0.0
2019-10-17,AUDCHF,-1,2.2984846031345763,0.0,0.0
2019-10-17,AUDJPY,1,2.2984846031345763,0.0,0.0
2019-10-17,CHFJPY,1,0.7661615343781921,0.0,0.0
2019-10-17,EURCHF,1,4.5969692062691525,0.0,0.0
2019-10-17,EURGBP,-1,0.7661615343781921,0.0,0.0
2019-10-17,GBPCAD,1,4.5969692062691525,0.0,0.0
2019-10-17,GBPCHF,1,0.7661615343781921,0.0,0.0
2019-10-17,GBPUSD,1,0.7661615343781921,0.0,0.0
2019-10-17,NZDCAD,-1,2.2984846031345763,0.0,0.0
2019-10-17,USDCAD,-1,0.7661615343781921,0.0,0.0
2019-10-17,USDCHF,1,0.7661615343781921,0.0,0.0
2019-10-18,AUDJPY,1,2.9551944897444553,0.0,0.0
2019-10-18,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-10-18,EURCHF,1,5.910388979488911,0.0,0.0
2019-10-18,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-10-18,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-10-18,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-10-18,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-10-18,NZDCAD,-1,2.9551944897444553,0.0,0.0
2019-10-18,USDCAD,-1,0.9850648299148184,0.0,0.0
2019-10-18,USDCHF,-1,0.9850648299148184,0.0,0.0
2019-10-21,AUDJPY,1,2.5857951785263986,0.0,0.0
2019-10-21,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-21,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-21,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-21,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-21,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-21,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-21,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-21,USDCAD,-1,0.8619317261754662,0.0,0.0
2019-10-21,USDCHF,-1,0.8619317261754662,0.0,0.0
2019-10-22,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-10-22,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-22,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-22,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-22,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-22,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-22,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-22,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-22,USDCHF,-1,0.8619317261754662,0.0,0.0
2019-10-23,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-10-23,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-23,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-23,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-23,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-23,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-23,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-23,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-24,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-10-24,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-24,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-24,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-24,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-24,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-24,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-24,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-24,USDCHF,-1,0.8619317261754662,0.0,0.0
2019-10-25,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-10-25,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-25,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-25,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-25,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-25,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-25,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-25,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-25,USDCHF,-1,0.8619317261754662,0.0,0.0
2019-10-28,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-10-28,AUDNZD,1,0.8619317261754662,0.0,0.0
2019-10-28,CADCHF,1,0.8619317261754662,0.0,0.0
2019-10-28,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-10-28,EURCHF,1,5.171590357052797,0.0,0.0
2019-10-28,EURGBP,-1,0.8619317261754662,0.0,0.0
2019-10-28,GBPCAD,1,0.8619317261754662,0.0,0.0
2019-10-28,GBPCHF,1,0.8619317261754662,0.0,0.0
2019-10-28,GBPUSD,1,0.8619317261754662,0.0,0.0
2019-10-28,USDCHF,-1,0.8619317261754662,0.0,0.0
2019-10-29,AUDJPY,1,0.9850648299148184,0.0,0.0
2019-10-29,AUDNZD,1,0.9850648299148184,0.0,0.0
2019-10-29,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-10-29,EURCHF,1,5.910388979488911,0.0,0.0
2019-10-29,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-10-29,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-10-29,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-10-29,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-10-30,AUDJPY,1,0.9850648299148184,0.0,0.0
2019-10-30,AUDNZD,1,0.9850648299148184,0.0,0.0
2019-10-30,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-10-30,EURCHF,1,5.910388979488911,0.0,0.0
2019-10-30,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-10-30,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-10-30,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-10-30,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-10-31,AUDJPY,1,0.9850648299148184,0.0,0.0
2019-10-31,AUDNZD,1,0.9850648299148184,0.0,0.0
2019-10-31,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-10-31,EURCHF,1,5.910388979488911,0.0,0.0
2019-10-31,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-10-31,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-10-31,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-10-31,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-10-31,USDCHF,-1,2.9551944897444553,0.0,0.0
2019-11-01,AUDNZD,1,0.9850648299148184,0.0,0.0
2019-11-01,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-11-01,EURAUD,-1,0.9850648299148184,0.0,0.0
2019-11-01,EURCHF,1,5.910388979488911,0.0,0.0
2019-11-01,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-11-01,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-11-01,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-11-01,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-11-01,USDCHF,-1,2.9551944897444553,0.0,0.0
2019-11-04,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-11-04,EURAUD,-1,0.9850648299148184,0.0,0.0
2019-11-04,EURCHF,1,5.910388979488911,0.0,0.0
2019-11-04,EURGBP,-1,0.9850648299148184,0.0,0.0
2019-11-04,GBPCAD,1,0.9850648299148184,0.0,0.0
2019-11-04,GBPCHF,1,0.9850648299148184,0.0,0.0
2019-11-04,GBPUSD,1,0.9850648299148184,0.0,0.0
2019-11-04,USDCHF,-1,5.910388979488911,0.0,0.0
2019-11-05,AUDNZD,1,3.0,0.0,0.0
2019-11-05,CADCHF,-1,1.0,0.0,0.0
2019-11-05,CHFJPY,1,1.0,0.0,0.0
2019-11-05,EURAUD,-1,1.0,0.0,0.0
2019-11-05,EURCHF,1,3.0,0.0,0.0
2019-11-05,EURGBP,-1,1.0,0.0,0.0
2019-11-05,GBPCAD,1,1.0,0.0,0.0
2019-11-05,GBPCHF,1,1.0,0.0,0.0
2019-11-05,GBPUSD,1,1.0,0.0,0.0
2019-11-05,USDCHF,-1,3.0,0.0,0.0
2019-11-06,AUDNZD,1,3.0,0.0,0.0
2019-11-06,CADCHF,-1,1.0,0.0,0.0
2019-11-06,CHFJPY,1,1.0,0.0,0.0
2019-11-06,EURAUD,-1,1.0,0.0,0.0
2019-11-06,EURCHF,1,3.0,0.0,0.0
2019-11-06,EURGBP,-1,1.0,0.0,0.0
2019-11-06,GBPCAD,1,1.0,0.0,0.0
2019-11-06,GBPCHF,1,1.0,0.0,0.0
2019-11-06,GBPUSD,1,1.0,0.0,0.0
2019-11-06,NZDCAD,1,3.0,0.0,0.0
2019-11-06,USDCHF,1,1.0,0.0,0.0
2019-11-07,AUDNZD,1,3.0,0.0,0.0
2019-11-07,CADCHF,-1,1.0,0.0,0.0
2019-11-07,CHFJPY,1,1.0,0.0,0.0
2019-11-07,EURAUD,-1,1.0,0.0,0.0
2019-11-07,EURCAD,-1,1.0,0.0,0.0
2019-11-07,EURCHF,1,3.0,0.0,0.0
2019-11-07,EURGBP,-1,1.0,0.0,0.0
2019-11-07,GBPCAD,1,1.0,0.0,0.0
2019-11-07,GBPCHF,1,1.0,0.0,0.0
2019-11-07,GBPUSD,1,1.0,0.0,0.0
2019-11-07,NZDCAD,1,3.0,0.0,0.0
2019-11-07,USDCHF,1,1.0,0.0,0.0
2019-11-08,AUDNZD,1,3.0,0.0,0.0
2019-11-08,CADCHF,-1,1.0,0.0,0.0
2019-11-08,CHFJPY,1,1.0,0.0,0.0
2019-11-08,EURAUD,-1,1.0,0.0,0.0
2019-11-08,EURCAD,-1,1.0,0.0,0.0
2019-11-08,EURCHF,1,3.0,0.0,0.0
2019-11-08,EURGBP,-1,1.0,0.0,0.0
2019-11-08,GBPCAD,1,1.0,0.0,0.0
2019-11-08,GBPCHF,1,1.0,0.0,0.0
2019-11-08,GBPUSD,1,1.0,0.0,0.0
2019-11-08,USDCHF,1,1.0,0.0,0.0
2019-11-11,AUDNZD,1,3.0,0.0,0.0
2019-11-11,CADCHF,-1,1.0,0.0,0.0
2019-11-11,CHFJPY,1,1.0,0.0,0.0
2019-11-11,EURAUD,-1,1.0,0.0,0.0
2019-11-11,EURCAD,-1,1.0,0.0,0.0
2019-11-11,EURCHF,1,3.0,0.0,0.0
2019-11-11,EURGBP,-1,1.0,0.0,0.0
2019-11-11,GBPCAD,1,1.0,0.0,0.0
2019-11-11,GBPCHF,1,1.0,0.0,0.0
2019-11-11,GBPUSD,1,1.0,0.0,0.0
2019-11-11,NZDCAD,-1,3.0,0.0,0.0
2019-11-11,USDCHF,1,1.0,0.0,0.0
2019-11-12,CADCHF,-1,1.0,0.0,0.0
2019-11-12,CHFJPY,1,1.0,0.0,0.0
2019-11-12,EURAUD,-1,1.0,0.0,0.0
2019-11-12,EURCAD,-1,3.0,0.0,0.0
2019-11-12,EURCHF,1,3.0,0.0,0.0
2019-11-12,GBPCAD,1,1.0,0.0,0.0
2019-11-12,GBPCHF,1,1.0,0.0,0.0
2019-11-12,GBPUSD,1,1.0,0.0,0.0
2019-11-12,USDCHF,1,1.0,0.0,0.0
2019-11-13,CADCHF,-1,1.0,0.0,0.0
2019-11-13,CHFJPY,1,1.0,0.0,0.0
2019-11-13,EURAUD,-1,1.0,0.0,0.0
2019-11-13,EURCAD,-1,3.0,0.0,0.0
2019-11-13,GBPCAD,1,1.0,0.0,0.0
2019-11-13,GBPCHF,1,1.0,0.0,0.0
2019-11-13,GBPUSD,1,1.0,0.0,0.0
2019-11-13,NZDCAD,1,3.0,0.0,0.0
2019-11-13,USDCHF,1,1.0,0.0,0.0
2019-11-14,CADCHF,-1,1.0,0.0,0.0
2019-11-14,CHFJPY,1,1.0,0.0,0.0
2019-11-14,EURAUD,-1,1.0,0.0,0.0
2019-11-14,EURCAD,-1,3.0,0.0,0.0
2019-11-14,GBPCAD,1,1.0,0.0,0.0
2019-11-14,GBPUSD,1,1.0,0.0,0.0
2019-11-14,NZDCAD,1,3.0,0.0,0.0
2019-11-14,USDCHF,1,1.0,0.0,0.0
2019-11-15,CADCHF,-1,1.0,0.0,0.0
2019-11-15,CHFJPY,1,1.0,0.0,0.0
2019-11-15,EURCAD,-1,1.0,0.0,0.0
2019-11-15,GBPCAD,1,1.0,0.0,0.0
2019-11-15,GBPUSD,1,1.0,0.0,0.0
2019-11-18,CADCHF,-1,1.0,0.0,0.0
2019-11-18,CHFJPY,1,1.0,0.0,0.0
2019-11-18,EURCAD,-1,1.0,0.0,0.0
2019-11-18,GBPUSD,1,1.0,0.0,0.0
2019-11-18,NZDCHF,1,3.0,0.0,0.0
2019-11-18,USDCHF,-1,1.0,0.0,0.0
2019-11-19,AUDNZD,-1,3.0,0.0,0.0
2019-11-19,CHFJPY,1,1.0,0.0,0.0
2019-11-19,GBPUSD,1,1.0,0.0,0.0
2019-11-19,NZDCHF,1,3.0,0.0,0.0
2019-11-19,USDCHF,-1,1.0,0.0,0.0
2019-11-20,AUDCHF,-1,1.0,0.0,0.0
2019-11-20,AUDJPY,-1,1.0,0.0,0.0
2019-11-20,AUDNZD,-1,3.0,0.0,0.0
2019-11-20,CHFJPY,1,1.0,0.0,0.0
2019-11-20,NZDCHF,1,3.0,0.0,0.0
2019-11-20,USDCHF,-1,1.0,0.0,0.0
2019-11-21,AUDCHF,-1,1.0,0.0,0.0
2019-11-21,AUDJPY,-1,1.0,0.0,0.0
2019-11-21,AUDNZD,-1,3.0,0.0,0.0
2019-11-21,CHFJPY,1,1.0,0.0,0.0
2019-11-21,NZDCHF,1,3.0,0.0,0.0
2019-11-22,AUDCHF,-1,1.0,0.0,0.0
2019-11-22,AUDJPY,-1,1.0,0.0,0.0
2019-11-22,AUDNZD,-1,3.0,0.0,0.0
2019-11-22,CHFJPY,-1,1.0,0.0,0.0
2019-11-22,NZDCHF,1,3.0,0.0,0.0
2019-11-22,USDCHF,1,1.0,0.0,0.0
2019-11-25,AUDCHF,-1,0.9850648299148184,0.0,0.0
2019-11-25,AUDJPY,-1,0.9850648299148184,0.0,0.0
2019-11-25,AUDNZD,-1,2.9551944897444553,0.0,0.0
2019-11-25,CHFJPY,-1,0.9850648299148184,0.0,0.0
2019-11-25,NZDCHF,1,2.9551944897444553,0.0,0.0
2019-11-25,USDCHF,1,2.9551944897444553,0.0,0.0
2019-11-26,AUDCHF,-1,0.9850648299148184,0.0,0.0
2019-11-26,AUDNZD,-1,0.9850648299148184,0.0,0.0
2019-11-26,CHFJPY,-1,0.9850648299148184,0.0,0.0
2019-11-26,NZDCHF,1,2.9551944897444553,0.0,0.0
2019-11-26,USDCHF,1,2.9551944897444553,0.0,0.0
2019-11-27,AUDCHF,-1,1.0,0.0,0.0
2019-11-27,AUDNZD,-1,1.0,0.0,0.0
2019-11-27,CHFJPY,1,1.0,0.0,0.0
2019-11-27,NZDCHF,1,3.0,0.0,0.0
2019-11-27,USDCHF,1,3.0,0.0,0.0
2019-11-28,AUDCHF,-1,1.0,0.0,0.0
2019-11-28,AUDJPY,1,1.0,0.0,0.0
2019-11-28,AUDNZD,-1,1.0,0.0,0.0
2019-11-28,CHFJPY,1,1.0,0.0,0.0
2019-11-28,NZDCHF,1,1.0,0.0,0.0
2019-11-28,USDCHF,1,3.0,0.0,0.0
2019-11-29,AUDCHF,-1,1.0,0.0,0.0
2019-11-29,AUDJPY,1,1.0,0.0,0.0
2019-11-29,AUDNZD,-1,1.0,0.0,0.0
2019-11-29,CHFJPY,1,1.0,0.0,0.0
2019-11-29,NZDCHF,1,1.0,0.0,0.0
2019-11-29,USDCHF,1,3.0,0.0,0.0
2019-12-02,AUDCHF,-1,1.0,0.0,0.0
2019-12-02,AUDJPY,1,1.0,0.0,0.0
2019-12-02,AUDNZD,-1,1.0,0.0,0.0
2019-12-02,CADJPY,-1,1.0,0.0,0.0
2019-12-02,CHFJPY,1,1.0,0.0,0.0
2019-12-02,NZDCHF,1,1.0,0.0,0.0
2019-12-02,USDCHF,1,1.0,0.0,0.0
2019-12-03,AUDCHF,-1,0.8619317261754662,0.0,0.0
2019-12-03,AUDJPY,1,0.8619317261754662,0.0,0.0
2019-12-03,CADJPY,-1,0.8619317261754662,0.0,0.0
2019-12-03,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-12-03,EURCHF,-1,5.171590357052797,0.0,0.0
2019-12-03,NZDCHF,1,0.8619317261754662,0.0,0.0
2019-12-04,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-04,CADJPY,-1,0.689545380940373,0.0,0.0
2019-12-04,CHFJPY,1,0.689545380940373,0.0,0.0
2019-12-04,EURCHF,-1,4.137272285642238,0.0,0.0
2019-12-04,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-04,USDCHF,-1,2.068636142821119,0.0,0.0
2019-12-05,AUDJPY,1,0.5304195238002869,0.0,0.0
2019-12-05,CHFJPY,1,0.5304195238002869,0.0,0.0
2019-12-05,EURCHF,-1,3.182517142801722,0.0,0.0
2019-12-05,USDCAD,-1,0.5304195238002869,0.0,0.0
2019-12-05,USDCHF,-1,3.182517142801722,0.0,0.0
2019-12-06,AUDJPY,1,0.7661615343781921,0.0,0.0
2019-12-06,CADJPY,-1,0.7661615343781921,0.0,0.0
2019-12-06,EURCHF,-1,2.2984846031345763,0.0,0.0
2019-12-06,USDCAD,-1,0.7661615343781921,0.0,0.0
2019-12-06,USDCHF,-1,4.5969692062691525,0.0,0.0
2019-12-09,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-09,CADJPY,-1,0.689545380940373,0.0,0.0
2019-12-09,CHFJPY,1,0.689545380940373,0.0,0.0
2019-12-09,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-09,GBPNZD,1,0.689545380940373,0.0,0.0
2019-12-09,USDCHF,-1,4.137272285642238,0.0,0.0
2019-12-10,AUDJPY,1,0.9850648299148184,0.0,0.0
2019-12-10,CHFJPY,1,0.9850648299148184,0.0,0.0
2019-12-10,GBPNZD,1,0.9850648299148184,0.0,0.0
2019-12-10,USDCAD,-1,0.9850648299148184,0.0,0.0
2019-12-10,USDCHF,-1,5.910388979488911,0.0,0.0
2019-12-11,AUDJPY,1,2.5857951785263986,0.0,0.0
2019-12-11,AUDUSD,1,0.8619317261754662,0.0,0.0
2019-12-11,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-12-11,GBPNZD,1,0.8619317261754662,0.0,0.0
2019-12-11,USDCAD,-1,0.8619317261754662,0.0,0.0
2019-12-11,USDCHF,-1,5.171590357052797,0.0,0.0
2019-12-12,AUDJPY,1,5.171590357052797,0.0,0.0
2019-12-12,AUDUSD,1,0.8619317261754662,0.0,0.0
2019-12-12,CADJPY,1,0.8619317261754662,0.0,0.0
2019-12-12,CHFJPY,1,0.8619317261754662,0.0,0.0
2019-12-12,EURAUD,-1,0.8619317261754662,0.0,0.0
2019-12-12,GBPNZD,1,0.8619317261754662,0.0,0.0
2019-12-12,USDCAD,-1,0.8619317261754662,0.0,0.0
2019-12-12,USDCHF,-1,5.171590357052797,0.0,0.0
2019-12-13,AUDCAD,1,0.5746211507836442,0.0,0.0
2019-12-13,AUDJPY,1,1.7238634523509324,0.0,0.0
2019-12-13,AUDUSD,1,1.7238634523509324,0.0,0.0
2019-12-13,CADJPY,1,0.5746211507836442,0.0,0.0
2019-12-13,EURAUD,-1,0.5746211507836442,0.0,0.0
2019-12-13,GBPNZD,1,3.447726904701865,0.0,0.0
2019-12-13,USDCAD,-1,1.7238634523509324,0.0,0.0
2019-12-13,USDCHF,-1,3.447726904701865,0.0,0.0
2019-12-13,USDJPY,1,1.7238634523509324,0.0,0.0
2019-12-16,AUDCAD,1,0.5746211507836442,0.0,0.0
2019-12-16,AUDJPY,1,1.7238634523509324,0.0,0.0
2019-12-16,AUDUSD,1,1.7238634523509324,0.0,0.0
2019-12-16,CADJPY,1,1.7238634523509324,0.0,0.0
2019-12-16,EURAUD,1,0.5746211507836442,0.0,0.0
2019-12-16,GBPNZD,1,3.447726904701865,0.0,0.0
2019-12-16,USDCAD,-1,1.7238634523509324,0.0,0.0
2019-12-16,USDCHF,-1,3.447726904701865,0.0,0.0
2019-12-16,USDJPY,1,1.7238634523509324,0.0,0.0
2019-12-17,AUDJPY,1,2.068636142821119,0.0,0.0
2019-12-17,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-17,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-17,EURAUD,1,0.689545380940373,0.0,0.0
2019-12-17,GBPNZD,1,4.137272285642238,0.0,0.0
2019-12-17,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-17,USDCHF,-1,4.137272285642238,0.0,0.0
2019-12-17,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-18,AUDCAD,-1,0.689545380940373,0.0,0.0
2019-12-18,AUDJPY,1,2.068636142821119,0.0,0.0
2019-12-18,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-18,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-18,EURAUD,1,2.068636142821119,0.0,0.0
2019-12-18,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-18,GBPCAD,-1,2.068636142821119,0.0,0.0
2019-12-18,GBPNZD,-1,0.689545380940373,0.0,0.0
2019-12-18,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-18,USDCHF,-1,4.137272285642238,0.0,0.0
2019-12-18,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-19,AUDCAD,-1,0.689545380940373,0.0,0.0
2019-12-19,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-19,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-19,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-19,EURAUD,1,2.068636142821119,0.0,0.0
2019-12-19,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-19,GBPCAD,-1,2.068636142821119,0.0,0.0
2019-12-19,GBPNZD,-1,2.068636142821119,0.0,0.0
2019-12-19,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-19,USDCHF,-1,4.137272285642238,0.0,0.0
2019-12-19,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-20,AUDCHF,1,2.9551944897444553,0.0,0.0
2019-12-20,AUDJPY,1,0.9850648299148184,0.0,0.0
2019-12-20,AUDUSD,1,2.9551944897444553,0.0,0.0
2019-12-20,CADJPY,1,2.9551944897444553,0.0,0.0
2019-12-20,EURAUD,1,0.9850648299148184,0.0,0.0
2019-12-20,EURCHF,-1,2.9551944897444553,0.0,0.0
2019-12-20,GBPCAD,-1,2.9551944897444553,0.0,0.0
2019-12-20,GBPNZD,-1,2.9551944897444553,0.0,0.0
2019-12-20,USDCAD,-1,0.9850648299148184,0.0,0.0
2019-12-20,USDCHF,-1,2.9551944897444553,0.0,0.0
2019-12-20,USDJPY,1,2.9551944897444553,0.0,0.0
2019-12-23,AUDCHF,1,2.068636142821119,0.0,0.0
2019-12-23,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-23,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-23,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-23,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-23,GBPCAD,-1,4.137272285642238,0.0,0.0
2019-12-23,GBPNZD,-1,2.068636142821119,0.0,0.0
2019-12-23,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-23,USDCHF,-1,2.068636142821119,0.0,0.0
2019-12-23,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-24,AUDCAD,1,0.689545380940373,0.0,0.0
2019-12-24,AUDCHF,1,2.068636142821119,0.0,0.0
2019-12-24,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-24,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-24,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-24,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-24,GBPCAD,-1,4.137272285642238,0.0,0.0
2019-12-24,GBPNZD,-1,2.068636142821119,0.0,0.0
2019-12-24,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-24,USDCHF,-1,2.068636142821119,0.0,0.0
2019-12-24,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-25,AUDCAD,1,0.689545380940373,0.0,0.0
2019-12-25,AUDCHF,1,2.068636142821119,0.0,0.0
2019-12-25,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-25,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-25,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-25,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-25,GBPCAD,-1,4.137272285642238,0.0,0.0
2019-12-25,GBPNZD,-1,2.068636142821119,0.0,0.0
2019-12-25,USDCAD,-1,0.689545380940373,0.0,0.0
2019-12-25,USDCHF,-1,2.068636142821119,0.0,0.0
2019-12-25,USDJPY,1,2.068636142821119,0.0,0.0
2019-12-26,AUDCAD,1,0.689545380940373,0.0,0.0
2019-12-26,AUDCHF,1,2.068636142821119,0.0,0.0
2019-12-26,AUDJPY,1,0.689545380940373,0.0,0.0
2019-12-26,AUDUSD,1,2.068636142821119,0.0,0.0
2019-12-26,CADJPY,1,2.068636142821119,0.0,0.0
2019-12-26,EURCHF,-1,2.068636142821119,0.0,0.0
2019-12-26,GBPCAD,-1,4.137272285642238,0.0,0.0
2019-12-26,GBPNZD,-1,2.068636142821119,0.0,0.0
2019-12-26,USDCAD,-1,0.689545380940373,0.0,0.0
