Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
7,Exit long,2001-05-01,SL/TP 1,122.649,724,89797.72,-8.06,-1.11,0,1.12,0.15,-8.06,-1.11,27.6,0.00,2
7,Entry long,2001-04-27,122.6494028775,124.03,724,89797.72,-8.06,-1.11,0,1.12,0.15,-8.06,-1.11,27.6,0.00,2
8,Exit long,2001-05-01,BL Exit Long 2,122.13,724,89797.72,-11.09,-1.53,0,1.12,0.15,-12.37,-1.71,16.51,0.00,2
8,Entry long,2001-04-27,122.6494028775,124.03,724,89797.72,-11.09,-1.53,0,1.12,0.15,-12.37,-1.71,16.51,0.00,2
9,Exit long,2001-08-02,SL/TP 1,124.032,895,112009.25,-8,-0.89,0,0.94,0.10,-8,-0.89,8.5,0.00,3
9,Entry long,2001-07-30,124.0325134023,125.15,895,112009.25,-8,-0.89,0,0.94,0.10,-8,-0.89,8.5,0.00,3
10,Exit long,2001-08-02,BL Exit Long 2,123.69,895,112009.25,-10.45,-1.17,0,0.94,0.10,-10.88,-1.21,-1.95,0.00,3
10,Entry long,2001-07-30,124.0325134023,125.15,895,112009.25,-10.45,-1.17,0,0.94,0.10,-10.88,-1.21,-1.95,0.00,3
11,Exit long,2001-11-27,SL/TP 1,124.483,1125,138543.75,12.08,1.08,0,12.08,1.08,-5.57,-0.50,10.13,0.00,5
11,Entry long,2001-11-19,122.2616562824,123.15,1125,138543.75,12.08,1.08,0,12.08,1.08,-5.57,-0.50,10.13,0.00,5
12,Exit long,2002-01-15,Exit Long 2,131.09,1125,138543.75,67.66,6.45,0,91.53,8.66,-11.96,-1.07,77.8,0.01,30
12,Entry long,2001-11-19,122.2616562824,123.15,1125,138543.75,67.66,6.45,0,91.53,8.66,-11.96,-1.07,77.8,0.01,30
13,Exit long,2002-03-04,SL/TP 1,132.973,772,103656.44,-7.5,-0.97,0,6.48,0.84,-7.5,-0.97,70.29,0.01,6
13,Entry long,2002-02-21,132.9739323191,134.27,772,103656.44,-7.5,-0.97,0,6.48,0.84,-7.5,-0.97,70.29,0.01,6
14,Exit long,2002-03-04,Exit Long 2,132.03,772,103656.44,-12.96,-1.67,0,6.48,0.84,-13.66,-1.76,57.33,0.01,6
14,Entry long,2002-02-21,132.9739323191,134.27,772,103656.44,-12.96,-1.67,0,6.48,0.84,-13.66,-1.76,57.33,0.01,6
15,Exit short,2002-08-14,SL/TP 1,116.414,804,95097.12,12.61,1.58,0,12.61,1.58,-0.74,-0.09,69.94,0.01,1
15,Entry short,2002-08-13,119.5238715805,118.28,804,95097.12,12.61,1.58,0,12.61,1.58,-0.74,-0.09,69.94,0.01,1
16,Exit short,2002-08-22,Exit Short 2,119.87,804,95097.12,-10.76,-1.34,0,13.11,1.64,-11.57,-1.45,59.18,0.01,7
16,Entry short,2002-08-13,119.5238715805,118.28,804,95097.12,-10.76,-1.34,0,13.11,1.64,-11.57,-1.45,59.18,0.01,7
17,Exit short,2002-09-09,Exit Short 1,118.95,841,99372.56,-5.61,-0.67,0,9.23,1.10,-8.24,-0.98,53.57,0.01,5
17,Entry short,2002-09-02,119.3500696293,118.16,841,99372.56,-5.61,-0.67,0,9.23,1.10,-8.24,-0.98,53.57,0.01,5
18,Exit short,2002-09-09,Exit Short 2,118.95,841,99372.56,-5.61,-0.67,0,9.23,1.10,-8.24,-0.98,47.96,0.00,5
18,Entry short,2002-09-02,119.3500696293,118.16,841,99372.56,-5.61,-0.67,0,9.23,1.10,-8.24,-0.98,47.96,0.00,5
19,Exit long,2003-07-02,SL/TP 1,118.453,1004,119927.8,-8.36,-0.83,0,6.81,0.68,-8.36,-0.83,39.6,0.00,4
19,Entry long,2003-06-26,118.4538544448,119.45,1004,119927.8,-8.36,-0.83,0,6.81,0.68,-8.36,-0.83,39.6,0.00,4
20,Exit long,2003-07-02,Exit Long 2,118.22,1004,119927.8,-10.31,-1.03,0,6.81,0.68,-12.66,-1.26,29.29,0.00,4
20,Entry long,2003-06-26,118.4538544448,119.45,1004,119927.8,-10.31,-1.03,0,6.81,0.68,-12.66,-1.26,29.29,0.00,4
21,Exit short,2003-11-24,Exit Short 1,109.29,940,102253.2,-4.41,-0.47,0,10.71,1.13,-8.5,-0.90,24.88,0.00,9
21,Entry short,2003-11-11,109.8435925304,108.78,940,102253.2,-4.41,-0.47,0,10.71,1.13,-8.5,-0.90,24.88,0.00,9
22,Exit short,2003-11-24,Exit Short 2,109.29,940,102253.2,-4.41,-0.47,0,10.71,1.13,-8.5,-0.90,20.47,0.00,9
22,Entry short,2003-11-11,109.8435925304,108.78,940,102253.2,-4.41,-0.47,0,10.71,1.13,-8.5,-0.90,20.47,0.00,9
23,Exit short,2004-07-21,SL/TP 1,109.45,848,91812.96,-9.24,-1.09,0,1.01,0.12,-9.24,-1.09,11.23,0.00,2
23,Entry short,2004-07-19,109.4492364968,108.27,848,91812.96,-9.24,-1.09,0,1.01,0.12,-9.24,-1.09,11.23,0.00,2
24,Exit short,2004-07-21,Exit Short 2,109.8,848,91812.96,-11.98,-1.41,0,1.01,0.12,-16.14,-1.90,-0.76,0.00,2
24,Entry short,2004-07-19,109.4492364968,108.27,848,91812.96,-11.98,-1.41,0,1.01,0.12,-16.14,-1.90,-0.76,0.00,2
25,Exit short,2005-01-20,SL/TP 1,103.568,895,91692.75,-9.74,-1.09,0,6.49,0.72,-9.74,-1.09,-10.49,0.00,6
25,Entry short,2005-01-12,103.5670450474,102.45,895,91692.75,-9.74,-1.09,0,6.49,0.72,-9.74,-1.09,-10.49,0.00,6
26,Exit short,2005-01-25,Exit Short 2,103.99,895,91692.75,-13.43,-1.50,0,6.49,0.72,-16.74,-1.87,-23.92,0.00,9
26,Entry short,2005-01-12,103.5670450474,102.45,895,91692.75,-13.43,-1.50,0,6.49,0.72,-16.74,-1.87,-23.92,0.00,9
27,Exit long,2005-03-24,SL/TP 1,106.515,1149,120886.29,14.15,1.24,0,14.15,1.24,-3.71,-0.32,-9.77,0.00,3
27,Entry long,2005-03-21,104.3402953836,105.21,1149,120886.29,14.15,1.24,0,14.15,1.24,-3.71,-0.32,-9.77,0.00,3
28,Exit long,2005-04-13,Exit Long 2,107.34,1149,120886.29,22.69,2.02,0,39.52,3.52,-3.71,-0.32,12.92,0.00,17
28,Entry long,2005-03-21,104.3402953836,105.21,1149,120886.29,22.69,2.02,0,39.52,3.52,-3.71,-0.32,12.92,0.00,17
29,Exit long,2006-09-21,SL/TP 1,116.816,1185,139427.1,-8.49,-0.72,0,6.65,0.56,-8.49,-0.72,4.43,0.00,8
29,Entry long,2006-09-11,116.816260658,117.66,1185,139427.1,-8.49,-0.72,0,6.65,0.56,-8.49,-0.72,4.43,0.00,8
30,Exit long,2006-09-21,Exit Long 2,116.42,1185,139427.1,-12.48,-1.05,0,6.65,0.56,-14.19,-1.20,-8.05,0.00,8
30,Entry long,2006-09-11,116.816260658,117.66,1185,139427.1,-12.48,-1.05,0,6.65,0.56,-14.19,-1.20,-8.05,0.00,8
31,Exit long,2006-10-06,SL/TP 1,119.005,1235,145470.65,12.73,1.03,0,12.73,1.03,-3.85,-0.31,4.68,0.00,6
31,Entry long,2006-09-28,116.9803368455,117.79,1235,145470.65,12.73,1.03,0,12.73,1.03,-3.85,-0.31,4.68,0.00,6
32,Exit long,2006-10-17,Exit Long 2,118.51,1235,145470.65,7.4,0.61,0,21.85,1.80,-3.85,-0.31,12.08,0.00,13
32,Entry long,2006-09-28,116.9803368455,117.79,1235,145470.65,7.4,0.61,0,21.85,1.80,-3.85,-0.31,12.08,0.00,13
33,Exit long,2007-02-26,SL/TP 1,120.745,1243,151086.65,-8.23,-0.66,0,1.02,0.08,-8.23,-0.66,3.85,0.00,2
33,Entry long,2007-02-22,120.7457740811,121.55,1243,151086.65,-8.23,-0.66,0,1.02,0.08,-8.23,-0.66,3.85,0.00,2
34,Exit long,2007-02-27,Exit Long 2,118.24,1243,151086.65,-33.9,-2.72,0,1.02,0.08,-41.89,-3.36,-30.05,0.00,3
34,Entry long,2007-02-22,120.7457740811,121.55,1243,151086.65,-33.9,-2.72,0,1.02,0.08,-41.89,-3.36,-30.05,0.00,3
35,Exit short,2008-02-29,SL/TP 1,104.778,919,97790.79,14.16,1.53,0,14.16,1.53,-2.15,-0.23,-15.89,0.00,2
35,Entry short,2008-02-27,107.4978345994,106.41,919,97790.79,14.16,1.53,0,14.16,1.53,-2.15,-0.23,-15.89,0.00,2
36,Exit short,2008-04-01,Exit Short 2,101.76,919,97790.79,42.9,4.37,0,96.89,10.01,-2.15,-0.23,27.01,0.00,24
36,Entry short,2008-02-27,107.4978345994,106.41,919,97790.79,42.9,4.37,0,96.89,10.01,-2.15,-0.23,27.01,0.00,24
37,Exit long,2008-06-10,SL/TP 1,106.48,853,89326.16,14.23,1.68,0,14.23,1.68,-6.52,-0.77,41.24,0.00,9
37,Entry long,2008-05-28,103.5470390505,104.72,853,89326.16,14.23,1.68,0,14.23,1.68,-6.52,-0.77,41.24,0.00,9
38,Exit long,2008-06-26,Exit Long 2,106.88,853,89326.16,16.99,2.06,0,30.59,3.71,-6.52,-0.77,58.23,0.01,21
38,Entry long,2008-05-28,103.5470390505,104.72,853,89326.16,16.99,2.06,0,30.59,3.71,-6.52,-0.77,58.23,0.01,21
39,Exit long,2009-04-14,Exit Long 1,98.84,564,55785.24,-0.39,-0.07,0,14.42,2.59,-3.87,-0.68,57.84,0.01,10
39,Entry long,2009-03-31,97.135256369,98.91,564,55785.24,-0.39,-0.07,0,14.42,2.59,-3.87,-0.68,57.84,0.01,10
40,Exit long,2009-04-14,Exit Long 2,98.84,564,55785.24,-0.39,-0.07,0,14.42,2.59,-3.87,-0.68,57.45,0.01,10
40,Entry long,2009-03-31,97.135256369,98.91,564,55785.24,-0.39,-0.07,0,14.42,2.59,-3.87,-0.68,57.45,0.01,10
41,Exit long,2009-05-06,SL/TP 1,97.967,751,74574.3,-10.07,-1.34,0,2.2,0.29,-10.07,-1.34,47.38,0.00,3
41,Entry long,2009-05-01,97.9674495153,99.3,751,74574.3,-10.07,-1.34,0,2.2,0.29,-10.07,-1.34,47.38,0.00,3
42,Exit long,2009-05-11,Exit Long 2,97.41,751,74574.3,-14.22,-1.90,0,3.7,0.49,-15.2,-2.03,33.15,0.00,6
42,Entry long,2009-05-01,97.9674495153,99.3,751,74574.3,-14.22,-1.90,0,3.7,0.49,-15.2,-2.03,33.15,0.00,6
43,Exit short,2010-03-05,SL/TP 1,90.152,1009,89962.44,-11.19,-1.11,0,11.58,1.14,-11.19,-1.11,21.96,0.00,6
43,Entry short,2010-02-25,90.1512092081,89.16,1009,89962.44,-11.19,-1.11,0,11.58,1.14,-11.19,-1.11,21.96,0.00,6
44,Exit short,2010-03-05,Exit Short 2,90.33,1009,89962.44,-13.2,-1.31,0,11.58,1.14,-16.13,-1.60,8.77,0.00,6
44,Entry short,2010-02-25,90.1512092081,89.16,1009,89962.44,-13.2,-1.31,0,11.58,1.14,-16.13,-1.60,8.77,0.00,6
45,Exit short,2010-08-06,SL/TP 1,85.094,1131,97741.02,17.29,1.53,0,17.29,1.53,-5.83,-0.52,26.06,0.00,5
45,Entry short,2010-07-30,87.3037462894,86.42,1131,97741.02,17.29,1.53,0,17.29,1.53,-5.83,-0.52,26.06,0.00,5
46,Exit short,2010-08-13,Exit Short 2,86.27,1131,97741.02,1.98,0.17,0,22.28,1.97,-5.83,-0.52,28.04,0.00,10
46,Entry short,2010-07-30,87.3037462894,86.42,1131,97741.02,1.98,0.17,0,22.28,1.97,-5.83,-0.52,28.04,0.00,10
47,Exit short,2011-05-31,SL/TP 1,81.578,1374,111087.9,-12.33,-0.90,0,2.54,0.19,-12.33,-0.90,15.71,0.00,2
47,Entry short,2011-05-27,81.5777466507,80.85,1374,111087.9,-12.33,-0.90,0,2.54,0.19,-12.33,-0.90,15.71,0.00,2
48,Exit short,2011-05-31,BL Exit Short 2,81.49,1374,111087.9,-10.84,-0.79,0,2.54,0.19,-15.42,-1.13,4.86,0.00,2
48,Entry short,2011-05-27,81.5777466507,80.85,1374,111087.9,-10.84,-0.79,0,2.54,0.19,-15.42,-1.13,4.86,0.00,2
49,Exit short,2011-06-08,SL/TP 1,79.771,1378,111425.08,18.65,1.35,0,18.65,1.35,-7.58,-0.56,23.52,0.00,5
49,Entry short,2011-06-01,81.5858161048,80.86,1378,111425.08,18.65,1.35,0,18.65,1.35,-7.58,-0.56,23.52,0.00,5
50,Exit short,2011-06-15,Exit Short 2,80.96,1378,111425.08,-1.71,-0.12,0,20.04,1.45,-7.58,-0.56,21.8,0.00,10
50,Entry short,2011-06-01,81.5858161048,80.86,1378,111425.08,-1.71,-0.12,0,20.04,1.45,-7.58,-0.56,21.8,0.00,10
51,Exit short,2011-07-12,SL/TP 1,79.335,1695,135972.9,18.53,1.10,0,18.53,1.10,-2.93,-0.17,40.33,0.00,1
51,Entry short,2011-07-11,80.8099458153,80.22,1695,135972.9,18.53,1.10,0,18.53,1.10,-2.93,-0.17,40.33,0.00,1
52,Exit short,2011-08-04,Exit Short 2,79.18,1695,135972.9,22.69,1.30,0,85.4,4.90,-2.93,-0.17,63.02,0.01,18
52,Entry short,2011-07-11,80.8099458153,80.22,1695,135972.9,22.69,1.30,0,85.4,4.90,-2.93,-0.17,63.02,0.01,18
53,Exit short,2011-09-29,BL Exit Short 1,76.82,1554,119176.26,-2.62,-0.17,0,11.95,0.77,-11.87,-0.77,60.39,0.01,11
53,Entry short,2011-09-14,77.3338849612,76.69,1554,119176.26,-2.62,-0.17,0,11.95,0.77,-11.87,-0.77,60.39,0.01,11
