Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
36,Entry short,2011-05-27,81.5279018146,80.796,1366.5,110407.734,-12.3,-0.90,0,1.35,0.10,-16.5,-1.21,62.99,0.01,2
37,Exit short,2011-06-08,SL/TP 1,79.845,1358,109930.1,18.65,1.37,0,18.65,1.37,-6.21,-0.46,81.65,0.01,5
37,Entry short,2011-06-01,81.686446533,80.95,1358,109930.1,18.65,1.37,0,18.65,1.37,-6.21,-0.46,81.65,0.01,5
38,Exit short,2011-06-15,Exit Short 2,80.956,1358,109930.1,-0.1,-0.01,0,21.1,1.54,-6.21,-0.46,81.54,0.01,10
38,Entry short,2011-06-01,81.686446533,80.95,1358,109930.1,-0.1,-0.01,0,21.1,1.54,-6.21,-0.46,81.54,0.01,10
39,Exit short,2011-07-12,SL/TP 1,79.368,1677,134601.051,18.54,1.12,0,18.54,1.12,-2.34,-0.14,100.08,0.01,1
39,Entry short,2011-07-11,80.8593747327,80.263,1677,134601.051,18.54,1.12,0,18.54,1.12,-2.34,-0.14,100.08,0.01,1
40,Exit short,2011-08-04,Exit Short 2,78.886,1677,134601.051,29.72,1.72,0,85.29,4.94,-2.34,-0.14,129.8,0.01,18
40,Entry short,2011-07-11,80.8593747327,80.263,1677,134601.051,29.72,1.72,0,85.29,4.94,-2.34,-0.14,129.8,0.01,18
41,Exit short,2011-09-15,SL/TP 1,77.269,1550.5,118805.512,-12.95,-0.84,0,1.2,0.08,-12.95,-0.84,116.85,0.01,1
41,Entry short,2011-09-14,77.2689147359,76.624,1550.5,118805.512,-12.95,-0.84,0,1.2,0.08,-12.95,-0.84,116.85,0.01,1
42,Exit short,2011-09-29,BL Exit Short 2,76.837,1550.5,118805.512,-4.29,-0.28,0,10.4,0.67,-14.16,-0.92,112.56,0.01,11
42,Entry short,2011-09-14,77.2689147359,76.624,1550.5,118805.512,-4.29,-0.28,0,10.4,0.67,-14.16,-0.92,112.56,0.01,11
43,Exit short,2011-10-31,SL/TP 1,76.823,1728.5,131787.754,-13.12,-0.76,0,15.61,0.90,-13.12,-0.76,99.44,0.01,6
43,Entry short,2011-10-21,76.8226165301,76.244,1728.5,131787.754,-13.12,-0.76,0,15.61,0.90,-13.12,-0.76,99.44,0.01,6
44,Exit short,2011-10-31,Exit Short 2,78.169,1728.5,131787.754,-43.62,-2.52,0,15.61,0.90,-74.53,-4.31,55.82,0.01,6
44,Entry short,2011-10-21,76.8226165301,76.244,1728.5,131787.754,-43.62,-2.52,0,15.61,0.90,-74.53,-4.31,55.82,0.01,6
45,Exit long,2011-12-29,Exit Long 1,77.636,2560,199526.4,-9.95,-0.39,0,1.5,0.06,-10.93,-0.43,45.87,0.00,1
45,Entry long,2011-12-28,77.5494066884,77.94,2560,199526.4,-9.95,-0.39,0,1.5,0.06,-10.93,-0.43,45.87,0.00,1
46,Exit long,2011-12-29,Exit Long 2,77.636,2560,199526.4,-9.95,-0.39,0,1.5,0.06,-10.93,-0.43,35.93,0.00,1
46,Entry long,2011-12-28,77.5494066884,77.94,2560,199526.4,-9.95,-0.39,0,1.5,0.06,-10.93,-0.43,35.93,0.00,1
47,Exit short,2012-05-22,SL/TP 1,79.895,1614,127949.85,-12.64,-0.78,0,5.49,0.35,-12.64,-0.78,23.29,0.00,3
47,Entry short,2012-05-17,79.89462793,79.275,1614,127949.85,-12.64,-0.78,0,5.49,0.35,-12.64,-0.78,23.29,0.00,3
48,Exit short,2012-05-22,BL Exit Short 2,79.962,1614,127949.85,-14,-0.87,0,5.49,0.35,-17.82,-1.10,9.29,0.00,3
48,Entry short,2012-05-17,79.89462793,79.275,1614,127949.85,-14,-0.87,0,5.49,0.35,-17.82,-1.10,9.29,0.00,3
49,Exit short,2012-06-18,BL Exit Short 1,79.112,1671,131544.462,-8.19,-0.50,0,0,0.00,-12.31,-0.74,1.09,0.00,1
49,Entry short,2012-06-15,79.3204602478,78.722,1671,131544.462,-8.19,-0.50,0,0,0.00,-12.31,-0.74,1.09,0.00,1
50,Exit short,2012-06-18,BL Exit Short 2,79.112,1671,131544.462,-8.19,-0.50,0,0,0.00,-12.31,-0.74,-7.1,0.00,1
50,Entry short,2012-06-15,79.3204602478,78.722,1671,131544.462,-8.19,-0.50,0,0,0.00,-12.31,-0.74,-7.1,0.00,1
51,Exit long,2012-07-12,SL/TP 1,79.185,1732.5,138189.3975,-12.59,-0.72,0,4.33,0.25,-12.59,-0.72,-19.69,0.00,1
51,Entry long,2012-07-11,79.1857339489,79.763,1732.5,138189.3975,-12.59,-0.72,0,4.33,0.25,-12.59,-0.72,-19.69,0.00,1
52,Exit long,2012-07-12,Exit Long 2,79.313,1732.5,138189.3975,-9.8,-0.56,0,4.33,0.25,-12.72,-0.73,-29.49,0.00,1
52,Entry long,2012-07-11,79.1857339489,79.763,1732.5,138189.3975,-9.8,-0.56,0,4.33,0.25,-12.72,-0.73,-29.49,0.00,1
53,Exit short,2012-09-06,SL/TP 1,78.949,2271,178291.668,-12.74,-0.56,0,9.16,0.41,-12.74,-0.56,-42.22,0.00,7
53,Entry short,2012-08-28,78.9483158737,78.508,2271,178291.668,-12.74,-0.56,0,9.16,0.41,-12.74,-0.56,-42.22,0.00,7
54,Exit short,2012-09-06,Exit Short 2,78.862,2271,178291.668,-10.23,-0.45,0,9.16,0.41,-15.22,-0.67,-52.45,-0.01,7
54,Entry short,2012-08-28,78.9483158737,78.508,2271,178291.668,-10.23,-0.45,0,9.16,0.41,-15.22,-0.67,-52.45,-0.01,7
55,Exit short,2012-09-13,SL/TP 1,77.569,2255.5,176456.787,19.24,0.85,0,19.24,0.85,-2.77,-0.12,-33.21,0.00,4
55,Entry short,2012-09-07,78.6773332855,78.234,2255.5,176456.787,19.24,0.85,0,19.24,0.85,-2.77,-0.12,-33.21,0.00,4
56,Exit short,2012-09-17,Exit Short 2,78.707,2255.5,176456.787,-13.74,-0.60,0,31.77,1.40,-20.19,-0.89,-46.95,0.00,6
56,Entry short,2012-09-07,78.6773332855,78.234,2255.5,176456.787,-13.74,-0.60,0,31.77,1.40,-20.19,-0.89,-46.95,0.00,6
57,Exit long,2014-10-31,SL/TP 1,109.632,1102,119314.642,13.78,1.26,0,13.78,1.26,-6.75,-0.61,-33.16,0.00,6
57,Entry long,2014-10-23,107.3637585235,108.271,1102,119314.642,13.78,1.26,0,13.78,1.26,-6.75,-0.61,-33.16,0.00,6
58,Exit long,2014-12-10,Exit Long 2,117.821,1102,119314.642,87.88,8.82,0,123.46,12.54,-6.75,-0.61,54.71,0.01,34
58,Entry long,2014-10-23,107.3637585235,108.271,1102,119314.642,87.88,8.82,0,123.46,12.54,-6.75,-0.61,54.71,0.01,34
59,Exit long,2015-01-06,SL/TP 1,118.631,711.5,85406.3255,-8.36,-1.17,0,4.68,0.66,-8.36,-1.17,46.35,0.00,9
59,Entry long,2014-12-22,118.6316200264,120.037,711.5,85406.3255,-8.36,-1.17,0,4.68,0.66,-8.36,-1.17,46.35,0.00,9
60,Exit long,2015-01-06,Exit Long 2,118.384,711.5,85406.3255,-9.83,-1.38,0,4.68,0.66,-11.78,-1.65,36.52,0.00,9
60,Entry long,2014-12-22,118.6316200264,120.037,711.5,85406.3255,-9.83,-1.38,0,4.68,0.66,-11.78,-1.65,36.52,0.00,9
61,Exit short,2015-05-01,Exit Short 1,120.21,1201,143622.786,-6.29,-0.52,0,11,0.91,-7.09,-0.59,30.22,0.00,6
61,Entry short,2015-04-23,120.4182171757,119.586,1201,143622.786,-6.29,-0.52,0,11,0.91,-7.09,-0.59,30.22,0.00,6
62,Exit short,2015-05-01,Exit Short 2,120.21,1201,143622.786,-6.29,-0.52,0,11,0.91,-7.09,-0.59,23.93,0.00,6
62,Entry short,2015-04-23,120.4182171757,119.586,1201,143622.786,-6.29,-0.52,0,11,0.91,-7.09,-0.59,23.93,0.00,6
63,Exit long,2015-05-26,SL/TP 1,121.827,1314,158580.09,12.34,0.95,0,12.34,0.95,-1.14,-0.09,36.28,0.00,5
63,Entry long,2015-05-19,119.923930684,120.685,1314,158580.09,12.34,0.95,0,12.34,0.95,-1.14,-0.09,36.28,0.00,5
64,Exit long,2015-06-10,Exit Long 2,122.674,1314,158580.09,20.97,1.65,0,54.71,4.29,-1.14,-0.09,57.25,0.01,16
64,Entry long,2015-05-19,119.923930684,120.685,1314,158580.09,20.97,1.65,0,54.71,4.29,-1.14,-0.09,57.25,0.01,16
